Plate	Well	Concentration	Luc	RL	OR	Odor	Date
6	24	100	3424	12876	2214	1308	110609
6	25	100	4618	24052	1026	1308	110609
6	26	100	4106	12610	1034	1308	110609
6	27	100	4198	13968	1042	1308	110609
6	28	100	2702	12520	1051	1308	110609
6	29	100	3830	14214	1059	1308	110609
6	30	100	2826	10974	1067	1308	110609
6	31	100	1908	5896	1075	1308	110609
6	32	100	2226	9686	1083	1308	110609
6	33	100	2584	7332	1094	1308	110609
6	34	100	2516	8692	1103	1308	110609
6	35	100	4220	22600	1113	1308	110609
6	36	0	2786	7566	2878	9999	110609
6	37	100	4808	16962	1027	1308	110609
6	38	100	4090	10314	1035	1308	110609
6	39	100	3228	12434	1043	1308	110609
6	40	100	3474	18880	1052	1308	110609
6	41	100	3572	15556	1060	1308	110609
6	42	100	3054	15736	1068	1308	110609
6	43	100	2998	13780	1076	1308	110609
6	44	100	2840	9456	1085	1308	110609
6	45	100	2250	8442	1095	1308	110609
6	46	100	3676	14102	1104	1308	110609
6	47	100	2554	7976	1114	1308	110609
6	48	0	3160	8494	2878	9999	110609
6	49	100	4108	12800	1028	1308	110609
6	50	100	4872	23288	1036	1308	110609
6	51	100	4002	15588	1044	1308	110609
6	52	100	2338	6382	1053	1308	110609
6	53	100	2816	8498	1061	1308	110609
6	54	100	1842	3952	1069	1308	110609
6	55	100	2706	7726	1077	1308	110609
6	56	100	3172	14066	1086	1308	110609
6	57	100	3590	21416	1096	1308	110609
6	58	100	4376	16284	1105	1308	110609
6	59	100	3190	8500	1115	1308	110609
6	60	0	3142	9152	2878	9999	110609
6	61	100	5716	23400	1029	1308	110609
6	62	100	3866	12688	1037	1308	110609
6	63	100	2568	7368	1045	1308	110609
6	64	100	2650	4706	1054	1308	110609
6	65	100	2418	5046	1062	1308	110609
6	66	100	3620	17702	1070	1308	110609
6	67	100	1812	5872	1078	1308	110609
6	68	100	3500	14148	1087	1308	110609
6	69	100	3678	20942	1097	1308	110609
6	70	100	1530	3920	1107	1308	110609
6	71	100	4126	15316	1116	1308	110609
6	72	10	7442	8322	2878	1155	110609
6	73	100	6180	23032	1030	1308	110609
6	74	100	3506	9934	1038	1308	110609
6	75	100	4428	18460	1046	1308	110609
6	76	100	3644	18880	1055	1308	110609
6	77	100	4160	15712	1063	1308	110609
6	78	100	2492	6840	1071	1308	110609
6	79	100	2772	5748	1079	1308	110609
6	80	100	2898	9838	1088	1308	110609
6	81	100	1782	4012	1098	1308	110609
6	82	100	3912	14720	1108	1308	110609
6	83	100	3488	8902	1117	1308	110609
6	84	10	8294	10200	2878	1155	110609
6	85	100	5130	16098	1031	1308	110609
6	86	100	4622	15464	1039	1308	110609
6	87	100	3868	11938	1047	1308	110609
6	88	100	4190	21666	1056	1308	110609
6	89	100	4892	24154	1064	1308	110609
6	90	100	4460	22148	1072	1308	110609
6	91	100	4274	15144	1080	1308	110609
6	92	100	2772	6570	1089	1308	110609
6	93	100	2614	9936	1100	1308	110609
6	94	100	3182	13304	1109	1308	110609
6	95	100	4854	30014	1118	1308	110609
6	96	10	7632	8400	2878	1155	110609
7	1	100	2672	15040	1024	1309	110609
7	2	100	4666	21358	1032	1309	110609
7	3	100	3794	18256	1040	1309	110609
7	4	100	3600	13384	1049	1309	110609
7	5	100	3008	11660	1057	1309	110609
7	6	100	3804	14742	1065	1309	110609
7	7	100	3280	7896	1073	1309	110609
7	8	100	3176	11290	1081	1309	110609
7	9	100	3656	13256	1090	1309	110609
7	10	100	3652	16772	1101	1309	110609
7	11	100	3332	15080	1111	1309	110609
7	12	100	6466	22598	2319	1309	110609
7	13	100	4286	20754	1025	1309	110609
7	14	100	2776	6132	1033	1309	110609
7	15	100	3806	16844	1041	1309	110609
7	16	100	3404	13366	1050	1309	110609
7	17	100	3416	15460	1058	1309	110609
7	18	100	2008	5548	1066	1309	110609
7	19	100	3656	12792	1074	1309	110609
7	20	100	3472	18176	1082	1309	110609
7	21	100	2502	12864	1091	1309	110609
7	22	100	3634	14886	1102	1309	110609
7	23	100	2158	5664	1112	1309	110609
7	24	100	3442	14212	2214	1309	110609
7	25	100	4358	22484	1026	1309	110609
7	26	100	3290	12408	1034	1309	110609
7	27	100	4152	14204	1042	1309	110609
7	28	100	2822	14144	1051	1309	110609
7	29	100	3826	17694	1059	1309	110609
7	30	100	7526	13148	1067	1309	110609
7	31	100	2162	6542	1075	1309	110609
7	32	100	2612	10846	1083	1309	110609
7	33	100	2454	7258	1094	1309	110609
7	34	100	2758	10742	1103	1309	110609
7	35	100	4078	21334	1113	1309	110609
7	36	0	2956	6756	2878	9999	110609
7	37	100	4416	16776	1027	1309	110609
7	38	100	3508	11040	1035	1309	110609
7	39	100	3206	14232	1043	1309	110609
7	40	100	3868	19746	1052	1309	110609
7	41	100	3580	20852	1060	1309	110609
7	42	100	3908	19262	1068	1309	110609
7	43	100	3286	15878	1076	1309	110609
7	44	100	3254	13474	1085	1309	110609
7	45	100	2640	8318	1095	1309	110609
7	46	100	3764	16786	1104	1309	110609
7	47	100	2434	8312	1114	1309	110609
7	48	0	3342	7342	2878	9999	110609
7	49	100	3684	13986	1028	1309	110609
7	50	100	5194	25384	1036	1309	110609
7	51	100	3952	18344	1044	1309	110609
7	52	100	2196	7026	1053	1309	110609
7	53	100	2580	9602	1061	1309	110609
7	54	100	2210	4436	1069	1309	110609
7	55	100	2656	9116	1077	1309	110609
7	56	100	2962	16964	1086	1309	110609
7	57	100	3678	18620	1096	1309	110609
7	58	100	3654	19716	1105	1309	110609
7	59	100	3088	12020	1115	1309	110609
7	60	0	2840	7102	2878	9999	110609
7	61	100	5304	21654	1029	1309	110609
7	62	100	3480	14296	1037	1309	110609
7	63	100	2120	8478	1045	1309	110609
7	64	100	2778	5232	1054	1309	110609
7	65	100	2174	5942	1062	1309	110609
7	66	100	3762	17458	1070	1309	110609
7	67	100	1996	5238	1078	1309	110609
7	68	100	3830	17836	1087	1309	110609
7	69	100	3502	19186	1097	1309	110609
7	70	100	1330	3982	1107	1309	110609
7	71	100	3696	14670	1116	1309	110609
7	72	10	5982	6722	2878	1155	110609
7	73	100	4810	21934	1030	1309	110609
7	74	100	2978	11072	1038	1309	110609
7	75	100	4352	17570	1046	1309	110609
7	76	100	3668	18370	1055	1309	110609
7	77	100	3992	20324	1063	1309	110609
7	78	100	2358	6924	1071	1309	110609
7	79	100	2624	7044	1079	1309	110609
7	80	100	2656	10396	1088	1309	110609
7	81	100	1700	3290	1098	1309	110609
7	82	100	3246	16716	1108	1309	110609
7	83	100	2344	9526	1117	1309	110609
7	84	10	8466	7940	2878	1155	110609
7	85	100	4162	17298	1031	1309	110609
7	86	100	3900	17992	1039	1309	110609
7	87	100	4458	20236	1047	1309	110609
7	88	100	4236	18614	1056	1309	110609
7	89	100	4162	27008	1064	1309	110609
7	90	100	4220	21382	1072	1309	110609
7	91	100	3880	16346	1080	1309	110609
7	92	100	1828	6756	1089	1309	110609
7	93	100	2766	8642	1100	1309	110609
7	94	100	3430	13434	1109	1309	110609
7	95	100	4748	25438	1118	1309	110609
7	96	10	7388	6564	2878	1155	110609
8	1	100	3040	13910	1024	1310	110609
8	2	100	5358	21560	1032	1310	110609
8	3	100	5044	22002	1040	1310	110609
8	4	100	3688	12188	1049	1310	110609
8	5	100	4366	14582	1057	1310	110609
8	6	100	3494	12826	1065	1310	110609
8	7	100	3626	8900	1073	1310	110609
8	8	100	3254	11370	1081	1310	110609
8	9	100	4440	12256	1090	1310	110609
8	10	100	4336	17324	1101	1310	110609
8	11	100	4736	18364	1111	1310	110609
8	12	100	6558	17958	2319	1310	110609
8	13	100	5318	19934	1025	1310	110609
8	14	100	2954	7060	1033	1310	110609
8	15	100	5060	19932	1041	1310	110609
8	16	100	4160	14606	1050	1310	110609
8	17	100	4236	15668	1058	1310	110609
8	18	100	2222	4948	1066	1310	110609
8	19	100	4632	15678	1074	1310	110609
8	20	100	4212	17744	1082	1310	110609
8	21	100	3324	13290	1091	1310	110609
8	22	100	4812	15348	1102	1310	110609
8	23	100	2550	5604	1112	1310	110609
8	24	100	5290	14940	2214	1310	110609
8	25	100	5814	22474	1026	1310	110609
8	26	100	3836	12302	1034	1310	110609
8	27	100	3884	13976	1042	1310	110609
8	28	100	3624	11724	1051	1310	110609
8	29	100	5196	17874	1059	1310	110609
8	30	100	5486	10908	1067	1310	110609
8	31	100	2696	5960	1075	1310	110609
8	32	100	3236	11506	1083	1310	110609
8	33	100	2940	7436	1094	1310	110609
8	34	100	3552	10188	1103	1310	110609
8	35	100	5370	21674	1113	1310	110609
8	36	0	2648	6064	2878	9999	110609
8	37	100	4898	16174	1027	1310	110609
8	38	100	4614	11138	1035	1310	110609
8	39	100	3138	13572	1043	1310	110609
8	40	100	4950	22402	1052	1310	110609
8	41	100	5302	20426	1060	1310	110609
8	42	100	3894	19918	1068	1310	110609
8	43	100	4182	12634	1076	1310	110609
8	44	100	4820	13890	1085	1310	110609
8	45	100	2864	8106	1095	1310	110609
8	46	100	4892	19050	1104	1310	110609
8	47	100	2998	8928	1114	1310	110609
8	48	0	2644	8222	2878	9999	110609
8	49	100	4896	16706	1028	1310	110609
8	50	100	5702	28742	1036	1310	110609
8	51	100	4846	17248	1044	1310	110609
8	52	100	3154	7134	1053	1310	110609
8	53	100	3250	9506	1061	1310	110609
8	54	100	2742	4780	1069	1310	110609
8	55	100	3154	9264	1077	1310	110609
8	56	100	4428	15632	1086	1310	110609
8	57	100	5456	22022	1096	1310	110609
8	58	100	4824	18246	1105	1310	110609
8	59	100	3540	10526	1115	1310	110609
8	60	0	2728	7934	2878	9999	110609
8	61	100	5186	26020	1029	1310	110609
8	62	100	4690	14224	1037	1310	110609
8	63	100	2608	8584	1045	1310	110609
8	64	100	3008	4446	1054	1310	110609
8	65	100	2544	5772	1062	1310	110609
8	66	100	4592	19008	1070	1310	110609
8	67	100	1986	5224	1078	1310	110609
8	68	100	4920	19784	1087	1310	110609
8	69	100	5532	21042	1097	1310	110609
8	70	100	1882	3738	1107	1310	110609
8	71	100	4830	14300	1116	1310	110609
8	72	10	7002	7086	2878	1155	110609
8	73	100	6312	22088	1030	1310	110609
8	74	100	3756	10850	1038	1310	110609
8	75	100	6100	20444	1046	1310	110609
8	76	100	5408	17254	1055	1310	110609
8	77	100	5744	20602	1063	1310	110609
8	78	100	3282	6794	1071	1310	110609
8	79	100	3104	6960	1079	1310	110609
8	80	100	3398	11452	1088	1310	110609
8	81	100	1888	3104	1098	1310	110609
8	82	100	4888	18164	1108	1310	110609
8	83	100	4140	10028	1117	1310	110609
8	84	10	7932	7664	2878	1155	110609
8	85	100	5528	13502	1031	1310	110609
8	86	100	4826	19056	1039	1310	110609
8	87	100	6294	22908	1047	1310	110609
8	88	100	5076	22094	1056	1310	110609
8	89	100	6702	28754	1064	1310	110609
8	90	100	5706	23438	1072	1310	110609
8	91	100	4786	15004	1080	1310	110609
8	92	100	2262	6940	1089	1310	110609
8	93	100	3248	9560	1100	1310	110609
8	94	100	3808	13210	1109	1310	110609
8	95	100	5924	28948	1118	1310	110609
8	96	10	6512	7058	2878	1155	110609
9	1	100	2796	15536	1024	1311	110609
9	2	100	4724	19780	1032	1311	110609
9	3	100	3588	17794	1040	1311	110609
9	4	100	3744	12600	1049	1311	110609
9	5	100	3626	11360	1057	1311	110609
9	6	100	3752	13656	1065	1311	110609
9	7	100	4538	7350	1073	1311	110609
9	8	100	2754	10472	1081	1311	110609
9	9	100	3494	12214	1090	1311	110609
9	10	100	3694	18086	1101	1311	110609
9	11	100	3424	15700	1111	1311	110609
9	12	100	5596	24434	2319	1311	110609
9	13	100	4044	20594	1025	1311	110609
9	14	100	2358	6186	1033	1311	110609
9	15	100	3594	16106	1041	1311	110609
9	16	100	3072	12482	1050	1311	110609
9	17	100	3618	13784	1058	1311	110609
9	18	100	1924	5254	1066	1311	110609
9	19	100	3618	13240	1074	1311	110609
9	20	100	3376	15820	1082	1311	110609
9	21	100	2498	12704	1091	1311	110609
9	22	100	3582	13244	1102	1311	110609
9	23	100	2118	6722	1112	1311	110609
9	24	100	3544	12988	2214	1311	110609
9	25	100	4098	22586	1026	1311	110609
9	26	100	3182	13068	1034	1311	110609
9	27	100	3596	14092	1042	1311	110609
9	28	100	2742	13300	1051	1311	110609
9	29	100	3986	16130	1059	1311	110609
9	30	100	5606	10612	1067	1311	110609
9	31	100	2362	6214	1075	1311	110609
9	32	100	2510	10546	1083	1311	110609
9	33	100	2650	7840	1094	1311	110609
9	34	100	2786	9168	1103	1311	110609
9	35	100	4240	21146	1113	1311	110609
9	36	0	3198	5874	2878	9999	110609
9	37	100	4606	16196	1027	1311	110609
9	38	100	3294	10988	1035	1311	110609
9	39	100	3206	13424	1043	1311	110609
9	40	100	4234	18900	1052	1311	110609
9	41	100	3660	20118	1060	1311	110609
9	42	100	3380	17308	1068	1311	110609
9	43	100	3494	12972	1076	1311	110609
9	44	100	3314	12368	1085	1311	110609
9	45	100	2690	8946	1095	1311	110609
9	46	100	3734	15248	1104	1311	110609
9	47	100	2632	9330	1114	1311	110609
9	48	0	3658	6888	2878	9999	110609
9	49	100	3666	13950	1028	1311	110609
9	50	100	4662	23176	1036	1311	110609
9	51	100	3820	15654	1044	1311	110609
9	52	100	2136	6422	1053	1311	110609
9	53	100	2396	8706	1061	1311	110609
9	54	100	2174	4208	1069	1311	110609
9	55	100	2410	8106	1077	1311	110609
9	56	100	2592	16064	1086	1311	110609
9	57	100	3604	17710	1096	1311	110609
9	58	100	3878	18582	1105	1311	110609
9	59	100	4592	11068	1115	1311	110609
9	60	0	3714	7942	2878	9999	110609
9	61	100	4592	21622	1029	1311	110609
9	62	100	3918	12696	1037	1311	110609
9	63	100	1918	7958	1045	1311	110609
9	64	100	2978	5002	1054	1311	110609
9	65	100	2070	6326	1062	1311	110609
9	66	100	3606	17546	1070	1311	110609
9	67	100	1892	5404	1078	1311	110609
9	68	100	3206	16274	1087	1311	110609
9	69	100	3770	19822	1097	1311	110609
9	70	100	1622	3734	1107	1311	110609
9	71	100	3708	13908	1116	1311	110609
9	72	10	7572	6840	2878	1155	110609
9	73	100	5702	21846	1030	1311	110609
9	74	100	3472	10228	1038	1311	110609
9	75	100	3816	16678	1046	1311	110609
9	76	100	4050	15238	1055	1311	110609
9	77	100	3918	18198	1063	1311	110609
9	78	100	2688	7322	1071	1311	110609
9	79	100	2740	6350	1079	1311	110609
9	80	100	2872	9826	1088	1311	110609
9	81	100	1784	3404	1098	1311	110609
9	82	100	3846	15876	1108	1311	110609
9	83	100	2560	8760	1117	1311	110609
9	84	10	8190	7022	2878	1155	110609
9	85	100	5390	14894	1031	1311	110609
9	86	100	4128	16332	1039	1311	110609
9	87	100	5034	18766	1047	1311	110609
9	88	100	4402	17954	1056	1311	110609
9	89	100	4656	23034	1064	1311	110609
9	90	100	4858	20430	1072	1311	110609
9	91	100	3712	13486	1080	1311	110609
9	92	100	2412	6260	1089	1311	110609
9	93	100	2976	8996	1100	1311	110609
9	94	100	2996	11760	1109	1311	110609
9	95	100	4552	23638	1118	1311	110609
9	96	10	7122	7516	2878	1155	110609
10	1	100	2304	16562	1024	1312	110609
10	2	100	3144	22462	1032	1312	110609
10	3	100	3128	20120	1040	1312	110609
10	4	100	2764	14320	1049	1312	110609
10	5	100	2548	13176	1057	1312	110609
10	6	100	2766	15010	1065	1312	110609
10	7	100	2118	8432	1073	1312	110609
10	8	100	2292	10740	1081	1312	110609
10	9	100	2854	13558	1090	1312	110609
10	10	100	3068	19430	1101	1312	110609
10	11	100	3244	18774	1111	1312	110609
10	12	100	3300	24600	2319	1312	110609
10	13	100	3230	21676	1025	1312	110609
10	14	100	1534	6656	1033	1312	110609
10	15	100	3068	18826	1041	1312	110609
10	16	100	2488	11492	1050	1312	110609
10	17	100	2534	13066	1058	1312	110609
10	18	100	1434	5410	1066	1312	110609
10	19	100	2680	15158	1074	1312	110609
10	20	100	2562	18020	1082	1312	110609
10	21	100	1832	11744	1091	1312	110609
10	22	100	2688	15840	1102	1312	110609
10	23	100	1928	6012	1112	1312	110609
10	24	100	2868	17472	2214	1312	110609
10	25	100	2892	24074	1026	1312	110609
10	26	100	2342	13670	1034	1312	110609
10	27	100	2838	15050	1042	1312	110609
10	28	100	2304	13042	1051	1312	110609
10	29	100	2730	17586	1059	1312	110609
10	30	100	3850	12108	1067	1312	110609
10	31	100	1506	6678	1075	1312	110609
10	32	100	1982	11230	1083	1312	110609
10	33	100	1938	8490	1094	1312	110609
10	34	100	2024	10084	1103	1312	110609
10	35	100	3320	22716	1113	1312	110609
10	36	0	2634	6736	2878	9999	110609
10	37	100	3180	17716	1027	1312	110609
10	38	100	2708	11034	1035	1312	110609
10	39	100	2316	14616	1043	1312	110609
10	40	100	2930	19842	1052	1312	110609
10	41	100	3154	18130	1060	1312	110609
10	42	100	2646	19098	1068	1312	110609
10	43	100	2292	15384	1076	1312	110609
10	44	100	2600	13698	1085	1312	110609
10	45	100	1778	9696	1095	1312	110609
10	46	100	2772	17290	1104	1312	110609
10	47	100	2040	9424	1114	1312	110609
10	48	0	2914	7748	2878	9999	110609
10	49	100	2386	15704	1028	1312	110609
10	50	100	2952	27112	1036	1312	110609
10	51	100	2788	18908	1044	1312	110609
10	52	100	1534	7892	1053	1312	110609
10	53	100	1936	9222	1061	1312	110609
10	54	100	1860	4804	1069	1312	110609
10	55	100	2102	9192	1077	1312	110609
10	56	100	2540	17692	1086	1312	110609
10	57	100	3262	21992	1096	1312	110609
10	58	100	2784	21972	1105	1312	110609
10	59	100	2226	13106	1115	1312	110609
10	60	0	2946	7944	2878	9999	110609
10	61	100	3594	23230	1029	1312	110609
10	62	100	2478	13928	1037	1312	110609
10	63	100	1684	9252	1045	1312	110609
10	64	100	1914	5852	1054	1312	110609
10	65	100	2718	6594	1062	1312	110609
10	66	100	2686	21094	1070	1312	110609
10	67	100	1268	6146	1078	1312	110609
10	68	100	2970	18416	1087	1312	110609
10	69	100	2700	21590	1097	1312	110609
10	70	100	1104	4240	1107	1312	110609
10	71	100	2802	17032	1116	1312	110609
10	72	10	7284	7028	2878	1155	110609
10	73	100	4032	22806	1030	1312	110609
10	74	100	2276	10352	1038	1312	110609
10	75	100	3076	19214	1046	1312	110609
10	76	100	2492	17956	1055	1312	110609
10	77	100	3064	20136	1063	1312	110609
10	78	100	2032	7514	1071	1312	110609
10	79	100	1970	6854	1079	1312	110609
10	80	100	2048	10832	1088	1312	110609
10	81	100	1410	3854	1098	1312	110609
10	82	100	2918	18258	1108	1312	110609
10	83	100	1948	10566	1117	1312	110609
10	84	10	6804	7422	2878	1155	110609
10	85	100	3384	16218	1031	1312	110609
10	86	100	2484	16632	1039	1312	110609
10	87	100	3282	24012	1047	1312	110609
10	88	100	3220	21132	1056	1312	110609
10	89	100	3326	24994	1064	1312	110609
10	90	100	2830	22386	1072	1312	110609
10	91	100	2814	15112	1080	1312	110609
10	92	100	1860	7404	1089	1312	110609
10	93	100	1852	9980	1100	1312	110609
10	94	100	2722	13138	1109	1312	110609
10	95	100	3516	28062	1118	1312	110609
10	96	10	8186	7654	2878	1155	110609
11	1	100	1812	15696	1024	1313	110609
11	2	100	3708	21922	1032	1313	110609
11	3	100	3266	22416	1040	1313	110609
11	4	100	2758	12716	1049	1313	110609
11	5	100	2566	12290	1057	1313	110609
11	6	100	2812	15972	1065	1313	110609
11	7	100	2168	9338	1073	1313	110609
11	8	100	2422	11790	1081	1313	110609
11	9	100	3248	13888	1090	1313	110609
11	10	100	3798	17640	1101	1313	110609
11	11	100	2922	15788	1111	1313	110609
11	12	100	4656	28816	2319	1313	110609
11	13	100	3624	19372	1025	1313	110609
11	14	100	1526	7984	1033	1313	110609
11	15	100	2504	18174	1041	1313	110609
11	16	100	2432	13448	1050	1313	110609
11	17	100	2404	15972	1058	1313	110609
11	18	100	1436	5782	1066	1313	110609
11	19	100	2524	14080	1074	1313	110609
11	20	100	2902	18564	1082	1313	110609
11	21	100	2428	15134	1091	1313	110609
11	22	100	3394	16760	1102	1313	110609
11	23	100	1930	6298	1112	1313	110609
11	24	100	3446	15998	2214	1313	110609
11	25	100	2936	25238	1026	1313	110609
11	26	100	2624	16262	1034	1313	110609
11	27	100	2796	18008	1042	1313	110609
11	28	100	2058	13356	1051	1313	110609
11	29	100	2872	15560	1059	1313	110609
11	30	100	5848	12112	1067	1313	110609
11	31	100	1732	7080	1075	1313	110609
11	32	100	2158	12278	1083	1313	110609
11	33	100	2570	7896	1094	1313	110609
11	34	100	2300	11128	1103	1313	110609
11	35	100	3528	23494	1113	1313	110609
11	36	0	2688	6848	2878	9999	110609
11	37	100	3486	15746	1027	1313	110609
11	38	100	2384	12302	1035	1313	110609
11	39	100	2374	16482	1043	1313	110609
11	40	100	3048	17912	1052	1313	110609
11	41	100	3082	17598	1060	1313	110609
11	42	100	2830	18214	1068	1313	110609
11	43	100	2296	15894	1076	1313	110609
11	44	100	2614	12768	1085	1313	110609
11	45	100	1964	9630	1095	1313	110609
11	46	100	3168	18778	1104	1313	110609
11	47	100	2190	9422	1114	1313	110609
11	48	0	3118	7538	2878	9999	110609
11	49	100	2788	16016	1028	1313	110609
11	50	100	3202	28188	1036	1313	110609
11	51	100	2922	16040	1044	1313	110609
11	52	100	1742	7482	1053	1313	110609
11	53	100	1792	10548	1061	1313	110609
11	54	100	1770	4634	1069	1313	110609
11	55	100	2018	10216	1077	1313	110609
11	56	100	2308	16136	1086	1313	110609
11	57	100	3138	18510	1096	1313	110609
11	58	100	3248	19524	1105	1313	110609
11	59	100	3638	13764	1115	1313	110609
11	60	0	2584	7506	2878	9999	110609
11	61	100	3148	26808	1029	1313	110609
11	62	100	2580	14864	1037	1313	110609
11	63	100	1692	9852	1045	1313	110609
11	64	100	2190	5918	1054	1313	110609
11	65	100	2250	6196	1062	1313	110609
11	66	100	2704	18162	1070	1313	110609
11	67	100	1280	5850	1078	1313	110609
11	68	100	2956	17234	1087	1313	110609
11	69	100	3032	22176	1097	1313	110609
11	70	100	1286	4392	1107	1313	110609
11	71	100	2794	17254	1116	1313	110609
11	72	10	7770	7078	2878	1155	110609
11	73	100	3824	23222	1030	1313	110609
11	74	100	2138	12830	1038	1313	110609
11	75	100	2542	19892	1046	1313	110609
11	76	100	2658	18054	1055	1313	110609
11	77	100	3086	22144	1063	1313	110609
11	78	100	1930	8484	1071	1313	110609
11	79	100	2258	7642	1079	1313	110609
11	80	100	2052	11436	1088	1313	110609
11	81	100	1534	3580	1098	1313	110609
11	82	100	2618	18306	1108	1313	110609
11	83	100	2212	10444	1117	1313	110609
11	84	10	9256	7330	2878	1155	110609
11	85	100	3350	15330	1031	1313	110609
11	86	100	2800	18826	1039	1313	110609
11	87	100	3538	23336	1047	1313	110609
11	88	100	3272	20180	1056	1313	110609
11	89	100	3258	28708	1064	1313	110609
11	90	100	3490	24036	1072	1313	110609
11	91	100	2754	16542	1080	1313	110609
11	92	100	1558	7324	1089	1313	110609
11	93	100	2170	10308	1100	1313	110609
11	94	100	2394	13344	1109	1313	110609
11	95	100	3574	31510	1118	1313	110609
11	96	10	8288	8296	2878	1155	110609
12	1	0	2518	21596	1024	9999	110609
12	2	0	3368	22748	1032	9999	110609
12	3	0	3264	23156	1040	9999	110609
12	4	0	2700	14190	1049	9999	110609
12	5	0	2528	13224	1057	9999	110609
12	6	0	2580	15868	1065	9999	110609
12	7	0	2348	8860	1073	9999	110609
12	8	0	2140	11242	1081	9999	110609
12	9	0	3372	15536	1090	9999	110609
12	10	0	2980	19222	1101	9999	110609
12	11	0	2834	20244	1111	9999	110609
12	12	0	4012	24986	2319	9999	110609
12	13	0	3710	26660	1025	9999	110609
12	14	0	1924	7572	1033	9999	110609
12	15	0	2546	20422	1041	9999	110609
12	16	0	2250	13570	1050	9999	110609
12	17	0	2678	16994	1058	9999	110609
12	18	0	1618	5922	1066	9999	110609
12	19	0	3158	13948	1074	9999	110609
12	20	0	2632	18680	1082	9999	110609
12	21	0	2134	13898	1091	9999	110609
12	22	0	2796	18070	1102	9999	110609
12	23	0	1792	6492	1112	9999	110609
12	24	0	2964	17120	2214	9999	110609
12	25	0	3608	28000	1026	9999	110609
12	26	0	3056	16036	1034	9999	110609
12	27	0	2914	16888	1042	9999	110609
12	28	0	2230	13996	1051	9999	110609
12	29	0	3160	17882	1059	9999	110609
12	30	0	4464	13376	1067	9999	110609
12	31	0	1864	6770	1075	9999	110609
12	32	0	1960	12300	1083	9999	110609
12	33	0	2448	8492	1094	9999	110609
12	34	0	2178	11888	1103	9999	110609
12	35	0	3794	23080	1113	9999	110609
12	36	0	3006	7258	2878	9999	110609
12	37	0	3792	19544	1027	9999	110609
12	38	0	2978	11808	1035	9999	110609
12	39	0	2262	15964	1043	9999	110609
12	40	0	2686	21674	1052	9999	110609
12	41	0	3244	19820	1060	9999	110609
12	42	0	2730	18392	1068	9999	110609
12	43	0	2952	15232	1076	9999	110609
12	44	0	2666	13964	1085	9999	110609
12	45	0	2018	9382	1095	9999	110609
12	46	0	3096	17932	1104	9999	110609
12	47	0	2416	8968	1114	9999	110609
12	48	0	2760	8468	2878	9999	110609
12	49	0	2612	16606	1028	9999	110609
12	50	0	3326	28570	1036	9999	110609
12	51	0	3030	19726	1044	9999	110609
12	52	0	1862	7818	1053	9999	110609
12	53	0	1928	10562	1061	9999	110609
12	54	0	1698	4850	1069	9999	110609
12	55	0	2082	9440	1077	9999	110609
12	56	0	2488	19160	1086	9999	110609
12	57	0	3312	23236	1096	9999	110609
12	58	0	3222	22164	1105	9999	110609
12	59	0	2690	14488	1115	9999	110609
12	60	0	3196	7842	2878	9999	110609
12	61	0	3452	28458	1029	9999	110609
12	62	0	2750	13942	1037	9999	110609
12	63	0	1568	9276	1045	9999	110609
12	64	0	2496	5584	1054	9999	110609
12	65	0	1618	7220	1062	9999	110609
12	66	0	2808	21034	1070	9999	110609
12	67	0	1560	5202	1078	9999	110609
12	68	0	3066	20912	1087	9999	110609
12	69	0	3358	21528	1097	9999	110609
12	70	0	1186	4988	1107	9999	110609
12	71	0	2968	18474	1116	9999	110609
12	72	10	6740	7254	2878	1155	110609
12	73	0	4226	27772	1030	9999	110609
12	74	0	2780	11502	1038	9999	110609
12	75	0	2916	22110	1046	9999	110609
12	76	0	2852	20834	1055	9999	110609
12	77	0	3276	21164	1063	9999	110609
12	78	0	2280	8004	1071	9999	110609
12	79	0	1958	7836	1079	9999	110609
12	80	0	2242	12564	1088	9999	110609
12	81	0	1310	4196	1098	9999	110609
12	82	0	2828	20470	1108	9999	110609
12	83	0	2024	10520	1117	9999	110609
12	84	10	8850	7766	2878	1155	110609
12	85	0	3394	17938	1031	9999	110609
12	86	0	2716	20978	1039	9999	110609
12	87	0	3496	24932	1047	9999	110609
12	88	0	3122	23940	1056	9999	110609
12	89	0	3410	30630	1064	9999	110609
12	90	0	3252	27714	1072	9999	110609
12	91	0	2922	18922	1080	9999	110609
12	92	0	1890	7916	1089	9999	110609
12	93	0	2456	10768	1100	9999	110609
12	94	0	2814	16048	1109	9999	110609
12	95	0	3692	31222	1118	9999	110609
12	96	10	14912	7202	2878	1155	110609
1	1	100	2662	8600	1128	1303	111109
1	2	100	3286	12984	1136	1303	111109
1	3	100	2124	7092	1148	1303	111109
1	4	100	2050	6632	1158	1303	111109
1	5	100	3418	12904	1168	1303	111109
1	6	100	2476	9396	1179	1303	111109
1	7	100	1510	3926	1188	1303	111109
1	8	100	2270	8862	1196	1303	111109
1	9	100	3080	12628	1206	1303	111109
1	10	100	2974	14302	1215	1303	111109
1	11	100	2912	12288	1224	1303	111109
1	12	100	3236	16298	2319	1303	111109
1	13	100	10670	8220	1129	1303	111109
1	14	100	2322	9310	1137	1303	111109
1	15	100	2604	10538	1149	1303	111109
1	16	100	2938	12430	1161	1303	111109
