Stimulus,Subject,Plate,Well,Concentration,Luc,RL,Date
1155,2878,11,84,10.0,9564.0,5064.0,112009
1155,2878,11,96,10.0,9092.0,4798.0,112009
1155,2878,12,72,10.0,8156.0,4514.0,112009
1155,2878,12,84,10.0,11478.0,5504.0,112009
1155,2878,12,96,10.0,9992.0,5506.0,112009
1155,2878,1,72,10.0,5276.0,3634.0,120809
1155,2878,1,84,10.0,6544.0,3564.0,120809
1155,2878,1,96,10.0,5012.0,3568.0,120809
1155,2878,2,72,10.0,5194.0,5050.0,120809
1155,2878,2,84,10.0,5916.0,4450.0,120809
1155,2878,2,96,10.0,5414.0,4480.0,120809
1155,2878,3,72,10.0,6602.0,5360.0,120809
1155,2878,3,84,10.0,5710.0,4200.0,120809
1155,2878,3,96,10.0,5132.0,4296.0,120809
1155,2878,4,72,10.0,5832.0,4430.0,120809
1155,2878,4,84,10.0,5724.0,4598.0,120809
1155,2878,4,96,10.0,6140.0,4884.0,120809
1155,2878,5,72,10.0,6182.0,5068.0,120809
1155,2878,5,84,10.0,5710.0,4552.0,120809
1155,2878,5,96,10.0,6712.0,4674.0,120809
1155,2878,6,72,10.0,6280.0,4934.0,120809
1155,2878,6,84,10.0,5788.0,4732.0,120809
1155,2878,6,96,10.0,5496.0,5006.0,120809
1155,2878,7,72,10.0,5208.0,4402.0,120809
1155,2878,7,84,10.0,4884.0,4114.0,120809
1155,2878,7,96,10.0,4814.0,4340.0,120809
1155,2878,8,72,10.0,5364.0,5188.0,120809
1155,2878,8,84,10.0,5252.0,4784.0,120809
1155,2878,8,96,10.0,5692.0,5560.0,120809
1155,2878,9,72,10.0,5048.0,4578.0,120809
1155,2878,9,84,10.0,5478.0,5132.0,120809
1155,2878,9,96,10.0,4368.0,4096.0,120809
1155,2878,10,72,10.0,5074.0,4640.0,120809
1155,2878,10,84,10.0,6060.0,5138.0,120809
1155,2878,10,96,10.0,4930.0,4864.0,120809
1155,2878,11,72,10.0,5782.0,4530.0,120809
1155,2878,11,84,10.0,5450.0,3994.0,120809
1155,2878,11,96,10.0,4570.0,4266.0,120809
1155,2878,12,72,10.0,4204.0,3058.0,120809
1155,2878,12,84,10.0,4744.0,3452.0,120809
1155,2878,12,96,10.0,4934.0,3598.0,120809
1155,2878,1,72,10.0,6236.0,7870.0,120909
1155,2878,1,84,10.0,6980.0,8658.0,120909
1155,2878,1,96,10.0,6492.0,8648.0,120909
1155,2878,2,72,10.0,5992.0,7074.0,120909
1155,2878,2,84,10.0,6570.0,8498.0,120909
1155,2878,2,96,10.0,7946.0,8062.0,120909
1155,2878,3,72,10.0,5274.0,7640.0,120909
1155,2878,3,84,10.0,5808.0,6698.0,120909
1155,2878,3,96,10.0,5686.0,7392.0,120909
1155,2878,4,72,10.0,5148.0,7180.0,120909
1155,2878,4,84,10.0,6796.0,8394.0,120909
1155,2878,4,96,10.0,8042.0,8136.0,120909
1155,2878,5,72,10.0,5736.0,8312.0,120909
1155,2878,5,84,10.0,6822.0,8474.0,120909
1155,2878,5,96,10.0,7020.0,8970.0,120909
1155,2878,6,72,10.0,4864.0,7944.0,120909
1155,2878,6,84,10.0,5112.0,6766.0,120909
1155,2878,6,96,10.0,7162.0,7538.0,120909
1155,2878,7,72,10.0,7340.0,8382.0,120909
1155,2878,7,84,10.0,9626.0,9648.0,120909
1155,2878,7,96,10.0,8852.0,8766.0,120909
1155,2878,8,72,10.0,6630.0,7074.0,120909
1155,2878,8,84,10.0,7352.0,7506.0,120909
1155,2878,8,96,10.0,7280.0,7758.0,120909
1155,2878,9,72,10.0,6460.0,8656.0,120909
1155,2878,9,84,10.0,7114.0,7590.0,120909
1155,2878,9,96,10.0,6880.0,7128.0,120909
1155,2878,10,72,10.0,6384.0,7610.0,120909
1155,2878,10,84,10.0,7550.0,7892.0,120909
1155,2878,10,96,10.0,6958.0,8334.0,120909
1155,2878,11,72,10.0,7252.0,8846.0,120909
1155,2878,11,84,10.0,7366.0,7890.0,120909
1155,2878,11,96,10.0,7658.0,8916.0,120909
1155,2878,12,72,10.0,6532.0,8304.0,120909
1155,2878,12,84,10.0,8400.0,9170.0,120909
1155,2878,12,96,10.0,8246.0,7998.0,120909
1155,2878,1,72,10.0,8928.0,4850.0,121009
1155,2878,1,84,10.0,9180.0,4726.0,121009
1155,2878,1,96,10.0,10776.0,6140.0,121009
1155,2878,2,72,10.0,8766.0,4544.0,121009
1155,2878,2,84,10.0,9928.0,4718.0,121009
1155,2878,2,96,10.0,9192.0,5550.0,121009
1155,2878,3,72,10.0,9892.0,5342.0,121009
1155,2878,3,84,10.0,9216.0,5060.0,121009
1155,2878,3,96,10.0,9174.0,5326.0,121009
1155,2878,4,72,10.0,9048.0,5216.0,121009
1155,2878,4,84,10.0,9348.0,5484.0,121009
1155,2878,4,96,10.0,10192.0,6422.0,121009
1155,2878,5,72,10.0,9636.0,5062.0,121009
1155,2878,5,84,10.0,10670.0,5740.0,121009
1155,2878,5,96,10.0,9652.0,6422.0,121009
1155,2878,6,72,10.0,8614.0,4822.0,121009
1155,2878,6,84,10.0,9852.0,4672.0,121009
1155,2878,6,96,10.0,9114.0,5118.0,121009
1155,2878,7,72,10.0,7594.0,4212.0,121009
1155,2878,7,84,10.0,8394.0,4360.0,121009
1155,2878,7,96,10.0,9304.0,5100.0,121009
1155,2878,8,72,10.0,8808.0,4358.0,121009
1155,2878,8,84,10.0,8284.0,4730.0,121009
1155,2878,8,96,10.0,8478.0,5216.0,121009
1155,2878,9,72,10.0,8708.0,4554.0,121009
1155,2878,9,84,10.0,7980.0,4124.0,121009
1155,2878,9,96,10.0,9024.0,4674.0,121009
1155,2878,10,72,10.0,8658.0,4732.0,121009
1155,2878,10,84,10.0,9434.0,5520.0,121009
1155,2878,10,96,10.0,8464.0,5262.0,121009
1155,2878,11,72,10.0,8228.0,4846.0,121009
1155,2878,11,84,10.0,9260.0,5432.0,121009
1155,2878,11,96,10.0,9392.0,6046.0,121009
1155,2878,12,72,10.0,9580.0,5396.0,121009
1155,2878,12,84,10.0,11818.0,5042.0,121009
1155,2878,12,96,10.0,9014.0,5920.0,121009
1155,2878,1,72,10.0,5754.0,7620.0,121109
1155,2878,1,84,10.0,6502.0,8846.0,121109
1155,2878,1,96,10.0,5924.0,8788.0,121109
1155,2878,2,72,10.0,4516.0,8526.0,121109
1155,2878,2,84,10.0,5664.0,9230.0,121109
1155,2878,2,96,10.0,5226.0,9318.0,121109
1155,2878,3,72,10.0,5040.0,7404.0,121109
1155,2878,3,84,10.0,5402.0,7834.0,121109
1155,2878,3,96,10.0,4940.0,7524.0,121109
1155,2878,4,72,10.0,5226.0,7608.0,121109
1155,2878,4,84,10.0,5672.0,6952.0,121109
1155,2878,4,96,10.0,5292.0,7874.0,121109
1155,2878,5,72,10.0,6144.0,7576.0,121109
1155,2878,5,84,10.0,5928.0,8618.0,121109
1155,2878,5,96,10.0,6366.0,9308.0,121109
1155,2878,6,72,10.0,6224.0,8840.0,121109
1155,2878,6,84,10.0,6356.0,9366.0,121109
1155,2878,6,96,10.0,6184.0,9438.0,121109
1155,2878,7,72,10.0,6136.0,6460.0,121109
1155,2878,7,84,10.0,7876.0,7018.0,121109
1155,2878,7,96,10.0,7830.0,7714.0,121109
1155,2878,8,72,10.0,7238.0,6740.0,121109
1155,2878,8,84,10.0,7506.0,6778.0,121109
1155,2878,8,96,10.0,8062.0,9658.0,121109
1155,2878,9,72,10.0,6544.0,5860.0,121109
1155,2878,9,84,10.0,7260.0,6250.0,121109
1155,2878,9,96,10.0,7236.0,7470.0,121109
1155,2878,10,72,10.0,7280.0,7224.0,121109
1155,2878,10,84,10.0,7732.0,6892.0,121109
1155,2878,10,96,10.0,8434.0,7838.0,121109
1155,2878,11,72,10.0,6336.0,6262.0,121109
1155,2878,11,84,10.0,7266.0,6728.0,121109
1155,2878,11,96,10.0,7164.0,6404.0,121109
1155,2878,12,72,10.0,7148.0,6042.0,121109
1155,2878,12,84,10.0,7676.0,6618.0,121109
1155,2878,12,96,10.0,7890.0,6978.0,121109
1155,2878,1,72,10.0,14810.0,4824.0,121409
1155,2878,1,84,10.0,15220.0,5518.0,121409
1155,2878,1,96,10.0,14430.0,8908.0,121409
1155,2878,2,72,10.0,13510.0,5908.0,121409
1155,2878,2,84,10.0,14976.0,6600.0,121409
1155,2878,2,96,10.0,15268.0,7654.0,121409
1155,2878,3,72,10.0,13980.0,4926.0,121409
1155,2878,3,84,10.0,14738.0,5230.0,121409
1155,2878,3,96,10.0,14308.0,7118.0,121409
1155,2878,4,72,10.0,14144.0,4026.0,121409
1155,2878,4,84,10.0,16038.0,4370.0,121409
1155,2878,4,96,10.0,14548.0,5862.0,121409
1155,2878,5,72,10.0,15604.0,4684.0,121409
1155,2878,5,84,10.0,15978.0,4926.0,121409
1155,2878,5,96,10.0,14880.0,6404.0,121409
1155,2878,6,72,10.0,14668.0,5054.0,121409
1155,2878,6,84,10.0,15892.0,4804.0,121409
1155,2878,6,96,10.0,14746.0,6200.0,121409
1155,2878,7,72,10.0,11178.0,4206.0,121409
1155,2878,7,84,10.0,12344.0,4414.0,121409
1155,2878,7,96,10.0,11196.0,4812.0,121409
1155,2878,8,72,10.0,12128.0,3628.0,121409
1155,2878,8,84,10.0,12796.0,3692.0,121409
1155,2878,8,96,10.0,13220.0,3702.0,121409
1155,2878,9,72,10.0,11400.0,3482.0,121409
1155,2878,9,84,10.0,14284.0,3266.0,121409
1155,2878,9,96,10.0,12916.0,3574.0,121409
1155,2878,10,72,10.0,13156.0,3150.0,121409
1155,2878,10,84,10.0,13650.0,4034.0,121409
1155,2878,10,96,10.0,13584.0,4388.0,121409
1155,2878,11,72,10.0,15044.0,3414.0,121409
1155,2878,11,84,10.0,15082.0,4410.0,121409
1155,2878,11,96,10.0,14888.0,5560.0,121409
1155,2878,12,72,10.0,13214.0,4058.0,121409
1155,2878,12,84,10.0,13908.0,3820.0,121409
1155,2878,12,96,10.0,13310.0,4510.0,121409
1155,2878,1,72,10.0,4028.0,21604.0,121609
1155,2878,1,84,10.0,3956.0,20690.0,121609
1155,2878,1,96,10.0,3670.0,22928.0,121609
1155,2878,2,72,10.0,3582.0,19090.0,121609
1155,2878,2,84,10.0,3948.0,23212.0,121609
1155,2878,2,96,10.0,3304.0,22674.0,121609
1155,2878,3,72,10.0,3658.0,20340.0,121609
1155,2878,3,84,10.0,3272.0,19968.0,121609
1155,2878,3,96,10.0,3296.0,20156.0,121609
1155,2878,4,72,10.0,2978.0,21224.0,121609
1155,2878,4,84,10.0,2978.0,19816.0,121609
1155,2878,4,96,10.0,3552.0,18350.0,121609
1155,2878,5,72,10.0,3268.0,20828.0,121609
1155,2878,5,84,10.0,3580.0,21788.0,121609
1155,2878,5,96,10.0,3008.0,20752.0,121609
1155,2878,6,72,10.0,3522.0,21636.0,121609
1155,2878,6,84,10.0,3550.0,21620.0,121609
1155,2878,6,96,10.0,4346.0,23578.0,121609
1155,2878,7,72,10.0,4236.0,20306.0,121609
1155,2878,7,84,10.0,3928.0,23416.0,121609
1155,2878,7,96,10.0,3894.0,25472.0,121609
1155,2878,8,72,10.0,3380.0,21732.0,121609
1155,2878,8,84,10.0,3636.0,27826.0,121609
1155,2878,8,96,10.0,4160.0,26668.0,121609
1155,2878,9,72,10.0,3004.0,24008.0,121609
1155,2878,9,84,10.0,3644.0,27316.0,121609
1155,2878,9,96,10.0,3666.0,23388.0,121609
1155,2878,10,72,10.0,3338.0,29534.0,121609
1155,2878,10,84,10.0,3114.0,26306.0,121609
1155,2878,10,96,10.0,3434.0,29774.0,121609
1155,2878,11,72,10.0,2978.0,26864.0,121609
1155,2878,11,84,10.0,3402.0,24308.0,121609
1155,2878,11,96,10.0,3586.0,27390.0,121609
1155,2878,12,72,10.0,3980.0,26442.0,121609
1155,2878,12,84,10.0,3810.0,29438.0,121609
1155,2878,12,96,10.0,4520.0,29762.0,121609
1155,2878,1,72,10.0,9420.0,9720.0,121709
1155,2878,1,84,10.0,10446.0,10342.0,121709
1155,2878,1,96,10.0,9820.0,10174.0,121709
1155,2878,2,72,10.0,9936.0,10498.0,121709
1155,2878,2,84,10.0,10708.0,11158.0,121709
1155,2878,2,96,10.0,10508.0,11484.0,121709
1155,2878,3,72,10.0,10076.0,9972.0,121709
1155,2878,3,84,10.0,9110.0,10248.0,121709
1155,2878,3,96,10.0,9564.0,11110.0,121709
1155,2878,4,72,10.0,9688.0,9850.0,121709
1155,2878,4,84,10.0,10412.0,10640.0,121709
1155,2878,4,96,10.0,10740.0,12758.0,121709
1155,2878,5,72,10.0,10710.0,9284.0,121709
1155,2878,5,84,10.0,11958.0,9450.0,121709
1155,2878,5,96,10.0,14266.0,11850.0,121709
1155,2878,6,72,10.0,9514.0,9702.0,121709
1155,2878,6,84,10.0,10918.0,9738.0,121709
1155,2878,6,96,10.0,11302.0,11428.0,121709
1155,2878,7,72,10.0,9900.0,10794.0,121709
1155,2878,7,84,10.0,10394.0,8850.0,121709
1155,2878,7,96,10.0,10210.0,9662.0,121709
1155,2878,8,72,10.0,8674.0,10198.0,121709
1155,2878,8,84,10.0,10632.0,9054.0,121709
1155,2878,8,96,10.0,10054.0,9184.0,121709
1155,2878,9,72,10.0,8944.0,8552.0,121709
1155,2878,9,84,10.0,9508.0,7702.0,121709
1155,2878,9,96,10.0,9220.0,8958.0,121709
1155,2878,10,72,10.0,9484.0,11494.0,121709
1155,2878,10,84,10.0,9376.0,11660.0,121709
1155,2878,10,96,10.0,9826.0,12444.0,121709
1155,2878,11,72,10.0,11110.0,10618.0,121709
1155,2878,11,84,10.0,10300.0,11200.0,121709
1155,2878,11,96,10.0,9312.0,12744.0,121709
1155,2878,12,72,10.0,10170.0,10182.0,121709
1155,2878,12,84,10.0,10132.0,11430.0,121709
1155,2878,12,96,10.0,8520.0,12212.0,121709
1155,2878,1,60,1.0,148746.0,8606.0,90710
1155,2878,1,72,1.0,128694.0,8648.0,90710
1155,2878,1,84,1.0,141570.0,8908.0,90710
1155,2878,1,96,1.0,138796.0,8702.0,90710
1155,2878,2,60,1.0,167264.0,10092.0,90710
1155,2878,2,72,1.0,163954.0,9544.0,90710
1155,2878,2,84,1.0,181512.0,10360.0,90710
1155,2878,2,96,1.0,182284.0,13428.0,90710
1155,2878,3,60,1.0,169362.0,9124.0,90710
1155,2878,3,72,1.0,169986.0,8964.0,90710
1155,2878,3,84,1.0,160234.0,10478.0,90710
1155,2878,3,96,1.0,147536.0,12130.0,90710
1155,2878,4,60,1.0,143634.0,109902.0,90710
1155,2878,4,72,1.0,146320.0,112028.0,90710
1155,2878,4,84,1.0,177716.0,120268.0,90710
1155,2878,4,96,1.0,198688.0,106160.0,90710
1155,2878,5,60,1.0,109902.0,7810.0,90710
1155,2878,5,72,1.0,112028.0,7632.0,90710
1155,2878,5,84,1.0,120268.0,7842.0,90710
1155,2878,5,96,1.0,106160.0,7776.0,90710
1155,2878,6,60,1.0,120884.0,7752.0,90710
1155,2878,6,72,1.0,118484.0,7826.0,90710
1155,2878,6,84,1.0,121578.0,7338.0,90710
1155,2878,6,96,1.0,130016.0,6722.0,90710
1155,2878,7,60,1.0,119086.0,6164.0,90710
1155,2878,7,72,1.0,103754.0,6772.0,90710
1155,2878,7,84,1.0,120192.0,8664.0,90710
1155,2878,7,96,1.0,132530.0,7334.0,90710
1155,2878,8,60,1.0,134456.0,136672.0,90710
1155,2878,8,72,1.0,134232.0,147580.0,90710
1155,2878,8,84,1.0,138318.0,160996.0,90710
1155,2878,8,96,1.0,135444.0,146568.0,90710
1155,2878,9,60,1.0,136672.0,8738.0,90710
1155,2878,9,72,1.0,147580.0,8448.0,90710
1155,2878,9,84,1.0,160996.0,9550.0,90710
1155,2878,9,96,1.0,146568.0,8048.0,90710
1155,2878,1,60,1.0,84704.0,5050.0,90910
1155,2878,1,72,1.0,89162.0,5406.0,90910
1155,2878,1,84,1.0,92916.0,4960.0,90910
1155,2878,1,96,1.0,86268.0,5828.0,90910
1155,2878,2,60,1.0,70292.0,4290.0,90910
1155,2878,2,72,1.0,74600.0,4804.0,90910
1155,2878,2,84,1.0,75796.0,5206.0,90910
1155,2878,2,96,1.0,75850.0,47066.0,90910
1155,2878,3,60,1.0,67578.0,7134.0,90910
1155,2878,3,72,1.0,68540.0,6534.0,90910
1155,2878,3,84,1.0,69746.0,6996.0,90910
1155,2878,3,96,1.0,52682.0,4342.0,90910
1155,2878,4,60,1.0,82282.0,7064.0,90910
1155,2878,4,72,1.0,78878.0,6514.0,90910
1155,2878,4,84,1.0,85484.0,6950.0,90910
1155,2878,4,96,1.0,88046.0,8128.0,90910
1155,2878,5,60,1.0,81428.0,6984.0,90910
1155,2878,5,72,1.0,85174.0,6420.0,90910
1155,2878,5,84,1.0,89106.0,6378.0,90910
1155,2878,5,96,1.0,90650.0,6712.0,90910
1155,2878,6,60,1.0,81734.0,6628.0,90910
1155,2878,6,72,1.0,91454.0,6828.0,90910
1155,2878,6,84,1.0,90638.0,6884.0,90910
1155,2878,6,96,1.0,85578.0,5204.0,90910
1155,2878,7,60,1.0,83912.0,6286.0,90910
1155,2878,7,72,1.0,77708.0,6652.0,90910
1155,2878,7,84,1.0,84342.0,6792.0,90910
1155,2878,7,96,1.0,89676.0,6248.0,90910
1155,2878,8,60,1.0,45628.0,3938.0,90910
1155,2878,8,72,1.0,49376.0,3412.0,90910
1155,2878,8,84,1.0,50468.0,5266.0,90910
1155,2878,8,96,1.0,67400.0,5644.0,90910
1155,2878,9,60,1.0,99556.0,7058.0,90910
1155,2878,9,72,1.0,97530.0,6462.0,90910
1155,2878,9,84,1.0,99276.0,6782.0,90910
1155,2878,9,96,1.0,98402.0,6060.0,90910
1155,2878,1,60,1.0,116954.0,118780.0,91410
1155,2878,1,72,1.0,124916.0,100764.0,91410
1155,2878,1,84,1.0,131330.0,122114.0,91410
1155,2878,1,96,1.0,134852.0,128066.0,91410
1155,2878,2,60,1.0,118780.0,5768.0,91410
1155,2878,2,72,1.0,100764.0,4964.0,91410
1155,2878,2,84,1.0,122114.0,6126.0,91410
1155,2878,2,96,1.0,128066.0,5858.0,91410
1155,2878,3,60,1.0,117064.0,6004.0,91410
1155,2878,3,72,1.0,120706.0,6144.0,91410
1155,2878,3,84,1.0,139258.0,6262.0,91410
1155,2878,3,96,1.0,122096.0,6474.0,91410
1155,2878,4,60,1.0,117978.0,6038.0,91410
1155,2878,4,72,1.0,121294.0,5438.0,91410
1155,2878,4,84,1.0,119680.0,6238.0,91410
1155,2878,4,96,1.0,137304.0,6448.0,91410
1155,2878,5,60,1.0,122292.0,5406.0,91410
1155,2878,5,72,1.0,115790.0,5172.0,91410
1155,2878,5,84,1.0,110312.0,7028.0,91410
1155,2878,5,96,1.0,122428.0,6852.0,91410
1155,2878,6,60,1.0,118490.0,5552.0,91410
1155,2878,6,72,1.0,103336.0,4988.0,91410
1155,2878,6,84,1.0,69894.0,3808.0,91410
1155,2878,6,96,1.0,63364.0,3038.0,91410
1155,2878,7,60,1.0,131516.0,5664.0,91410
1155,2878,7,72,1.0,99172.0,4314.0,91410
1155,2878,7,84,1.0,135748.0,5978.0,91410
1155,2878,7,96,1.0,141534.0,5782.0,91410
1155,2878,8,60,1.0,119894.0,5416.0,91410
1155,2878,8,72,1.0,110458.0,5586.0,91410
1155,2878,8,84,1.0,100562.0,4476.0,91410
1155,2878,8,96,1.0,123744.0,5898.0,91410
1155,2878,9,60,1.0,134196.0,6296.0,91410
1155,2878,9,72,1.0,118944.0,3000.0,91410
1155,2878,9,84,1.0,117356.0,28078.0,91410
1155,2878,9,96,1.0,129992.0,35466.0,91410
1155,2878,1,60,1.0,108504.0,4350.0,91610
1155,2878,1,72,1.0,126084.0,4422.0,91610
1155,2878,1,84,1.0,118498.0,4666.0,91610
1155,2878,1,96,1.0,113612.0,4438.0,91610
1155,2878,2,60,1.0,94750.0,3906.0,91610
1155,2878,2,72,1.0,85406.0,4500.0,91610
1155,2878,2,84,1.0,89436.0,3932.0,91610
1155,2878,2,96,1.0,100444.0,4224.0,91610
1155,2878,3,60,1.0,107328.0,3116.0,91610
1155,2878,3,72,1.0,101900.0,3900.0,91610
1155,2878,3,84,1.0,108846.0,4092.0,91610
1155,2878,3,96,1.0,107340.0,3794.0,91610
1155,2878,4,60,1.0,94566.0,4168.0,91610
1155,2878,4,72,1.0,105736.0,8344.0,91610
1155,2878,4,84,1.0,100384.0,9058.0,91610
1155,2878,4,96,1.0,117934.0,10064.0,91610
1155,2878,5,60,1.0,96026.0,4180.0,91610
1155,2878,5,72,1.0,95412.0,4144.0,91610
1155,2878,5,84,1.0,98632.0,3980.0,91610
1155,2878,5,96,1.0,105996.0,3612.0,91610
1155,2878,6,60,1.0,132712.0,9242.0,91610
1155,2878,6,72,1.0,112564.0,8190.0,91610
1155,2878,6,84,1.0,104786.0,9688.0,91610
1155,2878,6,96,1.0,114796.0,6064.0,91610
1155,2878,7,60,1.0,99760.0,3368.0,91610
1155,2878,7,72,1.0,103336.0,3480.0,91610
1155,2878,7,84,1.0,100810.0,3806.0,91610
1155,2878,7,96,1.0,96730.0,3376.0,91610
1155,2878,8,60,1.0,84794.0,3892.0,91610
1155,2878,8,72,1.0,89318.0,3494.0,91610
1155,2878,8,84,1.0,82586.0,3758.0,91610
1155,2878,8,96,1.0,88046.0,3506.0,91610
1155,2878,9,60,1.0,114284.0,3908.0,91610
1155,2878,9,72,1.0,106858.0,3636.0,91610
1155,2878,9,84,1.0,116660.0,3436.0,91610
1155,2878,9,96,1.0,112498.0,3490.0,91610
1155,2878,1,60,1.0,98142.0,5038.0,91810
1155,2878,1,72,1.0,122868.0,3928.0,91810
1155,2878,1,84,1.0,125092.0,5152.0,91810
1155,2878,1,96,1.0,121932.0,4724.0,91810
1155,2878,2,60,1.0,111738.0,4822.0,91810
1155,2878,2,72,1.0,123700.0,4424.0,91810
1155,2878,2,84,1.0,132992.0,4760.0,91810
1155,2878,2,96,1.0,129096.0,4716.0,91810
1155,2878,3,60,1.0,100452.0,4838.0,91810
1155,2878,3,72,1.0,131682.0,4792.0,91810
1155,2878,3,84,1.0,132362.0,4548.0,91810
1155,2878,3,96,1.0,134226.0,4596.0,91810
1155,2878,4,60,1.0,108336.0,87388.0,91810
1155,2878,4,72,1.0,117394.0,119092.0,91810
1155,2878,4,84,1.0,116490.0,108602.0,91810
1155,2878,4,96,1.0,126438.0,109300.0,91810
1155,2878,5,60,1.0,87388.0,4764.0,91810
1155,2878,5,72,1.0,119092.0,4028.0,91810
1155,2878,5,84,1.0,108602.0,3418.0,91810
1155,2878,5,96,1.0,109300.0,4032.0,91810
1155,2878,6,60,1.0,91776.0,4764.0,91810
1155,2878,6,72,1.0,136782.0,4028.0,91810
1155,2878,6,84,1.0,132336.0,3418.0,91810
1155,2878,6,96,1.0,141240.0,4032.0,91810
1155,2878,7,60,1.0,78020.0,110500.0,91810
1155,2878,7,72,1.0,54010.0,131966.0,91810
1155,2878,7,84,1.0,67054.0,118806.0,91810
1155,2878,7,96,1.0,62418.0,100296.0,91810
1155,2878,8,60,1.0,110500.0,4572.0,91810
1155,2878,8,72,1.0,131966.0,4372.0,91810
1155,2878,8,84,1.0,118806.0,4546.0,91810
1155,2878,8,96,1.0,100296.0,3750.0,91810
1155,2878,9,60,1.0,102602.0,4514.0,91810
1155,2878,9,72,1.0,124232.0,4050.0,91810
1155,2878,9,84,1.0,113604.0,4954.0,91810
1155,2878,9,96,1.0,67402.0,10384.0,91810
1155,2878,1,60,1.0,112680.0,117016.0,92010
1155,2878,1,72,1.0,124656.0,119764.0,92010
1155,2878,1,84,1.0,122788.0,118792.0,92010
1155,2878,1,96,1.0,127062.0,130810.0,92010
1155,2878,2,60,1.0,117016.0,3880.0,92010
1155,2878,2,72,1.0,119764.0,3588.0,92010
1155,2878,2,84,1.0,118792.0,3908.0,92010
1155,2878,2,96,1.0,130810.0,4238.0,92010
1155,2878,3,60,1.0,118490.0,117382.0,92010
1155,2878,3,72,1.0,108936.0,115498.0,92010
1155,2878,3,84,1.0,118660.0,106886.0,92010
1155,2878,3,96,1.0,130610.0,124534.0,92010
1155,2878,4,60,1.0,117382.0,3776.0,92010
1155,2878,4,72,1.0,115498.0,2824.0,92010
1155,2878,4,84,1.0,106886.0,3664.0,92010
1155,2878,4,96,1.0,124534.0,3498.0,92010
1155,2878,5,60,1.0,109750.0,2970.0,92010
1155,2878,5,72,1.0,102240.0,3600.0,92010
1155,2878,5,84,1.0,101886.0,3432.0,92010
1155,2878,5,96,1.0,85576.0,2872.0,92010
1155,2878,6,60,1.0,129440.0,4058.0,92010
1155,2878,6,72,1.0,117858.0,3696.0,92010
1155,2878,6,84,1.0,101878.0,3598.0,92010
1155,2878,6,96,1.0,95788.0,3148.0,92010
1155,2878,7,60,1.0,126800.0,115830.0,92010
1155,2878,7,72,1.0,120672.0,112410.0,92010
1155,2878,7,84,1.0,118628.0,109990.0,92010
1155,2878,7,96,1.0,129964.0,97514.0,92010
1155,2878,8,60,1.0,115830.0,3502.0,92010
1155,2878,8,72,1.0,112410.0,3388.0,92010
1155,2878,8,84,1.0,109990.0,3706.0,92010
1155,2878,8,96,1.0,97514.0,3660.0,92010
1155,2878,9,60,1.0,142852.0,4574.0,92010
1155,2878,9,72,1.0,145814.0,4674.0,92010
1155,2878,9,84,1.0,126216.0,5482.0,92010
1155,2878,9,96,1.0,145770.0,4308.0,92010
1155,2878,1,60,1.0,79634.0,3868.0,92410
1155,2878,1,72,1.0,77624.0,4466.0,92410
1155,2878,1,84,1.0,70962.0,3984.0,92410
1155,2878,1,96,1.0,60666.0,4308.0,92410
1155,2878,2,60,1.0,76218.0,91644.0,92410
1155,2878,2,72,1.0,72498.0,90646.0,92410
1155,2878,2,84,1.0,68864.0,89350.0,92410
1155,2878,2,96,1.0,85762.0,97870.0,92410
1155,2878,3,60,1.0,91644.0,4182.0,92410
1155,2878,3,72,1.0,90646.0,3966.0,92410
1155,2878,3,84,1.0,89350.0,3852.0,92410
1155,2878,3,96,1.0,97870.0,4926.0,92410
1155,2878,4,60,1.0,92222.0,91412.0,92410
1155,2878,4,72,1.0,80484.0,88950.0,92410
1155,2878,4,84,1.0,88608.0,84142.0,92410
1155,2878,4,96,1.0,89110.0,74706.0,92410
1155,2878,5,60,1.0,91412.0,106816.0,92410
1155,2878,5,72,1.0,88950.0,103956.0,92410
1155,2878,5,84,1.0,84142.0,108224.0,92410
1155,2878,5,96,1.0,74706.0,96632.0,92410
1155,2878,6,60,1.0,106816.0,4780.0,92410
1155,2878,6,72,1.0,103956.0,4342.0,92410
1155,2878,6,84,1.0,108224.0,4984.0,92410
1155,2878,6,96,1.0,96632.0,4402.0,92410
1155,2878,7,60,1.0,104440.0,3896.0,92410
1155,2878,7,72,1.0,100282.0,4082.0,92410
1155,2878,7,84,1.0,97946.0,3832.0,92410
1155,2878,7,96,1.0,93592.0,3834.0,92410
1155,2878,8,60,1.0,95490.0,63506.0,92410
1155,2878,8,72,1.0,92366.0,61178.0,92410
1155,2878,8,84,1.0,92540.0,58776.0,92410
1155,2878,8,96,1.0,87244.0,51714.0,92410
1155,2878,9,60,1.0,63506.0,3058.0,92410
1155,2878,9,72,1.0,61178.0,3474.0,92410
1155,2878,9,84,1.0,58776.0,3364.0,92410
1155,2878,9,96,1.0,51714.0,4548.0,92410
1172,1024,10,1,100.0,3510.0,8432.0,61009
1172,1025,10,13,100.0,3010.0,4128.0,61009
1172,1026,10,25,100.0,1744.0,3874.0,61009
1172,1027,10,37,100.0,3066.0,7214.0,61009
1172,1028,10,49,100.0,1950.0,2964.0,61009
1172,1029,10,61,100.0,3942.0,5998.0,61009
1172,1030,10,73,100.0,2280.0,2462.0,61009
1172,1031,10,85,100.0,1764.0,3078.0,61009
