CID,Group,Participant,Ranking,Subsistence
6549,Imbabura Quechua,4,4.0,Farmer
6549,Imbabura Quechua,5,2.0,Farmer
6549,Imbabura Quechua,6,2.0,Farmer
6549,Imbabura Quechua,7,5.0,Farmer
6549,Imbabura Quechua,8,2.0,Farmer
6549,Imbabura Quechua,9,9.0,Farmer
6549,Imbabura Quechua,10,8.0,Farmer
6549,Imbabura Quechua,11,1.0,Farmer
6549,Imbabura Quechua,12,3.0,Farmer
6549,Imbabura Quechua,13,5.0,Farmer
6549,Imbabura Quechua,14,1.0,Farmer
6549,Imbabura Quechua,15,1.0,Farmer
6549,Imbabura Quechua,16,1.0,Farmer
6549,Imbabura Quechua,17,4.0,Farmer
6549,Imbabura Quechua,18,3.0,Farmer
6549,Imbabura Quechua,19,7.0,Farmer
6549,Imbabura Quechua,20,3.0,Farmer
6549,Imbabura Quechua,21,1.0,Farmer
6549,Imbabura Quechua,22,7.0,Farmer
6549,Imbabura Quechua,23,10.0,Farmer
6549,Imbabura Quechua,24,6.0,Farmer
6549,Imbabura Quechua,25,8.0,Farmer
6549,Mah Meri,1,3.0,Farmer
6549,Mah Meri,2,3.0,Farmer
6549,Mah Meri,3,1.0,Farmer
6549,Mah Meri,4,4.0,Farmer
6549,Mah Meri,5,4.0,Farmer
6549,Mah Meri,6,3.0,Farmer
6549,Mah Meri,7,5.0,Farmer
6549,Mah Meri,8,3.0,Farmer
6549,Mah Meri,9,4.0,Farmer
6549,Mah Meri,10,2.0,Farmer
6549,Mah Meri,11,1.0,Farmer
6549,Mah Meri,12,3.0,Farmer
6549,Mah Meri,13,1.0,Farmer
6549,Mah Meri,14,1.0,Farmer
6549,Mah Meri,15,4.0,Farmer
6549,Mah Meri,16,3.0,Farmer
6549,Mah Meri,17,4.0,Farmer
6549,Mah Meri,18,6.0,Farmer
6549,Mah Meri,19,3.0,Farmer
6549,Mah Meri,20,4.0,Farmer
6549,Mah Meri,21,6.0,Farmer
6549,Mah Meri,22,3.0,Farmer
6549,Mah Meri,23,3.0,Farmer
6549,Mah Meri,24,5.0,Farmer
6549,Mah Meri,25,4.0,Farmer
6549,Maniq,1,7.0,Hunter-gatherer
6549,Maniq,2,7.0,Hunter-gatherer
6549,Maniq,3,9.0,Hunter-gatherer
6549,Maniq,4,9.0,Hunter-gatherer
6549,Maniq,5,5.0,Hunter-gatherer
6549,Maniq,6,6.0,Hunter-gatherer
6549,Maniq,7,7.0,Hunter-gatherer
6549,Maniq,8,3.0,Hunter-gatherer
6549,Maniq,9,2.0,Hunter-gatherer
6549,Maniq,10,9.0,Hunter-gatherer
6549,Maniq,11,9.0,Hunter-gatherer
6549,Maniq,12,2.0,Hunter-gatherer
6549,Maniq,13,7.0,Hunter-gatherer
6549,Maniq,14,3.0,Hunter-gatherer
6549,Maniq,15,10.0,Hunter-gatherer
6549,Maniq,16,2.0,Hunter-gatherer
6549,Mexican,1,2.0,Urban
6549,Mexican,2,4.0,Urban
6549,Mexican,3,3.0,Urban
6549,Mexican,4,2.0,Urban
6549,Mexican,5,5.0,Urban
6549,Mexican,6,1.0,Urban
6549,Mexican,7,5.0,Urban
6549,Mexican,8,4.0,Urban
6549,Mexican,9,3.0,Urban
6549,Mexican,10,4.0,Urban
6549,Mexican,11,2.0,Urban
6549,Mexican,12,2.0,Urban
6549,Mexican,13,2.0,Urban
6549,Mexican,14,1.0,Urban
6549,Mexican,15,3.0,Urban
6549,Mexican,16,3.0,Urban
6549,Mexican,17,4.0,Urban
6549,Mexican,18,2.0,Urban
6549,Mexican,19,2.0,Urban
6549,Mexican,20,7.0,Urban
6549,Mexican,21,6.0,Urban
6549,Mexican,22,2.0,Urban
6549,Mexican,23,3.0,Urban
6549,Mexican,24,1.0,Urban
6549,Mexican,25,6.0,Urban
6549,Mexican,26,1.0,Urban
6549,Mexican,27,3.0,Urban
6549,Mexican,28,4.0,Urban
6549,Mexican,29,1.0,Urban
6549,Mexican,30,2.0,Urban
6549,Mexican,31,5.0,Urban
6549,Mexican,32,2.0,Urban
6549,Mexican,33,1.0,Urban
6549,Mexican,34,2.0,Urban
6549,Mexican,35,1.0,Urban
6549,New York City,1,5.0,Urban
6549,New York City,2,3.0,Urban
6549,New York City,3,2.0,Urban
6549,New York City,4,5.0,Urban
6549,New York City,5,5.0,Urban
6549,New York City,6,10.0,Urban
6549,New York City,7,5.0,Urban
6549,New York City,8,5.0,Urban
6549,New York City,9,6.0,Urban
6549,New York City,10,1.5,Urban
6549,New York City,11,3.5,Urban
6549,New York City,12,1.0,Urban
6549,New York City,13,5.0,Urban
6549,New York City,14,3.0,Urban
6549,New York City,15,1.0,Urban
6549,New York City,16,3.0,Urban
6549,New York City,17,10.0,Urban
6549,New York City,18,2.0,Urban
6549,New York City,19,4.5,Urban
6549,New York City,20,3.0,Urban
6549,New York City,21,1.5,Urban
6549,New York City,22,3.0,Urban
6549,New York City,23,10.0,Urban
6549,New York City,24,4.0,Urban
6549,New York City,25,2.0,Urban
6549,New York City,26,2.0,Urban
6549,New York City,27,1.0,Urban
6549,New York City,28,2.5,Urban
6549,New York City,29,1.0,Urban
6549,New York City,30,6.0,Urban
6549,New York City,31,1.5,Urban
6549,New York City,32,10.0,Urban
6549,New York City,33,2.0,Urban
6549,New York City,34,1.5,Urban
6549,New York City,35,1.5,Urban
6549,New York City,36,3.0,Urban
6549,New York City,37,1.0,Urban
6549,New York City,38,1.0,Urban
6549,New York City,39,4.0,Urban
6549,New York City,40,2.0,Urban
6549,New York City,41,3.0,Urban
6549,New York City,42,5.5,Urban
6549,New York City,43,1.0,Urban
6549,New York City,44,1.0,Urban
6549,New York City,45,7.0,Urban
6549,New York City,46,1.5,Urban
6549,New York City,47,7.0,Urban
6549,New York City,48,2.0,Urban
6549,New York City,49,2.0,Urban
6549,New York City,50,1.5,Urban
6549,New York City,51,5.0,Urban
6549,New York City,52,4.5,Urban
6549,New York City,53,3.0,Urban
6549,New York City,54,4.0,Urban
6549,New York City,55,2.0,Urban
6549,Semaq Beri,1,10.0,Hunter-gatherer
6549,Semaq Beri,2,2.0,Hunter-gatherer
6549,Semaq Beri,3,1.0,Hunter-gatherer
6549,Semaq Beri,4,4.0,Hunter-gatherer
6549,Semaq Beri,5,2.0,Hunter-gatherer
6549,Semaq Beri,6,2.0,Hunter-gatherer
6549,Semaq Beri,7,3.0,Hunter-gatherer
6549,Semaq Beri,8,5.0,Hunter-gatherer
6549,Semaq Beri,9,2.0,Hunter-gatherer
6549,Semaq Beri,10,1.0,Hunter-gatherer
6549,Semaq Beri,11,3.0,Hunter-gatherer
6549,Semaq Beri,12,2.0,Hunter-gatherer
6549,Semaq Beri,13,1.0,Hunter-gatherer
6549,Semaq Beri,14,10.0,Hunter-gatherer
6549,Semaq Beri,15,4.0,Hunter-gatherer
6549,Semaq Beri,16,5.0,Hunter-gatherer
6549,Semaq Beri,17,4.0,Hunter-gatherer
6549,Semaq Beri,18,5.0,Hunter-gatherer
6549,Semaq Beri,19,5.0,Hunter-gatherer
6549,Semaq Beri,20,9.0,Hunter-gatherer
6549,Semaq Beri,21,2.0,Hunter-gatherer
6549,Semaq Beri,22,4.0,Hunter-gatherer
6549,Semaq Beri,23,7.0,Hunter-gatherer
6549,Semaq Beri,24,4.0,Hunter-gatherer
6549,Semaq Beri,25,2.0,Hunter-gatherer
6549,Semelai,1,5.0,Farmer
6549,Semelai,2,4.0,Farmer
6549,Semelai,3,8.0,Farmer
6549,Semelai,4,1.0,Farmer
6549,Semelai,5,5.0,Farmer
6549,Semelai,6,5.0,Farmer
6549,Semelai,7,1.0,Farmer
6549,Semelai,8,1.0,Farmer
6549,Semelai,9,3.0,Farmer
6549,Semelai,10,2.0,Farmer
6549,Semelai,11,2.0,Farmer
6549,Semelai,12,10.0,Farmer
6549,Semelai,13,4.0,Farmer
6549,Semelai,14,4.0,Farmer
6549,Semelai,15,6.0,Farmer
6549,Semelai,16,2.0,Farmer
6549,Semelai,17,5.0,Farmer
6549,Semelai,18,2.0,Farmer
6549,Semelai,19,6.0,Farmer
6549,Semelai,20,5.0,Farmer
6549,Semelai,21,5.0,Farmer
6549,Semelai,22,6.0,Farmer
6549,Semelai,23,6.0,Farmer
6549,Semelai,24,3.0,Farmer
6549,Semelai,25,6.0,Farmer
6549,Seri,1,1.0,Hunter-gatherer
6549,Seri,2,2.0,Hunter-gatherer
6549,Seri,3,2.0,Hunter-gatherer
6549,Seri,4,8.0,Hunter-gatherer
6549,Seri,5,4.0,Hunter-gatherer
6549,Seri,6,3.0,Hunter-gatherer
6549,Seri,7,4.0,Hunter-gatherer
6549,Seri,8,2.0,Hunter-gatherer
6549,Seri,9,2.0,Hunter-gatherer
6549,Seri,10,2.0,Hunter-gatherer
6549,Seri,11,1.0,Hunter-gatherer
6549,Seri,12,3.0,Hunter-gatherer
6549,Seri,13,3.0,Hunter-gatherer
6549,Seri,14,2.0,Hunter-gatherer
6549,Seri,15,3.0,Hunter-gatherer
6549,Seri,16,6.0,Hunter-gatherer
6549,Seri,17,1.0,Hunter-gatherer
6549,Seri,18,7.0,Hunter-gatherer
6549,Seri,19,6.0,Hunter-gatherer
6549,Seri,20,5.0,Hunter-gatherer
6549,Seri,21,3.0,Hunter-gatherer
6549,Seri,22,2.0,Hunter-gatherer
6549,Seri,23,6.0,Hunter-gatherer
6549,Seri,24,6.0,Hunter-gatherer
6549,Seri,25,1.0,Hunter-gatherer
6549,Thai,1,1.0,Urban
6549,Thai,2,1.0,Urban
6549,Thai,3,4.0,Urban
6549,Thai,4,1.0,Urban
6549,Thai,5,2.0,Urban
6549,Thai,6,4.0,Urban
6549,Thai,7,6.0,Urban
6549,Thai,8,1.0,Urban
6549,Thai,9,5.0,Urban
6549,Thai,10,4.0,Urban
6549,Thai,11,1.0,Urban
6549,Thai,12,3.0,Urban
6549,Thai,13,3.0,Urban
6549,Thai,14,5.0,Urban
6549,Thai,15,4.0,Urban
6549,Thai,16,1.0,Urban
6549,Thai,17,5.0,Urban
6549,Thai,18,8.0,Urban
6549,Thai,19,3.0,Urban
6549,Thai,20,6.0,Urban
6549,Thai,21,3.0,Urban
6549,Thai,22,4.0,Urban
6549,Thai,23,4.0,Urban
6549,Thai,24,2.0,Urban
6549,Thai,25,6.0,Urban
6549,Thai,26,2.0,Urban
6549,Thai,27,4.0,Urban
7762,Cha'palaa,1,4.0,Farmer
7762,Cha'palaa,2,8.0,Farmer
7762,Cha'palaa,3,5.0,Farmer
7762,Cha'palaa,4,9.0,Farmer
7762,Cha'palaa,5,5.0,Farmer
7762,Cha'palaa,6,5.0,Farmer
7762,Cha'palaa,7,6.0,Farmer
7762,Cha'palaa,8,7.0,Farmer
7762,Cha'palaa,9,4.0,Farmer
7762,Cha'palaa,10,6.0,Farmer
7762,Cha'palaa,11,1.0,Farmer
7762,Cha'palaa,12,3.0,Farmer
7762,Cha'palaa,13,4.0,Farmer
7762,Cha'palaa,14,5.0,Farmer
7762,Cha'palaa,15,7.0,Farmer
7762,Cha'palaa,16,6.0,Farmer
7762,Cha'palaa,17,5.0,Farmer
7762,Cha'palaa,18,1.0,Farmer
7762,Cha'palaa,19,1.0,Farmer
7762,Cha'palaa,20,4.0,Farmer
7762,Cha'palaa,21,5.0,Farmer
7762,Cha'palaa,22,2.0,Farmer
7762,Cha'palaa,23,3.0,Farmer
7762,Cha'palaa,24,5.0,Farmer
7762,Cha'palaa,25,3.0,Farmer
7762,Imbabura Quechua,1,3.0,Farmer
7762,Imbabura Quechua,2,4.0,Farmer
7762,Imbabura Quechua,3,1.0,Farmer
7762,Imbabura Quechua,4,5.0,Farmer
7762,Imbabura Quechua,5,5.0,Farmer
7762,Imbabura Quechua,6,3.0,Farmer
7762,Imbabura Quechua,7,7.0,Farmer
7762,Imbabura Quechua,8,5.0,Farmer
7762,Imbabura Quechua,9,5.0,Farmer
7762,Imbabura Quechua,10,6.0,Farmer
7762,Imbabura Quechua,11,5.0,Farmer
7762,Imbabura Quechua,12,8.0,Farmer
7762,Imbabura Quechua,13,8.0,Farmer
7762,Imbabura Quechua,14,3.0,Farmer
7762,Imbabura Quechua,15,4.0,Farmer
7762,Imbabura Quechua,16,5.0,Farmer
7762,Imbabura Quechua,17,2.0,Farmer
7762,Imbabura Quechua,18,1.0,Farmer
7762,Imbabura Quechua,19,2.0,Farmer
7762,Imbabura Quechua,20,2.0,Farmer
7762,Imbabura Quechua,21,6.0,Farmer
7762,Imbabura Quechua,22,1.0,Farmer
7762,Imbabura Quechua,23,9.0,Farmer
7762,Imbabura Quechua,24,3.0,Farmer
7762,Imbabura Quechua,25,2.0,Farmer
7762,Mah Meri,1,1.0,Farmer
7762,Mah Meri,2,2.0,Farmer
7762,Mah Meri,3,2.0,Farmer
7762,Mah Meri,4,2.0,Farmer
7762,Mah Meri,5,2.0,Farmer
7762,Mah Meri,6,2.0,Farmer
7762,Mah Meri,7,1.0,Farmer
7762,Mah Meri,8,1.0,Farmer
7762,Mah Meri,9,6.0,Farmer
7762,Mah Meri,10,4.0,Farmer
7762,Mah Meri,11,2.0,Farmer
7762,Mah Meri,12,2.0,Farmer
7762,Mah Meri,13,3.0,Farmer
7762,Mah Meri,14,4.0,Farmer
7762,Mah Meri,15,2.0,Farmer
7762,Mah Meri,16,1.0,Farmer
7762,Mah Meri,17,5.0,Farmer
7762,Mah Meri,18,2.0,Farmer
7762,Mah Meri,19,1.0,Farmer
7762,Mah Meri,20,1.0,Farmer
7762,Mah Meri,21,1.0,Farmer
7762,Mah Meri,22,1.0,Farmer
7762,Mah Meri,23,2.0,Farmer
7762,Mah Meri,24,1.0,Farmer
7762,Mah Meri,25,1.0,Farmer
7762,Maniq,1,4.0,Hunter-gatherer
7762,Maniq,2,5.0,Hunter-gatherer
7762,Maniq,3,2.0,Hunter-gatherer
7762,Maniq,4,10.0,Hunter-gatherer
7762,Maniq,5,4.0,Hunter-gatherer
7762,Maniq,6,10.0,Hunter-gatherer
7762,Maniq,7,1.0,Hunter-gatherer
7762,Maniq,8,5.0,Hunter-gatherer
7762,Maniq,9,6.0,Hunter-gatherer
7762,Maniq,10,2.0,Hunter-gatherer
7762,Maniq,11,1.0,Hunter-gatherer
7762,Maniq,12,7.0,Hunter-gatherer
7762,Maniq,13,4.0,Hunter-gatherer
7762,Maniq,14,2.0,Hunter-gatherer
7762,Maniq,15,8.0,Hunter-gatherer
7762,Maniq,16,4.0,Hunter-gatherer
7762,Mexican,1,3.0,Urban
7762,Mexican,2,1.0,Urban
7762,Mexican,3,1.0,Urban
7762,Mexican,4,1.0,Urban
7762,Mexican,5,1.0,Urban
7762,Mexican,6,4.0,Urban
7762,Mexican,7,1.0,Urban
7762,Mexican,8,3.0,Urban
7762,Mexican,9,2.0,Urban
7762,Mexican,10,2.0,Urban
7762,Mexican,11,1.0,Urban
7762,Mexican,12,3.0,Urban
7762,Mexican,13,1.0,Urban
7762,Mexican,14,2.0,Urban
7762,Mexican,15,1.0,Urban
7762,Mexican,16,1.0,Urban
7762,Mexican,17,1.0,Urban
7762,Mexican,18,1.0,Urban
7762,Mexican,19,3.0,Urban
7762,Mexican,20,1.0,Urban
7762,Mexican,21,1.0,Urban
7762,Mexican,22,5.0,Urban
7762,Mexican,23,4.0,Urban
7762,Mexican,24,5.0,Urban
7762,Mexican,25,1.0,Urban
7762,Mexican,26,4.0,Urban
7762,Mexican,27,2.0,Urban
7762,Mexican,28,6.0,Urban
7762,Mexican,29,7.0,Urban
7762,Mexican,30,1.0,Urban
7762,Mexican,31,2.0,Urban
7762,Mexican,32,3.0,Urban
7762,Mexican,33,6.0,Urban
7762,Mexican,34,3.0,Urban
7762,Mexican,35,4.0,Urban
7762,New York City,1,9.0,Urban
7762,New York City,2,1.0,Urban
7762,New York City,3,7.0,Urban
7762,New York City,4,1.0,Urban
7762,New York City,5,3.0,Urban
7762,New York City,6,2.0,Urban
7762,New York City,7,1.0,Urban
7762,New York City,8,4.0,Urban
7762,New York City,9,2.0,Urban
7762,New York City,10,1.5,Urban
7762,New York City,11,1.5,Urban
7762,New York City,12,8.0,Urban
7762,New York City,13,3.0,Urban
7762,New York City,14,1.0,Urban
7762,New York City,15,9.0,Urban
7762,New York City,16,7.0,Urban
7762,New York City,17,1.0,Urban
7762,New York City,18,8.0,Urban
7762,New York City,19,8.5,Urban
7762,New York City,20,9.0,Urban
7762,New York City,21,4.0,Urban
7762,New York City,22,5.0,Urban
7762,New York City,23,6.0,Urban
7762,New York City,24,1.0,Urban
7762,New York City,25,5.0,Urban
7762,New York City,26,4.0,Urban
7762,New York City,27,2.0,Urban
7762,New York City,28,2.5,Urban
7762,New York City,29,3.0,Urban
7762,New York City,30,3.0,Urban
7762,New York City,31,7.0,Urban
7762,New York City,32,7.0,Urban
7762,New York City,33,8.0,Urban
7762,New York City,34,1.5,Urban
7762,New York City,35,3.0,Urban
7762,New York City,36,2.0,Urban
7762,New York City,37,2.0,Urban
7762,New York City,38,5.0,Urban
7762,New York City,39,1.5,Urban
7762,New York City,40,5.0,Urban
7762,New York City,41,1.5,Urban
7762,New York City,42,2.0,Urban
7762,New York City,43,2.0,Urban
7762,New York City,44,3.0,Urban
7762,New York City,45,6.0,Urban
7762,New York City,46,1.5,Urban
7762,New York City,47,2.0,Urban
7762,New York City,48,7.0,Urban
7762,New York City,49,3.0,Urban
7762,New York City,50,7.0,Urban
7762,New York City,51,8.0,Urban
7762,New York City,52,4.5,Urban
7762,New York City,53,4.0,Urban
7762,New York City,54,1.0,Urban
7762,New York City,55,3.0,Urban
7762,Semaq Beri,1,1.0,Hunter-gatherer
7762,Semaq Beri,2,3.0,Hunter-gatherer
7762,Semaq Beri,3,9.0,Hunter-gatherer
7762,Semaq Beri,4,1.0,Hunter-gatherer
7762,Semaq Beri,5,3.0,Hunter-gatherer
7762,Semaq Beri,6,3.0,Hunter-gatherer
7762,Semaq Beri,7,2.0,Hunter-gatherer
7762,Semaq Beri,8,1.0,Hunter-gatherer
7762,Semaq Beri,9,1.0,Hunter-gatherer
7762,Semaq Beri,10,2.0,Hunter-gatherer
7762,Semaq Beri,11,2.0,Hunter-gatherer
7762,Semaq Beri,12,5.0,Hunter-gatherer
7762,Semaq Beri,13,2.0,Hunter-gatherer
7762,Semaq Beri,14,2.0,Hunter-gatherer
7762,Semaq Beri,15,3.0,Hunter-gatherer
7762,Semaq Beri,16,1.0,Hunter-gatherer
7762,Semaq Beri,17,5.0,Hunter-gatherer
7762,Semaq Beri,18,3.0,Hunter-gatherer
7762,Semaq Beri,19,10.0,Hunter-gatherer
7762,Semaq Beri,20,1.0,Hunter-gatherer
7762,Semaq Beri,21,4.0,Hunter-gatherer
7762,Semaq Beri,22,6.0,Hunter-gatherer
7762,Semaq Beri,23,4.0,Hunter-gatherer
7762,Semaq Beri,24,1.0,Hunter-gatherer
7762,Semaq Beri,25,1.0,Hunter-gatherer
7762,Semelai,1,1.0,Farmer
7762,Semelai,2,1.0,Farmer
7762,Semelai,3,1.0,Farmer
7762,Semelai,4,2.0,Farmer
7762,Semelai,5,6.0,Farmer
7762,Semelai,6,4.0,Farmer
7762,Semelai,7,2.0,Farmer
7762,Semelai,8,2.0,Farmer
7762,Semelai,9,2.0,Farmer
7762,Semelai,10,1.0,Farmer
7762,Semelai,11,1.0,Farmer
7762,Semelai,12,2.0,Farmer
7762,Semelai,13,1.0,Farmer
7762,Semelai,14,1.0,Farmer
7762,Semelai,15,7.0,Farmer
7762,Semelai,16,1.0,Farmer
7762,Semelai,17,2.0,Farmer
7762,Semelai,18,1.0,Farmer
7762,Semelai,19,7.0,Farmer
7762,Semelai,20,1.0,Farmer
7762,Semelai,21,1.0,Farmer
7762,Semelai,22,1.0,Farmer
7762,Semelai,23,2.0,Farmer
7762,Semelai,24,1.0,Farmer
7762,Semelai,25,4.0,Farmer
7762,Seri,1,3.0,Hunter-gatherer
7762,Seri,2,3.0,Hunter-gatherer
7762,Seri,3,4.0,Hunter-gatherer
7762,Seri,4,2.0,Hunter-gatherer
7762,Seri,5,1.0,Hunter-gatherer
7762,Seri,6,2.0,Hunter-gatherer
7762,Seri,7,1.0,Hunter-gatherer
7762,Seri,8,4.0,Hunter-gatherer
7762,Seri,9,3.0,Hunter-gatherer
7762,Seri,10,1.0,Hunter-gatherer
7762,Seri,11,2.0,Hunter-gatherer
7762,Seri,12,2.0,Hunter-gatherer
7762,Seri,13,2.0,Hunter-gatherer
7762,Seri,14,3.0,Hunter-gatherer
7762,Seri,15,5.0,Hunter-gatherer
7762,Seri,16,5.0,Hunter-gatherer
7762,Seri,17,2.0,Hunter-gatherer
7762,Seri,18,2.0,Hunter-gatherer
7762,Seri,19,7.0,Hunter-gatherer
7762,Seri,20,1.0,Hunter-gatherer
7762,Seri,21,2.0,Hunter-gatherer
7762,Seri,22,1.0,Hunter-gatherer
7762,Seri,23,1.0,Hunter-gatherer
7762,Seri,24,1.0,Hunter-gatherer
7762,Seri,25,3.0,Hunter-gatherer
7762,Thai,1,2.0,Urban
7762,Thai,2,3.0,Urban
7762,Thai,3,2.0,Urban
7762,Thai,4,3.0,Urban
7762,Thai,5,1.0,Urban
7762,Thai,6,1.0,Urban
7762,Thai,7,2.0,Urban
7762,Thai,8,7.0,Urban
7762,Thai,9,2.0,Urban
7762,Thai,10,2.0,Urban
7762,Thai,11,2.0,Urban
7762,Thai,12,4.0,Urban
7762,Thai,13,1.0,Urban
7762,Thai,14,3.0,Urban
7762,Thai,15,1.0,Urban
7762,Thai,16,3.0,Urban
7762,Thai,17,1.0,Urban
7762,Thai,18,3.0,Urban
7762,Thai,19,2.0,Urban
7762,Thai,20,2.0,Urban
7762,Thai,21,1.0,Urban
7762,Thai,22,2.0,Urban
7762,Thai,23,2.0,Urban
7762,Thai,24,5.0,Urban
7762,Thai,25,1.0,Urban
7762,Thai,26,1.0,Urban
7762,Thai,27,2.0,Urban
8077,Cha'palaa,1,8.0,Farmer
8077,Cha'palaa,2,3.0,Farmer
8077,Cha'palaa,3,10.0,Farmer
8077,Cha'palaa,4,4.0,Farmer
8077,Cha'palaa,5,8.0,Farmer
8077,Cha'palaa,6,8.0,Farmer
8077,Cha'palaa,7,8.0,Farmer
8077,Cha'palaa,8,6.0,Farmer
8077,Cha'palaa,9,7.0,Farmer
8077,Cha'palaa,10,9.0,Farmer
8077,Cha'palaa,11,6.0,Farmer
8077,Cha'palaa,12,8.0,Farmer
8077,Cha'palaa,13,6.0,Farmer
8077,Cha'palaa,14,9.0,Farmer
8077,Cha'palaa,15,3.0,Farmer
8077,Cha'palaa,16,7.0,Farmer
8077,Cha'palaa,17,9.0,Farmer
8077,Cha'palaa,18,9.0,Farmer
8077,Cha'palaa,19,3.0,Farmer
8077,Cha'palaa,20,9.0,Farmer
8077,Cha'palaa,21,10.0,Farmer
8077,Cha'palaa,22,5.0,Farmer
8077,Cha'palaa,23,5.0,Farmer
8077,Cha'palaa,24,6.0,Farmer
8077,Cha'palaa,25,5.0,Farmer
8077,Imbabura Quechua,1,9.0,Farmer
8077,Imbabura Quechua,2,10.0,Farmer
8077,Imbabura Quechua,3,6.0,Farmer
8077,Imbabura Quechua,4,8.0,Farmer
8077,Imbabura Quechua,5,3.0,Farmer
8077,Imbabura Quechua,6,5.0,Farmer
8077,Imbabura Quechua,7,1.0,Farmer
8077,Imbabura Quechua,8,9.0,Farmer
8077,Imbabura Quechua,9,4.0,Farmer
8077,Imbabura Quechua,10,7.0,Farmer
8077,Imbabura Quechua,11,6.0,Farmer
8077,Imbabura Quechua,12,2.0,Farmer
8077,Imbabura Quechua,13,3.0,Farmer
8077,Imbabura Quechua,14,10.0,Farmer
8077,Imbabura Quechua,15,6.0,Farmer
8077,Imbabura Quechua,16,7.0,Farmer
8077,Imbabura Quechua,17,6.0,Farmer
8077,Imbabura Quechua,18,8.0,Farmer
8077,Imbabura Quechua,19,4.0,Farmer
8077,Imbabura Quechua,20,9.0,Farmer
8077,Imbabura Quechua,21,4.0,Farmer
8077,Imbabura Quechua,22,8.0,Farmer
8077,Imbabura Quechua,23,4.0,Farmer
8077,Imbabura Quechua,24,4.0,Farmer
8077,Imbabura Quechua,25,9.0,Farmer
8077,Mah Meri,1,8.0,Farmer
8077,Mah Meri,2,10.0,Farmer
8077,Mah Meri,3,5.0,Farmer
8077,Mah Meri,4,3.0,Farmer
8077,Mah Meri,5,6.0,Farmer
8077,Mah Meri,6,6.0,Farmer
8077,Mah Meri,7,8.0,Farmer
8077,Mah Meri,8,7.0,Farmer
8077,Mah Meri,9,5.0,Farmer
8077,Mah Meri,10,6.0,Farmer
8077,Mah Meri,11,10.0,Farmer
8077,Mah Meri,12,10.0,Farmer
8077,Mah Meri,13,6.0,Farmer
8077,Mah Meri,14,2.0,Farmer
8077,Mah Meri,15,7.0,Farmer
8077,Mah Meri,16,10.0,Farmer
8077,Mah Meri,17,7.0,Farmer
8077,Mah Meri,18,10.0,Farmer
8077,Mah Meri,19,7.0,Farmer
8077,Mah Meri,20,7.0,Farmer
8077,Mah Meri,21,7.0,Farmer
8077,Mah Meri,22,5.0,Farmer
8077,Mah Meri,23,6.0,Farmer
8077,Mah Meri,24,4.0,Farmer
8077,Mah Meri,25,6.0,Farmer
8077,Maniq,1,8.0,Hunter-gatherer
8077,Maniq,2,2.0,Hunter-gatherer
8077,Maniq,3,7.0,Hunter-gatherer
8077,Maniq,4,3.0,Hunter-gatherer
8077,Maniq,5,6.0,Hunter-gatherer
8077,Maniq,6,4.0,Hunter-gatherer
8077,Maniq,7,3.0,Hunter-gatherer
8077,Maniq,8,4.0,Hunter-gatherer
8077,Maniq,9,4.0,Hunter-gatherer
8077,Maniq,10,7.0,Hunter-gatherer
8077,Maniq,11,5.0,Hunter-gatherer
8077,Maniq,12,9.0,Hunter-gatherer
8077,Maniq,13,9.0,Hunter-gatherer
8077,Maniq,14,6.0,Hunter-gatherer
8077,Maniq,15,4.0,Hunter-gatherer
8077,Maniq,16,8.0,Hunter-gatherer
8077,Mexican,1,8.0,Urban
8077,Mexican,2,10.0,Urban
8077,Mexican,3,7.0,Urban
8077,Mexican,4,7.0,Urban
8077,Mexican,5,7.0,Urban
8077,Mexican,6,8.0,Urban
8077,Mexican,7,10.0,Urban
8077,Mexican,8,7.0,Urban
8077,Mexican,9,6.0,Urban
8077,Mexican,10,7.0,Urban
8077,Mexican,11,10.0,Urban
8077,Mexican,12,9.0,Urban
8077,Mexican,13,5.0,Urban
8077,Mexican,14,9.0,Urban
8077,Mexican,15,7.0,Urban
8077,Mexican,16,6.0,Urban
8077,Mexican,17,8.0,Urban
8077,Mexican,18,8.0,Urban
8077,Mexican,19,10.0,Urban
8077,Mexican,20,10.0,Urban
8077,Mexican,21,9.0,Urban
8077,Mexican,22,8.0,Urban
8077,Mexican,23,2.0,Urban
8077,Mexican,24,10.0,Urban
8077,Mexican,25,9.0,Urban
8077,Mexican,26,9.0,Urban
8077,Mexican,27,9.0,Urban
8077,Mexican,28,10.0,Urban
8077,Mexican,29,9.0,Urban
8077,Mexican,30,9.0,Urban
8077,Mexican,31,9.0,Urban
8077,Mexican,32,8.0,Urban
8077,Mexican,33,8.0,Urban
8077,Mexican,34,9.0,Urban
8077,Mexican,35,10.0,Urban
8077,New York City,1,8.0,Urban
8077,New York City,2,9.5,Urban
8077,New York City,3,6.0,Urban
8077,New York City,4,7.0,Urban
8077,New York City,5,7.0,Urban
8077,New York City,6,8.0,Urban
8077,New York City,7,10.0,Urban
8077,New York City,8,6.0,Urban
8077,New York City,9,10.0,Urban
8077,New York City,10,6.0,Urban
8077,New York City,11,9.0,Urban
8077,New York City,12,5.0,Urban
8077,New York City,13,8.0,Urban
8077,New York City,14,9.0,Urban
8077,New York City,15,7.0,Urban
8077,New York City,16,9.5,Urban
8077,New York City,17,8.0,Urban
