CID,Group,Participant,Ranking,Subsistence
8077,New York City,18,6.5,Urban
8077,New York City,19,8.5,Urban
8077,New York City,20,4.0,Urban
8077,New York City,21,3.0,Urban
8077,New York City,22,10.0,Urban
8077,New York City,23,6.0,Urban
8077,New York City,24,9.5,Urban
8077,New York City,25,3.0,Urban
8077,New York City,26,7.5,Urban
8077,New York City,27,10.0,Urban
8077,New York City,28,10.0,Urban
8077,New York City,29,9.0,Urban
8077,New York City,30,7.0,Urban
8077,New York City,31,1.5,Urban
8077,New York City,32,9.0,Urban
8077,New York City,33,5.0,Urban
8077,New York City,34,9.0,Urban
8077,New York City,35,9.5,Urban
8077,New York City,36,9.5,Urban
8077,New York City,37,5.0,Urban
8077,New York City,38,8.0,Urban
8077,New York City,39,9.0,Urban
8077,New York City,40,10.0,Urban
8077,New York City,41,7.0,Urban
8077,New York City,42,9.5,Urban
8077,New York City,43,8.0,Urban
8077,New York City,44,9.5,Urban
8077,New York City,45,2.0,Urban
8077,New York City,46,9.0,Urban
8077,New York City,47,8.0,Urban
8077,New York City,48,4.5,Urban
8077,New York City,49,9.5,Urban
8077,New York City,50,10.0,Urban
8077,New York City,51,10.0,Urban
8077,New York City,52,8.0,Urban
8077,New York City,53,10.0,Urban
8077,New York City,54,9.0,Urban
8077,New York City,55,9.5,Urban
8077,Semaq Beri,1,4.0,Hunter-gatherer
8077,Semaq Beri,2,10.0,Hunter-gatherer
8077,Semaq Beri,3,5.0,Hunter-gatherer
8077,Semaq Beri,4,9.0,Hunter-gatherer
8077,Semaq Beri,5,8.0,Hunter-gatherer
8077,Semaq Beri,6,4.0,Hunter-gatherer
8077,Semaq Beri,7,8.0,Hunter-gatherer
8077,Semaq Beri,8,8.0,Hunter-gatherer
8077,Semaq Beri,9,4.0,Hunter-gatherer
8077,Semaq Beri,10,3.0,Hunter-gatherer
8077,Semaq Beri,11,7.0,Hunter-gatherer
8077,Semaq Beri,12,7.0,Hunter-gatherer
8077,Semaq Beri,13,9.0,Hunter-gatherer
8077,Semaq Beri,14,6.0,Hunter-gatherer
8077,Semaq Beri,15,2.0,Hunter-gatherer
8077,Semaq Beri,16,9.0,Hunter-gatherer
8077,Semaq Beri,17,6.0,Hunter-gatherer
8077,Semaq Beri,18,6.0,Hunter-gatherer
8077,Semaq Beri,19,9.0,Hunter-gatherer
8077,Semaq Beri,20,6.0,Hunter-gatherer
8077,Semaq Beri,21,8.0,Hunter-gatherer
8077,Semaq Beri,22,5.0,Hunter-gatherer
8077,Semaq Beri,23,3.0,Hunter-gatherer
8077,Semaq Beri,24,5.0,Hunter-gatherer
8077,Semaq Beri,25,7.0,Hunter-gatherer
8077,Semelai,1,4.0,Farmer
8077,Semelai,2,8.0,Farmer
8077,Semelai,3,9.0,Farmer
8077,Semelai,4,8.0,Farmer
8077,Semelai,5,1.0,Farmer
8077,Semelai,6,8.0,Farmer
8077,Semelai,7,6.0,Farmer
8077,Semelai,8,7.0,Farmer
8077,Semelai,9,6.0,Farmer
8077,Semelai,10,4.0,Farmer
8077,Semelai,11,5.0,Farmer
8077,Semelai,12,6.0,Farmer
8077,Semelai,13,8.0,Farmer
8077,Semelai,14,3.0,Farmer
8077,Semelai,15,8.0,Farmer
8077,Semelai,16,9.0,Farmer
8077,Semelai,17,10.0,Farmer
8077,Semelai,18,6.0,Farmer
8077,Semelai,19,4.0,Farmer
8077,Semelai,20,4.0,Farmer
8077,Semelai,21,8.0,Farmer
8077,Semelai,22,2.0,Farmer
8077,Semelai,23,5.0,Farmer
8077,Semelai,24,7.0,Farmer
8077,Semelai,25,5.0,Farmer
8077,Seri,1,8.0,Hunter-gatherer
8077,Seri,2,5.0,Hunter-gatherer
8077,Seri,3,8.0,Hunter-gatherer
8077,Seri,4,10.0,Hunter-gatherer
8077,Seri,5,8.0,Hunter-gatherer
8077,Seri,6,8.0,Hunter-gatherer
8077,Seri,7,9.0,Hunter-gatherer
8077,Seri,8,3.0,Hunter-gatherer
8077,Seri,9,10.0,Hunter-gatherer
8077,Seri,10,7.0,Hunter-gatherer
8077,Seri,11,7.0,Hunter-gatherer
8077,Seri,12,8.0,Hunter-gatherer
8077,Seri,13,7.0,Hunter-gatherer
8077,Seri,14,7.0,Hunter-gatherer
8077,Seri,15,8.0,Hunter-gatherer
8077,Seri,16,2.0,Hunter-gatherer
8077,Seri,17,10.0,Hunter-gatherer
8077,Seri,18,10.0,Hunter-gatherer
8077,Seri,19,5.0,Hunter-gatherer
8077,Seri,20,9.0,Hunter-gatherer
8077,Seri,21,8.0,Hunter-gatherer
8077,Seri,22,10.0,Hunter-gatherer
8077,Seri,23,9.0,Hunter-gatherer
8077,Seri,24,10.0,Hunter-gatherer
8077,Seri,25,9.0,Hunter-gatherer
8077,Thai,1,10.0,Urban
8077,Thai,2,10.0,Urban
8077,Thai,3,9.0,Urban
8077,Thai,4,6.0,Urban
8077,Thai,5,5.0,Urban
8077,Thai,6,3.0,Urban
8077,Thai,7,9.0,Urban
8077,Thai,8,9.0,Urban
8077,Thai,9,9.0,Urban
8077,Thai,10,10.0,Urban
8077,Thai,11,9.0,Urban
8077,Thai,12,9.0,Urban
8077,Thai,13,10.0,Urban
8077,Thai,14,9.0,Urban
8077,Thai,15,9.0,Urban
8077,Thai,16,9.0,Urban
8077,Thai,17,10.0,Urban
8077,Thai,18,2.0,Urban
8077,Thai,19,10.0,Urban
8077,Thai,20,10.0,Urban
8077,Thai,21,10.0,Urban
8077,Thai,22,7.0,Urban
8077,Thai,23,7.0,Urban
8077,Thai,24,8.0,Urban
8077,Thai,25,8.0,Urban
8077,Thai,26,8.0,Urban
8077,Thai,27,8.0,Urban
10430,Cha'palaa,1,7.0,Farmer
10430,Cha'palaa,2,6.0,Farmer
10430,Cha'palaa,3,3.0,Farmer
10430,Cha'palaa,4,8.0,Farmer
10430,Cha'palaa,5,7.0,Farmer
10430,Cha'palaa,6,7.0,Farmer
10430,Cha'palaa,7,10.0,Farmer
10430,Cha'palaa,8,10.0,Farmer
10430,Cha'palaa,9,6.0,Farmer
10430,Cha'palaa,10,10.0,Farmer
10430,Cha'palaa,11,8.0,Farmer
10430,Cha'palaa,12,7.0,Farmer
10430,Cha'palaa,13,9.0,Farmer
10430,Cha'palaa,14,10.0,Farmer
10430,Cha'palaa,15,8.0,Farmer
10430,Cha'palaa,16,10.0,Farmer
10430,Cha'palaa,17,6.0,Farmer
10430,Cha'palaa,18,10.0,Farmer
10430,Cha'palaa,19,5.0,Farmer
10430,Cha'palaa,20,10.0,Farmer
10430,Cha'palaa,21,7.0,Farmer
10430,Cha'palaa,22,10.0,Farmer
10430,Cha'palaa,23,6.0,Farmer
10430,Cha'palaa,24,4.0,Farmer
10430,Cha'palaa,25,10.0,Farmer
10430,Imbabura Quechua,1,10.0,Farmer
10430,Imbabura Quechua,2,6.0,Farmer
10430,Imbabura Quechua,3,10.0,Farmer
10430,Imbabura Quechua,4,9.0,Farmer
10430,Imbabura Quechua,5,10.0,Farmer
10430,Imbabura Quechua,6,10.0,Farmer
10430,Imbabura Quechua,7,2.0,Farmer
10430,Imbabura Quechua,8,10.0,Farmer
10430,Imbabura Quechua,9,10.0,Farmer
10430,Imbabura Quechua,10,10.0,Farmer
10430,Imbabura Quechua,11,8.0,Farmer
10430,Imbabura Quechua,12,10.0,Farmer
10430,Imbabura Quechua,13,9.0,Farmer
10430,Imbabura Quechua,14,9.0,Farmer
10430,Imbabura Quechua,15,8.0,Farmer
10430,Imbabura Quechua,16,8.0,Farmer
10430,Imbabura Quechua,17,10.0,Farmer
10430,Imbabura Quechua,18,10.0,Farmer
10430,Imbabura Quechua,19,10.0,Farmer
10430,Imbabura Quechua,20,10.0,Farmer
10430,Imbabura Quechua,21,8.0,Farmer
10430,Imbabura Quechua,22,5.0,Farmer
10430,Imbabura Quechua,23,1.0,Farmer
10430,Imbabura Quechua,24,10.0,Farmer
10430,Imbabura Quechua,25,10.0,Farmer
10430,Mah Meri,1,10.0,Farmer
10430,Mah Meri,2,9.0,Farmer
10430,Mah Meri,3,10.0,Farmer
10430,Mah Meri,4,7.0,Farmer
10430,Mah Meri,5,8.0,Farmer
10430,Mah Meri,6,10.0,Farmer
10430,Mah Meri,7,4.0,Farmer
10430,Mah Meri,8,10.0,Farmer
10430,Mah Meri,9,10.0,Farmer
10430,Mah Meri,10,8.0,Farmer
10430,Mah Meri,11,9.0,Farmer
10430,Mah Meri,12,8.0,Farmer
10430,Mah Meri,13,5.0,Farmer
10430,Mah Meri,14,10.0,Farmer
10430,Mah Meri,15,9.0,Farmer
10430,Mah Meri,16,9.0,Farmer
10430,Mah Meri,17,10.0,Farmer
10430,Mah Meri,18,7.0,Farmer
10430,Mah Meri,19,10.0,Farmer
10430,Mah Meri,20,8.0,Farmer
10430,Mah Meri,21,10.0,Farmer
10430,Mah Meri,22,10.0,Farmer
10430,Mah Meri,23,10.0,Farmer
10430,Mah Meri,24,10.0,Farmer
10430,Mah Meri,25,10.0,Farmer
10430,Maniq,1,1.0,Hunter-gatherer
10430,Maniq,2,10.0,Hunter-gatherer
10430,Maniq,3,3.0,Hunter-gatherer
10430,Maniq,4,6.0,Hunter-gatherer
10430,Maniq,5,10.0,Hunter-gatherer
10430,Maniq,6,8.0,Hunter-gatherer
10430,Maniq,7,5.0,Hunter-gatherer
10430,Maniq,8,9.0,Hunter-gatherer
10430,Maniq,9,5.0,Hunter-gatherer
10430,Maniq,10,5.0,Hunter-gatherer
10430,Maniq,11,10.0,Hunter-gatherer
10430,Maniq,12,10.0,Hunter-gatherer
10430,Maniq,13,10.0,Hunter-gatherer
10430,Maniq,14,10.0,Hunter-gatherer
10430,Maniq,15,3.0,Hunter-gatherer
10430,Maniq,16,5.0,Hunter-gatherer
10430,Mexican,1,10.0,Urban
10430,Mexican,2,8.0,Urban
10430,Mexican,3,10.0,Urban
10430,Mexican,4,10.0,Urban
10430,Mexican,5,10.0,Urban
10430,Mexican,6,10.0,Urban
10430,Mexican,7,9.0,Urban
10430,Mexican,8,9.0,Urban
10430,Mexican,9,10.0,Urban
10430,Mexican,10,9.0,Urban
10430,Mexican,11,9.0,Urban
10430,Mexican,12,10.0,Urban
10430,Mexican,13,10.0,Urban
10430,Mexican,14,10.0,Urban
10430,Mexican,15,10.0,Urban
10430,Mexican,16,10.0,Urban
10430,Mexican,17,7.0,Urban
10430,Mexican,18,10.0,Urban
10430,Mexican,19,9.0,Urban
10430,Mexican,20,9.0,Urban
10430,Mexican,21,10.0,Urban
10430,Mexican,22,10.0,Urban
10430,Mexican,23,10.0,Urban
10430,Mexican,24,9.0,Urban
10430,Mexican,25,10.0,Urban
10430,Mexican,26,10.0,Urban
10430,Mexican,27,10.0,Urban
10430,Mexican,28,8.0,Urban
10430,Mexican,29,10.0,Urban
10430,Mexican,30,10.0,Urban
10430,Mexican,31,10.0,Urban
10430,Mexican,32,10.0,Urban
10430,Mexican,33,10.0,Urban
10430,Mexican,34,10.0,Urban
10430,Mexican,35,9.0,Urban
10430,New York City,1,10.0,Urban
10430,New York City,2,9.5,Urban
10430,New York City,3,8.0,Urban
10430,New York City,4,10.0,Urban
10430,New York City,5,10.0,Urban
10430,New York City,6,7.0,Urban
10430,New York City,7,8.0,Urban
10430,New York City,8,9.0,Urban
10430,New York City,9,9.0,Urban
10430,New York City,10,10.0,Urban
10430,New York City,11,6.0,Urban
10430,New York City,12,8.0,Urban
10430,New York City,13,8.0,Urban
10430,New York City,14,8.0,Urban
10430,New York City,15,8.0,Urban
10430,New York City,16,9.5,Urban
10430,New York City,17,5.0,Urban
10430,New York City,18,10.0,Urban
10430,New York City,19,1.0,Urban
10430,New York City,20,9.0,Urban
10430,New York City,21,9.0,Urban
10430,New York City,22,9.0,Urban
10430,New York City,23,6.0,Urban
10430,New York City,24,9.5,Urban
10430,New York City,25,9.0,Urban
10430,New York City,26,9.0,Urban
10430,New York City,27,9.0,Urban
10430,New York City,28,9.0,Urban
10430,New York City,29,10.0,Urban
10430,New York City,30,10.0,Urban
10430,New York City,31,9.0,Urban
10430,New York City,32,8.0,Urban
10430,New York City,33,10.0,Urban
10430,New York City,34,9.0,Urban
10430,New York City,35,9.5,Urban
10430,New York City,36,7.0,Urban
10430,New York City,37,10.0,Urban
10430,New York City,38,10.0,Urban
10430,New York City,39,9.0,Urban
10430,New York City,40,8.0,Urban
10430,New York City,41,8.0,Urban
10430,New York City,42,9.5,Urban
10430,New York City,43,7.0,Urban
10430,New York City,44,9.5,Urban
10430,New York City,45,10.0,Urban
10430,New York City,46,7.0,Urban
10430,New York City,47,9.0,Urban
10430,New York City,48,8.0,Urban
10430,New York City,49,9.5,Urban
10430,New York City,50,8.0,Urban
10430,New York City,51,9.0,Urban
10430,New York City,52,4.5,Urban
10430,New York City,53,9.0,Urban
10430,New York City,54,9.0,Urban
10430,New York City,55,9.5,Urban
10430,Semaq Beri,1,8.0,Hunter-gatherer
10430,Semaq Beri,2,4.0,Hunter-gatherer
10430,Semaq Beri,3,7.0,Hunter-gatherer
10430,Semaq Beri,4,10.0,Hunter-gatherer
10430,Semaq Beri,5,10.0,Hunter-gatherer
10430,Semaq Beri,6,9.0,Hunter-gatherer
10430,Semaq Beri,7,7.0,Hunter-gatherer
10430,Semaq Beri,8,6.0,Hunter-gatherer
10430,Semaq Beri,9,9.0,Hunter-gatherer
10430,Semaq Beri,10,9.0,Hunter-gatherer
10430,Semaq Beri,11,1.0,Hunter-gatherer
10430,Semaq Beri,12,10.0,Hunter-gatherer
10430,Semaq Beri,13,6.0,Hunter-gatherer
10430,Semaq Beri,14,7.0,Hunter-gatherer
10430,Semaq Beri,15,8.0,Hunter-gatherer
10430,Semaq Beri,16,7.0,Hunter-gatherer
10430,Semaq Beri,17,10.0,Hunter-gatherer
10430,Semaq Beri,18,10.0,Hunter-gatherer
10430,Semaq Beri,19,1.0,Hunter-gatherer
10430,Semaq Beri,20,8.0,Hunter-gatherer
10430,Semaq Beri,21,9.0,Hunter-gatherer
10430,Semaq Beri,22,8.0,Hunter-gatherer
10430,Semaq Beri,23,10.0,Hunter-gatherer
10430,Semaq Beri,24,10.0,Hunter-gatherer
10430,Semaq Beri,25,8.0,Hunter-gatherer
10430,Semelai,1,10.0,Farmer
10430,Semelai,2,10.0,Farmer
10430,Semelai,3,10.0,Farmer
10430,Semelai,4,10.0,Farmer
10430,Semelai,5,10.0,Farmer
10430,Semelai,6,6.0,Farmer
10430,Semelai,7,8.0,Farmer
10430,Semelai,8,10.0,Farmer
10430,Semelai,9,8.0,Farmer
10430,Semelai,10,10.0,Farmer
10430,Semelai,11,10.0,Farmer
10430,Semelai,12,8.0,Farmer
10430,Semelai,13,7.0,Farmer
10430,Semelai,14,8.0,Farmer
10430,Semelai,15,10.0,Farmer
10430,Semelai,16,10.0,Farmer
10430,Semelai,17,9.0,Farmer
10430,Semelai,18,10.0,Farmer
10430,Semelai,19,10.0,Farmer
10430,Semelai,20,9.0,Farmer
10430,Semelai,21,7.0,Farmer
10430,Semelai,22,8.0,Farmer
10430,Semelai,23,10.0,Farmer
10430,Semelai,24,8.0,Farmer
10430,Semelai,25,7.0,Farmer
10430,Seri,1,10.0,Hunter-gatherer
10430,Seri,2,7.0,Hunter-gatherer
10430,Seri,3,6.0,Hunter-gatherer
10430,Seri,4,9.0,Hunter-gatherer
10430,Seri,5,10.0,Hunter-gatherer
10430,Seri,6,9.0,Hunter-gatherer
10430,Seri,7,8.0,Hunter-gatherer
10430,Seri,8,10.0,Hunter-gatherer
10430,Seri,9,9.0,Hunter-gatherer
10430,Seri,10,10.0,Hunter-gatherer
10430,Seri,11,10.0,Hunter-gatherer
10430,Seri,12,10.0,Hunter-gatherer
10430,Seri,13,10.0,Hunter-gatherer
10430,Seri,14,10.0,Hunter-gatherer
10430,Seri,15,10.0,Hunter-gatherer
10430,Seri,16,9.0,Hunter-gatherer
10430,Seri,17,8.0,Hunter-gatherer
10430,Seri,18,9.0,Hunter-gatherer
10430,Seri,19,10.0,Hunter-gatherer
10430,Seri,20,7.0,Hunter-gatherer
10430,Seri,21,10.0,Hunter-gatherer
10430,Seri,22,9.0,Hunter-gatherer
10430,Seri,23,10.0,Hunter-gatherer
10430,Seri,24,9.0,Hunter-gatherer
10430,Seri,25,10.0,Hunter-gatherer
10430,Thai,1,5.0,Urban
10430,Thai,2,9.0,Urban
10430,Thai,3,6.0,Urban
10430,Thai,4,7.0,Urban
10430,Thai,5,8.0,Urban
10430,Thai,6,9.0,Urban
10430,Thai,7,10.0,Urban
10430,Thai,8,10.0,Urban
10430,Thai,9,10.0,Urban
10430,Thai,10,9.0,Urban
10430,Thai,11,8.0,Urban
10430,Thai,12,10.0,Urban
10430,Thai,13,8.0,Urban
10430,Thai,14,10.0,Urban
10430,Thai,15,10.0,Urban
10430,Thai,16,10.0,Urban
10430,Thai,17,7.0,Urban
10430,Thai,18,10.0,Urban
10430,Thai,19,9.0,Urban
10430,Thai,20,9.0,Urban
10430,Thai,21,9.0,Urban
10430,Thai,22,10.0,Urban
10430,Thai,23,10.0,Urban
10430,Thai,24,10.0,Urban
10430,Thai,25,10.0,Urban
10430,Thai,26,7.0,Urban
10430,Thai,27,9.0,Urban
18827,Cha'palaa,1,10.0,Farmer
18827,Cha'palaa,2,5.0,Farmer
18827,Cha'palaa,3,7.0,Farmer
18827,Cha'palaa,4,7.0,Farmer
18827,Cha'palaa,5,6.0,Farmer
18827,Cha'palaa,6,9.0,Farmer
18827,Cha'palaa,7,9.0,Farmer
18827,Cha'palaa,8,5.0,Farmer
18827,Cha'palaa,9,10.0,Farmer
18827,Cha'palaa,10,7.0,Farmer
18827,Cha'palaa,11,4.0,Farmer
18827,Cha'palaa,12,1.0,Farmer
18827,Cha'palaa,13,10.0,Farmer
18827,Cha'palaa,14,6.0,Farmer
18827,Cha'palaa,15,9.0,Farmer
18827,Cha'palaa,16,2.0,Farmer
18827,Cha'palaa,17,8.0,Farmer
18827,Cha'palaa,18,7.0,Farmer
18827,Cha'palaa,19,4.0,Farmer
18827,Cha'palaa,20,7.0,Farmer
18827,Cha'palaa,21,2.0,Farmer
18827,Cha'palaa,22,4.0,Farmer
18827,Cha'palaa,23,9.0,Farmer
18827,Cha'palaa,24,9.0,Farmer
18827,Cha'palaa,25,9.0,Farmer
18827,Imbabura Quechua,1,5.0,Farmer
18827,Imbabura Quechua,2,8.0,Farmer
18827,Imbabura Quechua,3,9.0,Farmer
18827,Imbabura Quechua,4,2.0,Farmer
18827,Imbabura Quechua,5,8.0,Farmer
18827,Imbabura Quechua,6,8.0,Farmer
18827,Imbabura Quechua,7,6.0,Farmer
18827,Imbabura Quechua,8,7.0,Farmer
18827,Imbabura Quechua,9,7.0,Farmer
18827,Imbabura Quechua,10,3.0,Farmer
18827,Imbabura Quechua,11,7.0,Farmer
18827,Imbabura Quechua,12,5.0,Farmer
18827,Imbabura Quechua,13,1.0,Farmer
18827,Imbabura Quechua,14,8.0,Farmer
18827,Imbabura Quechua,15,9.0,Farmer
18827,Imbabura Quechua,16,10.0,Farmer
18827,Imbabura Quechua,17,9.0,Farmer
18827,Imbabura Quechua,18,6.0,Farmer
18827,Imbabura Quechua,19,6.0,Farmer
18827,Imbabura Quechua,20,7.0,Farmer
18827,Imbabura Quechua,21,5.0,Farmer
18827,Imbabura Quechua,22,9.0,Farmer
18827,Imbabura Quechua,23,2.0,Farmer
18827,Imbabura Quechua,24,9.0,Farmer
18827,Imbabura Quechua,25,6.0,Farmer
18827,Mah Meri,1,7.0,Farmer
18827,Mah Meri,2,5.0,Farmer
18827,Mah Meri,3,7.0,Farmer
18827,Mah Meri,4,9.0,Farmer
18827,Mah Meri,5,7.0,Farmer
18827,Mah Meri,6,8.0,Farmer
18827,Mah Meri,7,6.0,Farmer
18827,Mah Meri,8,4.0,Farmer
18827,Mah Meri,9,7.0,Farmer
18827,Mah Meri,10,7.0,Farmer
18827,Mah Meri,11,4.0,Farmer
18827,Mah Meri,12,6.0,Farmer
18827,Mah Meri,13,8.0,Farmer
18827,Mah Meri,14,9.0,Farmer
18827,Mah Meri,15,8.0,Farmer
18827,Mah Meri,16,2.0,Farmer
18827,Mah Meri,17,6.0,Farmer
18827,Mah Meri,18,4.0,Farmer
18827,Mah Meri,19,4.0,Farmer
18827,Mah Meri,20,5.0,Farmer
18827,Mah Meri,21,9.0,Farmer
18827,Mah Meri,22,6.0,Farmer
18827,Mah Meri,23,4.0,Farmer
18827,Mah Meri,24,7.0,Farmer
18827,Mah Meri,25,7.0,Farmer
18827,Maniq,1,2.0,Hunter-gatherer
18827,Maniq,2,3.0,Hunter-gatherer
18827,Maniq,3,4.0,Hunter-gatherer
18827,Maniq,4,2.0,Hunter-gatherer
18827,Maniq,5,3.0,Hunter-gatherer
18827,Maniq,6,5.0,Hunter-gatherer
18827,Maniq,7,10.0,Hunter-gatherer
18827,Maniq,8,6.0,Hunter-gatherer
18827,Maniq,9,8.0,Hunter-gatherer
18827,Maniq,10,10.0,Hunter-gatherer
18827,Maniq,11,2.0,Hunter-gatherer
18827,Maniq,12,3.0,Hunter-gatherer
18827,Maniq,13,8.0,Hunter-gatherer
18827,Maniq,14,7.0,Hunter-gatherer
18827,Maniq,15,6.0,Hunter-gatherer
18827,Maniq,16,10.0,Hunter-gatherer
18827,Mexican,1,6.0,Urban
18827,Mexican,2,7.0,Urban
18827,Mexican,3,6.0,Urban
18827,Mexican,4,5.0,Urban
18827,Mexican,5,4.0,Urban
18827,Mexican,6,7.0,Urban
18827,Mexican,7,7.0,Urban
18827,Mexican,8,6.0,Urban
18827,Mexican,9,4.0,Urban
18827,Mexican,10,6.0,Urban
18827,Mexican,11,8.0,Urban
18827,Mexican,12,6.0,Urban
18827,Mexican,13,8.0,Urban
18827,Mexican,14,6.0,Urban
18827,Mexican,15,8.0,Urban
18827,Mexican,16,9.0,Urban
18827,Mexican,17,3.0,Urban
18827,Mexican,18,3.0,Urban
18827,Mexican,19,8.0,Urban
18827,Mexican,20,4.0,Urban
18827,Mexican,21,5.0,Urban
18827,Mexican,22,1.0,Urban
18827,Mexican,23,6.0,Urban
18827,Mexican,24,8.0,Urban
18827,Mexican,25,8.0,Urban
18827,Mexican,26,8.0,Urban
18827,Mexican,27,7.0,Urban
18827,Mexican,28,3.0,Urban
18827,Mexican,29,3.0,Urban
18827,Mexican,30,7.0,Urban
18827,Mexican,31,6.0,Urban
18827,Mexican,32,6.0,Urban
18827,Mexican,33,9.0,Urban
18827,Mexican,34,5.0,Urban
18827,Mexican,35,6.0,Urban
18827,New York City,1,1.5,Urban
18827,New York City,2,6.0,Urban
18827,New York City,3,5.0,Urban
18827,New York City,4,4.0,Urban
18827,New York City,5,4.0,Urban
18827,New York City,6,6.0,Urban
18827,New York City,7,4.0,Urban
18827,New York City,8,8.0,Urban
18827,New York City,9,4.0,Urban
18827,New York City,10,7.0,Urban
18827,New York City,11,9.0,Urban
18827,New York City,12,4.0,Urban
18827,New York City,13,8.0,Urban
18827,New York City,14,10.0,Urban
18827,New York City,15,5.5,Urban
18827,New York City,16,8.0,Urban
18827,New York City,17,3.0,Urban
18827,New York City,18,4.5,Urban
18827,New York City,19,3.0,Urban
18827,New York City,20,5.0,Urban
18827,New York City,21,8.0,Urban
18827,New York City,22,4.0,Urban
18827,New York City,23,6.0,Urban
18827,New York City,24,7.0,Urban
18827,New York City,25,6.5,Urban
18827,New York City,26,7.5,Urban
18827,New York City,27,8.0,Urban
18827,New York City,28,5.0,Urban
18827,New York City,29,5.0,Urban
18827,New York City,30,4.0,Urban
18827,New York City,31,6.0,Urban
18827,New York City,32,5.0,Urban
18827,New York City,33,6.0,Urban
18827,New York City,34,6.0,Urban
18827,New York City,35,7.0,Urban
18827,New York City,36,8.0,Urban
18827,New York City,37,8.0,Urban
18827,New York City,38,4.0,Urban
18827,New York City,39,1.5,Urban
18827,New York City,40,9.0,Urban
18827,New York City,41,5.0,Urban
18827,New York City,42,5.5,Urban
18827,New York City,43,9.0,Urban
18827,New York City,44,5.0,Urban
18827,New York City,45,4.0,Urban
18827,New York City,46,8.0,Urban
18827,New York City,47,5.0,Urban
18827,New York City,48,6.0,Urban
18827,New York City,49,4.0,Urban
18827,New York City,50,9.0,Urban
18827,New York City,51,2.0,Urban
18827,New York City,52,1.0,Urban
18827,New York City,53,5.0,Urban
18827,New York City,54,6.0,Urban
18827,New York City,55,6.0,Urban
18827,Semaq Beri,1,9.0,Hunter-gatherer
18827,Semaq Beri,2,7.0,Hunter-gatherer
18827,Semaq Beri,3,8.0,Hunter-gatherer
18827,Semaq Beri,4,5.0,Hunter-gatherer
18827,Semaq Beri,5,5.0,Hunter-gatherer
18827,Semaq Beri,6,1.0,Hunter-gatherer
18827,Semaq Beri,7,4.0,Hunter-gatherer
18827,Semaq Beri,8,7.0,Hunter-gatherer
18827,Semaq Beri,9,7.0,Hunter-gatherer
18827,Semaq Beri,10,6.0,Hunter-gatherer
18827,Semaq Beri,11,8.0,Hunter-gatherer
18827,Semaq Beri,12,6.0,Hunter-gatherer
18827,Semaq Beri,13,7.0,Hunter-gatherer
18827,Semaq Beri,14,9.0,Hunter-gatherer
18827,Semaq Beri,15,6.0,Hunter-gatherer
18827,Semaq Beri,16,6.0,Hunter-gatherer
18827,Semaq Beri,17,8.0,Hunter-gatherer
18827,Semaq Beri,18,8.0,Hunter-gatherer
18827,Semaq Beri,19,7.0,Hunter-gatherer
18827,Semaq Beri,20,7.0,Hunter-gatherer
18827,Semaq Beri,21,10.0,Hunter-gatherer
18827,Semaq Beri,22,2.0,Hunter-gatherer
18827,Semaq Beri,23,5.0,Hunter-gatherer
18827,Semaq Beri,24,3.0,Hunter-gatherer
18827,Semaq Beri,25,5.0,Hunter-gatherer
18827,Semelai,1,9.0,Farmer
18827,Semelai,2,3.0,Farmer
18827,Semelai,3,2.0,Farmer
18827,Semelai,4,7.0,Farmer
18827,Semelai,5,7.0,Farmer
18827,Semelai,6,3.0,Farmer
18827,Semelai,7,5.0,Farmer
18827,Semelai,8,5.0,Farmer
18827,Semelai,9,9.0,Farmer
18827,Semelai,10,6.0,Farmer
18827,Semelai,11,8.0,Farmer
18827,Semelai,12,1.0,Farmer
18827,Semelai,13,3.0,Farmer
18827,Semelai,14,2.0,Farmer
18827,Semelai,15,4.0,Farmer
18827,Semelai,16,6.0,Farmer
18827,Semelai,17,3.0,Farmer
18827,Semelai,18,7.0,Farmer
18827,Semelai,19,1.0,Farmer
18827,Semelai,20,7.0,Farmer
18827,Semelai,21,3.0,Farmer
18827,Semelai,22,9.0,Farmer
18827,Semelai,23,8.0,Farmer
18827,Semelai,24,9.0,Farmer
18827,Semelai,25,1.0,Farmer
18827,Seri,1,6.0,Hunter-gatherer
18827,Seri,2,8.0,Hunter-gatherer
18827,Seri,3,7.0,Hunter-gatherer
18827,Seri,4,3.0,Hunter-gatherer
18827,Seri,5,7.0,Hunter-gatherer
18827,Seri,6,7.0,Hunter-gatherer
18827,Seri,7,3.0,Hunter-gatherer
18827,Seri,8,7.0,Hunter-gatherer
18827,Seri,9,6.0,Hunter-gatherer
18827,Seri,10,4.0,Hunter-gatherer
18827,Seri,11,3.0,Hunter-gatherer
18827,Seri,12,6.0,Hunter-gatherer
18827,Seri,13,6.0,Hunter-gatherer
18827,Seri,14,6.0,Hunter-gatherer
18827,Seri,15,4.0,Hunter-gatherer
18827,Seri,16,4.0,Hunter-gatherer
18827,Seri,17,4.0,Hunter-gatherer
18827,Seri,18,4.0,Hunter-gatherer
18827,Seri,19,8.0,Hunter-gatherer
18827,Seri,20,6.0,Hunter-gatherer
18827,Seri,21,9.0,Hunter-gatherer
18827,Seri,22,7.0,Hunter-gatherer
18827,Seri,23,5.0,Hunter-gatherer
18827,Seri,24,7.0,Hunter-gatherer
