CID,UID,Pleasant,Volatile,WeakStrong,Bitter,Chemical,Spice,Sweet,FreshRotten,CleanDirty,Burnt,Fruity,Develops,Garlic
31276,8281,27,100,1,35,72,1,1,60,11,1,66,21,1
31276,8283,53,71,26,37,79,35,35,64,61,9,35,40,1
31276,8285,63,68,40,19,36,16,66,57,53,15,82,70,5
31276,8287,3,68,61,66,61,29,29,5,34,4,68,74,3
31276,8289,86,70,43,13,60,17,72,83,67,19,69,72,13
31276,8291,51,34,40,27,12,2,51,61,62,26,29,87,31
31276,8293,43,66,15,56,61,53,70,32,29,73,82,61,11
31276,8296,66,1,67,1,29,1,82,72,69,34,100,70,1
31276,8299,72,66,67,28,27,27,66,79,81,27,81,29,29
31276,8300,2,32,77,72,97,74,72,50,50,1,2,92,2
31276,8302,36,14,6,86,64,39,64,27,34,37,71,30,17
31276,8305,36,18,57,50,70,61,29,60,56,61,37,55,1
31276,8307,38,81,15,30,59,56,67,50,50,50,54,22,50
31276,8308,9,70,57,31,84,64,4,50,50,69,5,50,4
31276,8309,100,64,24,1,61,1,87,90,81,1,100,8,1
31276,8313,46,55,68,2,21,11,84,58,51,2,69,75,1
31276,8314,48,55,28,1,63,1,78,35,52,1,80,1,1
31276,8315,61,81,1,83,100,34,21,61,45,38,2,22,26
31276,8316,50,14,59,3,69,5,74,71,66,4,95,97,3
31276,8317,64,82,78,14,27,82,81,73,90,1,75,86,18
31276,8324,70,57,56,32,54,54,62,72,70,29,57,63,36
31276,8326,75,50,50,15,50,2,41,64,77,1,40,50,1
31276,8330,75,44,64,1,47,2,73,59,55,1,80,40,1
31276,8334,29,84,19,7,25,35,40,64,58,3,33,34,5
31276,8335,100,1,71,1,1,1,100,100,100,1,100,1,1
31276,8338,68,28,27,10,43,50,75,71,77,5,84,20,4
31276,8340,76,21,17,84,18,2,17,53,74,2,79,78,2
31276,8342,79,80,88,1,66,1,100,64,60,1,99,82,1
31276,8346,50,20,4,33,50,22,45,55,69,21,42,50,32
31276,8347,36,84,92,64,89,75,41,44,56,8,55,92,27
31276,8351,62,62,30,29,29,30,65,50,54,32,54,31,21
31276,8353,36,66,33,41,63,38,50,34,50,23,33,34,30
31276,8354,60,35,54,1,9,1,96,95,91,7,94,45,1
31276,8358,17,60,42,1,74,17,1,50,60,1,73,50,1
31276,8361,50,93,66,2,79,2,62,58,17,6,71,82,2
31276,8362,52,50,12,39,40,19,35,55,58,32,62,50,36
31276,8363,8,67,12,27,94,20,64,11,4,3,27,50,1
31276,8364,39,38,81,58,44,65,59,36,33,58,57,57,68
31276,8365,53,55,57,29,41,27,69,52,47,34,29,45,32
31276,8367,50,50,50,50,50,50,50,50,50,50,66,50,50
31276,8368,42,42,56,2,11,18,85,18,31,58,92,18,2
31276,8369,20,72,21,34,69,36,7,49,47,27,42,47,7
31276,8370,50,50,54,50,58,50,52,50,50,50,50,50,50
31276,8372,60,56,53,26,52,47,61,64,54,52,72,55,19
31276,8373,49,51,12,50,49,49,49,50,51,22,49,51,2
31276,8374,72,16,74,11,21,17,72,84,84,11,72,81,12
31276,8379,29,78,78,3,76,3,77,50,50,1,79,50,1
31276,8381,23,50,50,50,64,50,50,50,35,50,25,50,50
31276,8383,12,96,95,1,96,15,97,7,25,27,100,95,7
31276,8385,50,90,50,7,50,21,56,66,88,6,92,50,6
31276,8388,58,50,41,1,15,1,51,51,53,1,51,50,1
31276,8390,60,62,19,32,60,37,56,56,56,5,53,7,34
31276,8391,72,48,63,1,12,9,87,57,33,1,54,48,1
31276,8392,71,45,48,48,54,36,70,30,56,35,73,37,15
31276,8394,61,65,40,35,18,25,57,53,55,19,86,50,29
31276,8400,100,100,54,1,1,1,100,100,100,1,100,100,1
31276,8402,47,60,15,29,53,27,62,78,61,16,31,63,15
31276,8403,53,37,27,9,87,2,72,89,78,2,23,50,2
31276,8404,31,50,57,73,19,60,26,50,33,100,19,44,61
31276,8407,1,54,29,1,2,1,64,30,49,2,59,39,1
31276,8408,53,34,11,42,54,33,56,28,37,59,53,32,53
31276,8409,25,1,1,28,1,1,1,64,69,1,20,26,69
31276,8410,58,79,6,17,50,26,73,55,79,13,77,50,10
31276,8413,50,61,19,47,60,32,40,46,50,50,55,34,25
31276,8414,50,84,19,82,9,46,78,50,53,11,22,1,1
31276,8415,81,35,64,35,28,36,76,68,66,33,94,65,14
31276,8416,94,94,30,3,85,4,98,97,97,3,94,95,5
31276,8417,100,91,74,1,63,1,32,70,100,1,97,77,1
31276,8419,65,20,21,61,56,35,60,66,57,57,63,41,2
31276,8421,69,2,21,4,3,2,99,42,2,3,58,77,2
31276,8422,35,28,66,44,65,58,58,47,48,50,42,65,45
31276,8424,1,91,67,73,64,69,14,10,30,60,8,65,1
31276,8425,50,42,78,56,71,59,37,53,44,74,64,55,42
31276,8426,30,60,75,14,64,15,88,67,73,18,64,65,18
31276,8427,40,94,31,1,62,23,69,39,50,33,66,40,1
31276,8430,53,59,83,1,100,59,93,81,100,1,69,83,1
31276,8433,34,43,79,55,30,66,55,46,44,61,40,42,38
31276,8435,59,54,56,1,60,41,52,50,71,46,56,49,50
31276,8437,77,92,64,1,23,1,92,75,86,1,90,76,8
31276,8438,99,2,54,4,99,1,99,90,98,1,2,3,1
31276,8439,50,20,1,3,62,3,2,50,51,17,1,2,1
31276,8440,51,48,28,18,34,10,73,50,50,22,59,30,17
31276,8441,71,50,50,50,50,50,50,50,50,50,50,50,50
31276,8443,57,80,31,16,50,59,82,34,60,66,82,83,6
31276,8444,15,16,3,4,51,12,50,18,39,7,5,41,4
31276,8445,50,57,32,1,50,23,54,58,58,1,55,53,1
31276,8446,71,55,24,50,36,27,54,57,22,4,44,61,20
31276,8447,60,63,54,22,44,31,69,46,42,24,67,47,12
31276,8448,10,24,57,2,4,2,99,68,54,2,98,52,1
31276,8449,57,70,34,27,29,24,63,82,67,19,72,24,7
31276,8450,58,34,42,1,33,1,65,44,34,1,76,51,2
31276,8451,43,25,39,35,58,59,60,55,53,2,42,35,10
31276,8453,21,94,71,50,66,69,22,50,50,50,50,14,22
31276,8454,64,65,63,27,64,8,72,62,67,3,71,64,13
31276,8458,100,5,86,1,50,1,85,100,61,1,94,57,1
31276,8459,14,50,97,95,96,95,5,6,50,50,5,50,50
31276,8460,96,57,55,12,17,49,88,87,93,9,100,83,1
31276,8461,82,68,39,2,11,13,89,69,82,1,76,86,1
31276,8462,65,48,41,1,53,1,100,59,77,1,76,44,1
31276,8465,73,28,70,9,29,34,73,63,58,9,72,51,6
31276,8466,1,41,39,1,58,60,1,69,1,1,1,59,1
31276,8467,66,75,52,4,17,18,55,43,74,13,75,21,4
31276,8468,50,50,50,50,50,50,50,50,50,50,50,50,50
31276,8471,50,84,14,16,50,11,12,44,50,11,50,17,13
31276,8472,54,53,49,1,35,1,71,54,86,1,65,32,1
31276,8473,50,50,50,23,100,74,75,100,100,1,1,50,1
31276,8475,81,83,61,8,46,3,68,91,70,5,92,93,3
31276,8476,50,50,50,2,2,1,73,50,50,2,86,50,2
31276,8479,32,78,18,54,55,22,56,18,16,53,95,50,17
31276,8480,18,91,2,1,58,1,100,40,41,1,100,100,1
31276,8481,41,63,24,2,64,2,88,50,50,2,59,50,2
31276,8482,41,39,37,22,58,37,34,55,43,54,71,35,20
31276,8486,26,58,62,60,66,62,7,31,21,62,10,40,66
31276,8487,33,10,16,19,36,10,12,48,45,7,12,3,11
31276,8494,54,75,34,1,22,2,99,50,50,2,100,50,2
31276,8495,61,9,62,36,16,1,67,72,39,1,74,23,1
31276,8496,59,72,27,18,58,4,75,55,64,2,78,39,6
31276,8497,70,81,28,21,25,9,63,18,76,26,28,50,59
31276,8499,86,89,86,10,91,14,19,51,77,9,18,80,10
31276,8500,51,1,100,1,61,1,100,70,73,1,76,92,1
31276,8501,42,32,16,44,55,1,53,43,50,15,41,50,1
31276,8502,19,28,68,33,69,7,63,24,20,20,28,71,18
31276,8503,78,94,45,19,64,69,93,81,30,57,84,39,15
31276,8504,38,100,1,10,8,31,12,8,51,30,89,5,30
31276,8505,76,74,83,1,1,1,100,75,75,1,100,68,1
31276,8506,38,56,57,32,42,10,87,52,50,1,91,50,1
31276,8507,68,20,25,10,31,18,61,67,59,1,86,47,14
31276,8510,28,29,50,1,63,60,71,50,28,1,76,53,1
31276,8512,6,13,91,32,67,74,2,3,2,60,2,38,65
31276,8513,63,51,62,10,11,8,76,66,50,12,90,50,6
31276,8515,85,57,54,3,2,3,85,80,60,1,98,94,3
31276,8516,77,52,63,7,21,24,77,75,75,24,77,74,8
31276,8517,38,87,29,2,50,50,66,50,50,2,54,34,2
31276,8518,2,82,1,88,78,9,1,2,41,1,1,26,2
31276,8519,24,50,50,50,74,50,63,50,50,51,100,50,1
31276,8520,54,91,13,9,70,5,79,85,88,5,87,37,4
31276,8521,79,41,64,30,65,4,76,42,60,4,87,36,5
31276,8522,40,74,12,5,50,4,19,41,59,2,44,50,2
31276,8523,61,80,28,37,68,38,93,55,57,34,69,40,19
31276,8524,81,79,50,11,23,2,81,67,88,3,78,74,1
31276,8526,12,7,33,25,92,1,2,21,24,23,2,13,2
31276,8527,84,96,87,1,59,1,100,78,86,1,100,83,1
31276,8528,47,50,22,1,54,2,98,50,46,2,99,75,2
31276,8529,25,20,11,12,72,13,61,30,23,11,80,80,1
31276,8530,67,35,33,4,61,22,79,43,61,24,91,58,25
31276,8532,23,38,55,50,62,35,32,32,35,70,57,50,31
31276,8533,33,40,73,74,73,36,61,31,40,38,36,41,25
31276,8534,1,9,99,1,50,5,50,3,20,50,1,50,3
31276,8535,54,81,62,10,4,2,69,57,58,3,59,71,27
31276,8537,82,99,1,6,7,3,13,64,85,3,50,51,2
31276,8538,24,50,62,21,92,50,66,30,32,1,1,50,7
31276,8539,78,96,8,1,1,1,15,91,89,1,13,1,1
31276,8540,69,23,12,1,1,1,61,79,74,1,72,65,1
31276,8541,85,36,65,2,99,1,100,65,100,1,100,77,2
31276,8545,37,42,45,59,64,56,59,45,45,14,67,19,1
31276,8547,63,70,63,33,55,46,59,57,55,38,86,39,2
31276,8548,1,3,100,73,92,78,32,24,2,88,10,67,65
31276,8549,31,39,40,57,32,15,66,26,31,4,65,23,3
31276,8551,63,71,55,23,31,33,74,62,64,31,69,51,15
31276,8552,77,100,68,35,62,7,84,90,89,11,91,90,1
31276,8553,44,60,55,44,50,50,50,50,50,50,60,50,50
31276,8555,2,2,72,39,69,59,1,72,50,64,2,91,13
31276,8556,42,41,55,44,73,63,57,45,46,54,78,56,38
31276,8557,69,39,35,32,1,1,58,39,35,1,69,29,1
31276,8558,55,58,78,8,55,37,99,64,58,50,89,91,10
31276,8560,51,62,59,42,62,64,62,56,46,40,58,66,45
31276,8561,68,22,64,35,57,20,78,69,63,1,88,64,2
31276,8562,60,33,35,59,59,11,57,35,34,29,34,58,11
31276,8564,55,91,12,1,55,11,65,52,69,1,63,20,1
31276,8566,64,63,50,50,38,35,63,50,69,36,66,50,23
31276,8567,47,54,53,54,54,52,52,55,49,7,54,19,1
31276,8570,1,87,17,1,21,24,1,31,36,1,1,35,1
31276,8571,44,32,67,5,54,4,94,42,54,5,93,65,3
31276,8572,16,13,89,100,92,66,1,46,52,64,29,52,1
31276,8575,22,67,50,77,99,2,99,63,65,2,75,49,2
31276,8576,68,38,71,22,19,17,46,67,66,16,92,20,8
31276,8578,54,36,45,44,46,35,59,67,61,44,69,15,1
31276,8580,60,34,19,61,63,54,65,90,61,54,57,35,1
31276,8587,14,81,39,82,34,1,1,10,15,1,2,13,1
31276,8588,77,100,50,1,66,1,87,50,90,1,100,90,1
31276,8589,52,59,26,1,40,1,57,54,53,1,56,39,1
31276,8590,87,37,37,27,6,40,73,72,43,12,89,35,42
31276,8591,50,60,50,1,64,1,96,50,50,1,24,89,1
31276,8592,57,67,75,7,73,65,97,19,43,9,20,65,2
31276,8593,53,41,79,9,80,3,67,80,78,3,60,67,2
31276,8594,11,53,44,46,72,68,29,26,20,73,10,71,34
31276,8595,24,60,62,32,39,20,55,62,30,27,67,63,65
31276,8596,60,50,45,53,78,9,73,50,53,3,14,48,4
31276,8597,50,44,3,42,18,53,56,54,56,50,58,8,1
31276,8600,81,35,64,5,28,1,96,69,65,2,95,35,5
31276,8601,64,50,59,21,15,32,67,68,50,5,70,68,22
31276,8602,21,23,63,36,34,46,67,35,23,3,51,45,3
31276,8603,74,16,33,7,58,2,95,76,75,7,82,88,2
31276,8604,83,60,70,21,33,35,28,86,79,57,32,65,1
31276,8605,1,15,15,1,100,1,100,81,81,1,100,32,1
31276,8606,8,61,60,12,88,10,87,31,44,1,66,39,1
31276,8607,89,25,78,7,82,10,100,96,1,11,100,17,1
31276,8608,55,56,43,16,42,13,60,47,55,38,54,53,17
31276,8610,60,55,50,2,96,18,98,76,60,25,96,95,42
31276,8611,50,50,50,50,50,50,50,50,50,46,50,50,50
31276,8612,9,50,69,74,22,50,39,30,31,58,1,60,1
31276,8613,43,42,51,17,37,14,63,60,69,13,35,50,12
31276,8614,64,40,41,1,34,9,87,63,57,1,87,43,1
31276,8615,55,82,72,1,50,71,13,72,61,15,18,79,1
31276,8616,51,28,46,61,45,1,28,53,32,13,34,1,1
31276,8617,5,77,69,58,83,69,87,30,44,1,58,41,3
31276,8620,75,1,70,1,56,1,73,50,50,1,44,50,1
31276,8621,1,1,33,74,100,3,32,1,100,35,1,41,1
31276,8622,36,66,39,25,77,50,53,43,40,28,81,33,1
31276,8623,57,40,79,40,100,1,58,51,55,2,62,55,1
31276,8625,42,69,74,29,36,17,86,68,36,64,70,62,31
31276,8626,39,65,54,38,76,46,42,42,39,39,58,44,57
31276,8628,79,71,50,50,50,3,76,60,50,14,72,70,6
31276,8629,50,50,12,50,50,50,59,50,50,50,56,50,50
31276,8630,63,21,64,35,58,19,80,28,67,23,83,33,14
31276,8631,42,45,47,16,55,55,57,37,38,35,39,40,50
31276,8632,19,37,29,1,85,1,80,6,52,1,11,27,1
31276,8633,61,43,45,1,4,13,84,89,56,11,41,55,12
31276,8634,41,57,59,55,74,16,76,53,60,46,63,32,31
31276,8635,54,56,37,34,56,36,58,50,41,3,53,60,2
31276,8638,37,54,17,50,24,20,79,13,34,13,87,23,7
31276,8639,56,90,8,2,14,65,75,50,47,17,19,39,2
31276,8640,42,62,13,38,87,40,67,54,56,5,62,24,25
31276,8641,21,19,63,68,82,34,15,21,16,68,13,21,68
31276,8642,68,21,16,9,63,4,62,14,61,86,74,50,70
31276,8643,42,60,50,1,63,53,96,75,60,1,100,82,1
31276,8644,64,60,39,41,56,20,66,68,58,32,63,50,9
31276,8645,68,62,42,10,36,4,86,52,74,12,86,19,4
31276,8646,1,50,40,27,63,61,1,7,50,57,1,29,1
31276,8648,68,34,50,1,20,62,67,90,73,1,100,14,1
31276,8649,36,22,30,20,23,62,58,58,58,12,62,13,9
31276,8650,49,92,48,1,51,1,80,56,63,1,56,19,1
31276,8651,21,20,22,25,99,20,20,24,20,2,6,11,2
31276,8652,50,100,30,1,1,22,100,50,50,1,100,100,1
31276,8654,56,59,14,15,51,31,70,56,61,22,71,50,1
31276,8655,74,99,27,2,17,1,73,73,74,1,75,1,1
31276,8658,57,59,22,31,41,34,53,46,48,24,55,43,50
31276,8661,46,46,53,42,52,47,54,43,47,42,53,48,45
31276,8666,1,33,79,66,100,51,69,19,43,1,50,39,1
31276,8667,78,72,90,8,37,3,79,92,65,1,78,92,1
31276,8668,54,72,27,23,21,20,63,57,50,21,62,15,5
31276,8669,56,83,53,27,99,31,69,46,50,12,64,81,9
31276,8671,50,1,50,50,50,50,50,50,50,50,50,50,50
31276,8672,54,24,70,1,100,1,100,1,1,1,100,1,1
31276,8673,82,50,50,50,50,50,50,50,50,50,50,50,50
31276,8674,15,29,61,86,81,1,100,33,50,86,86,32,1
31276,8675,18,81,34,72,81,69,19,20,12,59,12,76,45
31276,8676,53,64,45,3,41,4,72,64,50,3,97,50,2
31276,8677,67,69,30,2,1,2,91,75,78,2,84,19,2
31276,8678,53,63,76,57,31,66,42,62,45,21,46,58,53
31276,8679,84,40,79,1,10,2,83,69,64,2,83,89,8
31276,8681,4,26,69,51,99,14,90,8,2,50,100,93,50
31276,8683,60,55,50,16,37,29,90,71,84,28,90,68,28
31276,8686,50,64,54,48,65,43,16,50,53,1,16,39,1
31276,8687,58,64,36,2,41,33,79,74,61,2,84,26,3
31276,8688,1,8,96,13,91,78,71,26,3,25,62,94,11
31276,8689,69,7,100,1,74,1,100,44,50,1,100,100,1
31276,8691,25,50,28,20,21,18,69,71,23,26,77,13,16
31276,8693,56,65,61,8,57,25,70,41,39,7,75,60,4
31276,8694,57,36,63,1,100,1,100,51,63,1,1,50,1
31276,8695,64,64,51,1,64,1,83,71,67,1,84,69,1
31276,8697,45,13,1,54,56,54,54,45,35,55,52,13,47
31276,8698,79,83,87,12,85,15,89,87,85,18,86,86,11
31276,8699,37,86,70,81,76,34,38,65,30,55,68,33,60
31276,8700,46,27,85,16,61,53,80,23,48,6,61,88,6
31276,8701,86,39,84,1,60,23,100,1,82,19,100,33,1
31276,8703,1,1,100,100,100,7,100,1,1,1,79,100,1
31276,8704,14,24,54,54,70,1,92,57,54,5,72,55,1
31276,8705,100,100,26,2,1,1,100,59,51,1,99,82,1
31276,8707,79,67,63,1,83,1,93,100,100,22,67,79,1
31276,8708,60,23,17,22,32,6,57,70,71,8,68,61,9
31276,8709,62,12,7,4,9,1,100,22,65,1,91,100,1
31276,8710,66,50,50,1,1,1,90,96,50,2,95,50,1
31276,8712,84,28,51,9,4,23,86,59,55,4,87,38,4
31276,8713,87,66,39,10,8,1,89,71,74,13,98,70,5
31276,8714,50,9,4,50,50,50,38,50,50,50,50,50,50
31276,8715,59,64,87,73,100,84,41,56,53,33,30,59,33
31276,8716,46,9,56,62,100,25,63,61,89,1,64,40,1
31276,8717,83,36,22,6,13,1,51,70,74,3,74,72,2
31276,8718,63,16,21,22,30,26,77,92,70,3,78,6,9
31276,8719,83,80,66,1,66,1,81,87,93,1,100,94,1
31276,8720,76,1,73,1,6,1,81,94,99,1,100,89,6
31276,8721,63,57,22,42,66,75,72,70,79,56,53,37,19
31276,8723,56,55,61,27,59,39,63,60,56,32,63,55,36
31276,8724,43,39,46,1,92,14,92,43,61,4,63,63,1
31276,8725,46,62,47,35,82,20,82,48,47,18,73,45,20
31276,8726,77,97,2,5,1,1,5,77,78,7,8,40,1
31276,8728,15,50,99,1,1,9,75,89,44,5,50,57,2
31276,8730,23,24,62,2,86,3,91,59,67,5,62,88,2
31276,8731,64,76,61,19,4,4,76,83,60,13,85,76,27
31276,8732,49,53,2,5,7,9,2,50,50,4,2,7,2
31276,8736,45,12,37,42,57,15,53,47,51,1,80,30,1
31276,8738,74,63,54,30,39,21,84,71,70,27,94,59,16
31276,8742,15,41,59,13,54,43,62,52,54,55,77,36,56
31276,8743,75,50,28,2,35,34,75,76,76,2,66,50,2
31276,8745,26,37,81,76,91,39,64,36,40,3,66,58,1
31276,8746,51,40,64,22,71,1,82,63,66,19,71,66,1
31276,8747,56,66,36,1,1,1,51,58,100,1,55,39,1
31276,8748,68,5,8,7,59,9,71,55,67,11,67,9,9
31276,8750,67,25,64,8,22,24,50,50,67,21,65,69,21
31276,8752,39,35,41,1,39,1,57,37,39,1,56,34,1
31276,8753,58,1,40,1,1,1,80,1,1,1,77,42,1
31276,8754,50,50,64,2,50,1,84,50,65,2,64,71,1
31276,8755,35,76,35,23,22,22,14,80,100,13,21,23,4
31276,8756,44,66,63,16,67,12,59,43,55,38,60,81,7
31276,8758,24,70,22,28,26,30,63,38,38,18,83,50,1
31276,8759,3,88,61,66,80,88,14,41,30,59,3,85,4
31276,8760,84,31,42,16,36,6,71,71,68,20,87,34,33
31276,8763,74,1,1,1,2,1,25,1,50,1,50,50,3
31276,8764,50,50,61,50,50,50,56,50,50,50,79,50,56
31276,8765,50,51,50,35,21,1,100,56,58,1,100,50,1
31276,8766,54,73,25,7,57,36,46,39,57,52,44,53,40
31276,8767,100,4,1,1,1,1,99,76,81,1,94,1,1
31276,8768,28,50,61,50,79,60,50,38,31,50,50,50,50
31276,8769,13,99,40,69,81,2,18,58,77,1,5,80,1
31276,8770,36,50,28,53,53,35,24,35,50,20,1,9,1
31276,8771,14,20,79,11,96,1,66,60,54,1,55,67,1
31276,8774,64,62,40,1,43,1,82,71,50,1,81,50,1
31276,8777,61,99,2,17,34,3,74,43,47,12,76,3,9
31276,8778,1,1,25,1,50,1,68,1,1,1,90,50,1
31276,8779,53,83,57,31,37,37,62,64,42,35,55,66,22
31276,8780,51,67,39,1,1,1,45,49,53,40,37,35,1
31276,8781,2,13,79,1,100,77,6,5,6,72,1,11,1
31276,8782,73,1,11,1,53,5,77,84,63,1,86,13,1
31276,8783,59,50,17,50,60,50,1,60,50,1,1,50,1
31276,8784,56,52,14,1,57,1,46,62,88,1,54,40,1
31276,8785,3,79,58,64,58,62,1,61,22,68,50,57,33
31276,8786,50,67,33,33,60,37,37,42,44,22,27,28,24
31276,8787,74,70,31,20,22,5,74,69,76,7,54,23,5
31276,8788,1,27,85,1,100,1,94,50,61,1,56,41,1
31276,8789,43,28,7,1,69,1,2,52,55,1,1,50,1
31276,8792,50,2,1,50,2,2,50,77,2,2,50,50,1
31276,8793,72,63,73,1,39,1,99,99,61,1,99,100,1
31276,8794,50,50,50,55,94,65,43,50,60,4,64,50,54
31276,8797,42,43,55,9,28,1,64,31,50,29,57,57,46
31276,8799,32,50,63,35,83,55,40,61,41,28,36,50,21
31276,8800,45,22,78,1,54,1,55,50,43,1,54,19,1
31276,8801,74,1,59,1,1,1,91,84,1,1,95,68,1
31276,8802,65,87,47,1,59,1,62,80,60,1,81,20,1
31276,8803,53,64,57,36,65,44,57,31,54,40,79,60,29
31276,8804,45,76,23,35,58,29,75,60,59,37,73,34,51
31276,8806,38,91,40,4,91,5,96,55,56,2,92,61,2
31276,8807,72,8,61,15,32,64,60,55,60,3,76,50,13
31276,8808,84,23,12,1,9,6,87,82,79,1,96,17,3
31276,8810,18,60,41,51,53,48,10,5,40,65,7,19,54
31276,8811,23,50,71,23,25,29,2,59,23,32,64,50,64
31276,8812,67,1,2,1,18,3,9,50,49,2,49,5,3
31276,8814,70,37,20,13,41,20,71,95,84,84,82,25,8
31276,8815,50,96,90,4,92,6,94,50,95,7,91,92,7
31276,8816,51,20,3,39,59,1,9,68,62,3,52,20,31
31276,8817,84,59,23,1,20,2,80,62,99,1,65,35,1
31276,8818,50,67,65,1,81,58,50,50,51,1,50,87,1
31276,8819,50,99,2,2,50,2,2,50,50,2,2,7,2
31276,8820,30,1,53,50,1,1,1,26,40,50,30,60,1
31276,8821,77,24,50,40,75,7,71,82,82,58,55,4,7
31276,8822,47,59,71,61,100,13,83,64,53,66,100,74,8
31276,8823,70,65,69,1,68,1,79,65,2,1,79,50,1
31276,8824,95,86,96,8,62,3,100,69,77,14,91,69,4
31276,8825,33,100,43,52,67,1,17,19,77,1,67,23,1
31276,8826,84,1,2,1,8,50,50,78,90,1,72,50,1
31276,8827,63,35,55,39,45,33,65,73,60,37,77,44,28
31276,8830,49,88,13,1,19,27,60,70,73,25,72,8,12
31276,8836,35,69,65,17,28,17,46,42,40,39,56,57,40
31276,8838,24,94,11,1,91,1,86,50,87,1,44,1,1
31276,8840,72,70,50,6,57,50,82,19,50,35,86,61,6
31276,8855,37,63,62,32,65,68,59,34,63,25,58,63,17
31276,8863,35,64,63,33,64,39,54,53,7,35,53,73,4
31276,8880,27,71,75,1,84,56,3,22,29,2,5,77,1
31276,8882,54,14,12,1,14,1,1,28,55,1,13,13,1
31276,8888,85,80,88,9,92,1,91,91,77,1,93,82,1
31276,8891,57,75,25,29,84,1,77,26,63,2,66,50,2
31276,8900,41,46,66,29,58,44,46,50,55,43,60,44,30
31276,8901,31,63,62,32,58,43,22,31,47,19,25,54,19
31276,8903,68,75,68,13,35,10,73,63,68,13,74,83,8
31276,8904,24,28,28,27,26,1,62,28,76,1,1,1,1
31276,8905,27,56,60,32,78,34,84,31,62,29,66,39,3
31276,8906,82,18,79,66,55,83,18,100,99,64,35,36,5
31276,8907,69,64,48,20,39,3,91,53,56,26,65,55,1
31276,8916,40,64,67,2,24,2,73,64,73,2,82,25,2
31276,8917,69,65,71,1,5,50,85,92,85,4,97,71,1
31276,8918,31,30,36,3,4,2,65,17,34,3,94,50,2
31276,8920,83,78,50,4,5,6,93,74,81,4,96,4,5
31276,8923,52,55,22,37,50,50,73,57,60,51,56,50,12
31276,8931,39,87,35,56,59,64,52,44,48,60,44,37,13
31276,8938,21,58,84,61,80,72,64,59,54,1,61,75,1
31276,8939,50,50,50,50,50,50,50,50,50,50,50,50,50
31276,8950,25,35,62,78,73,58,66,24,27,38,70,59,65
31276,8958,60,24,85,44,87,39,62,68,100,27,20,80,1
31276,8965,35,55,50,53,60,50,31,50,33,1,39,39,1
31276,8966,30,67,91,84,39,90,89,30,38,77,67,83,38
31276,8968,50,97,17,16,25,1,57,32,24,16,60,33,2
31276,8969,82,31,25,24,66,18,79,67,100,1,59,23,1
31276,8970,61,38,59,20,32,15,81,59,53,22,76,60,6
31276,8975,64,20,32,1,94,2,1,67,74,3,4,50,1
31276,8979,50,50,50,1,1,1,87,53,50,1,89,60,50
31276,8980,74,1,50,1,58,1,80,54,50,1,78,51,1
31276,8984,27,59,60,71,64,63,51,30,38,60,52,79,1
31276,8985,13,84,92,1,100,100,1,81,22,22,5,1,1
31276,8986,62,66,45,2,79,2,99,60,41,2,32,85,2
31276,8987,52,100,1,2,6,30,53,50,50,9,53,50,3
31276,8989,55,56,50,39,76,32,57,56,78,26,56,54,32
31276,8997,30,44,76,39,71,57,77,42,39,33,65,37,67
31276,9001,70,29,15,13,60,8,66,97,89,8,82,35,1
31276,9002,56,21,57,55,99,5,57,22,22,44,7,26,9
31276,9003,64,56,55,49,61,42,68,45,54,20,70,57,19
31276,9006,75,4,64,1,88,5,65,93,95,10,89,30,5
31276,9007,82,62,66,69,79,77,60,86,90,10,63,94,13
31276,9009,56,63,69,2,60,2,99,44,50,1,98,31,2
31276,9010,41,42,42,73,68,43,53,50,29,53,62,44,53
31276,9011,40,65,71,1,55,1,83,50,50,1,64,40,1
31276,9012,56,94,1,26,55,1,65,67,78,2,97,79,1
31276,9014,50,56,84,9,76,1,86,64,31,7,83,16,2
31276,9015,66,81,56,2,57,2,82,48,62,3,65,56,3
31276,9018,83,82,32,1,1,3,100,91,63,1,100,28,1
31276,9019,78,80,35,1,66,1,80,65,82,1,80,36,1
31276,9020,83,58,58,8,50,3,97,85,97,4,94,39,1
31276,9021,46,78,54,61,66,61,40,46,45,31,45,62,21
31276,9022,54,46,50,1,50,1,69,46,62,1,82,50,1
31276,9024,71,66,26,1,63,1,80,87,74,1,74,67,1
31276,9025,87,65,73,1,75,1,100,94,77,1,100,67,1
31276,9028,18,42,62,38,79,58,64,37,42,37,16,37,33
31276,9029,37,50,50,18,63,36,65,50,56,18,62,42,22
31276,9033,66,88,8,22,43,34,71,46,53,37,66,45,27
31276,9035,77,60,42,29,63,18,78,66,75,16,73,51,4
31276,9036,53,50,50,50,58,50,56,50,69,50,65,50,50
31276,9037,23,100,1,75,83,50,54,50,50,21,50,73,1
31276,9038,54,44,21,26,34,3,67,4,49,1,94,25,26
31276,9039,76,71,41,1,63,1,93,36,63,1,80,64,1
31276,9040,25,80,71,71,87,57,28,50,50,50,50,50,50
31276,9041,68,11,33,5,80,8,84,53,57,7,84,22,1
31276,9043,54,81,9,19,4,10,77,40,57,4,81,24,2
31276,9045,70,78,60,1,74,24,74,61,66,6,64,30,1
31276,9046,51,50,25,1,78,18,85,59,53,1,73,51,1
31276,9047,63,27,81,1,76,1,64,70,100,2,62,36,2
31276,9048,61,67,25,22,58,14,72,65,64,21,75,55,24
