Stimulus,CID
C=CCS,13367
C=CCSCC=C,11617
C=CCSS(=O)CC=C,65036
C=CCSSCC=C,16590
C=CC[Si](Cl)(Cl)Cl,7867
C=CCl,6338
C=CF,6339
C=CN,11642
C=CO,11199
C=COC=C,8024
C=C[Si](Cl)(Cl)Cl,6413
C=O,712
C=[N+]=[N-],9550
CC,6324
CC#C,6335
CC#CC,10419
CC#N,6342
CC(=C)C,8255
CC(=C)C#N,31368
CC(=C)C(=O)O,4093
CC(=C)C(=O)OC,6658
CC(=C)C(=O)OC(C)(C)C,11448
CC(=C)C(=O)OCC1CO1,7837
CC(=C)C1=CC=CC=C1,7407
CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,547972
CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,5102
CC(=C)C1CCCCC1,523966
CC(=C)C=C,6557
CC(=C)C=O,6562
CC(=C)CC(C)(C)C,7868
CC(=C)CCl,11241
CC(=C)CO,10557
CC(=CC(=O)C)C,8858
CC(=CC(=O)C=C(C)C)C,10438
CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,5053
CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,83975
CC(=CC=C)C,13555
CC(=CC=O)C,61020
CC(=CCC(CO)C(=C)C)C,94060
CC(=CCC/C(=C/CCC(=O)C)/C)C,1549778
CC(=CCCC(=C)C=C)C,31253
CC(=CCCC(=CC=O)C)C,8843
CC(=CCCC(=CCCC(=CCO)C)C)C,3327
CC(=CCCC(=CCO)C)C,4458
CC(=CCCC(=O)C)C,9862
CC(=CCCC(C)(C=C)O)C,6549
CC(=CCCC(C)(C=C)OC(=O)C)C,8294
CC(=CCCC1=COC=C1)C,68316
CC(=CCCl)Cl,13556
CC(=CCO)C,11173
CC(=CCOC(=O)C(C)C)CCC=C(C)C,16864
CC(=NOC(=O)NC)SC,4109
CC(=O)Br,10482
CC(=O)C,180
CC(=O)C(=O)C,650
CC(=O)C(C)(C)C,6416
CC(=O)C(C)C,11251
CC(=O)C(O)C,179
CC(=O)C1=CC=CC=C1,7410
CC(=O)C1=CC=CC=C1N,11086
CC(=O)C1=CC=CO1,14505
CC(=O)C1=CC=CS1,6920
CC(=O)C1CCC(=O)O1,62856
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,4920
CC(=O)C=C,6570
CC(=O)C=O,880
CC(=O)CC(=O)C,31261
CC(=O)CC(=O)OC,7757
CC(=O)CC(C)(C)O,31256
CC(=O)CC(O)(C)C,31256
CC(=O)CCC(=O)C,8035
CC(=O)CCC1=CC(=C(C=C1)O)OC,31211
CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,4409
CC(=O)CCC1=CC=C(C=C1)O,21648
CC(=O)CCl,6571
CC(=O)Cl,6367
CC(=O)I,10483
CC(=O)N,178
CC(=O)N(C)C,31374
CC(=O)N(C)C1=CC=CC=C1,11364
CC(=O)NC1=CC=C(C=C1)C(=O)CCl,8805
CC(=O)NC1=CC=C(C=C1)O,1983
CC(=O)NC1=CC=CC=C1,904
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,1986
CC(=O)O,176
CC(=O)OC,6584
CC(=O)OC(=O)C,7918
CC(=O)OC(C)(C)C,10908
CC(=O)OC1=CC=CC=C1,31229
CC(=O)OC1CC(CC=C1C)C(=C)C,7335
CC(=O)OC1CC2CCC1(C2(C)C)C,6448
CC(=O)OC1CCCCC1,12146
CC(=O)OC=C,7904
CC(=O)OCC(CO)O,33510
CC(=O)OCC(CO)OC(=O)C,66021
CC(=O)OCC(COC(=O)C)OC(=O)C,5541
CC(=O)OCC1=CC=CC=C1,8785
CC(=O)OCC1=CC=CO1,12170
CC(=O)OCCCC1=CC=CC=C1,31226
CC(=O)OCCOC,8054
CC(=O)OCCOC(=O)C,8121
CC(=O)OCCOCCOCCOC(=O)C,8098
CC(=O)OC[C@]1(O[C@H]2O[C@@H](COC(=O)C)[C@@H]([C@H]([C@@H]2OC(=O)C)OC(=O)C)OC(=O)C)O[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)COC(=O)C,-23864708000
CC(=O)OO,6585
CC(=O)S,10484
CC(=O)SC,73750
CC(C(=O)C)O,179
CC(C(=O)O)(Cl)Cl,6418
CC(C(=O)O)C,6590
CC(C(=O)O)Cl,11734
CC(C(=O)O)N,602
CC(C(=O)O)O,612
CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,8427
CC(C(=O)O)S,62326
CC(C(=O)OC)O,11040
CC(C(C)(C)C)OP(=O)(C)F,7305
CC(C(C)C)C,6589
CC(C(Cl)(Cl)Cl)O,66153
CC(C)(C#N)C(C)(C)C#N,18745
CC(C)(C#N)O,6406
CC(C)(C)C,10041
CC(C)(C)C(=NOC(=O)NC)CSC,38235
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,39385
CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,6732
CC(C)(C)C(=O)Cl,62493
CC(C)(C)C(=O)O,6417
CC(C)(C)C1=C(C=CC(=C1)O)O,16043
CC(C)(C)C1=C(C=CC(=C1)OC)O,8456
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,12867
CC(C)(C)C1=CC=C(C=C1)O,7393
CC(C)(C)C1=CC=CC=C1O,6923
CC(C)(C)C1=NN=C(N(C1=O)N)SC,30479
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,5383
CC(C)(C)CC(C)(C)S,8851
CC(C)(C)N,6385
CC(C)(C)N=C=O,62412
CC(C)(C)O,6386
CC(C)(C)OC,15413
CC(C)(C)OOC(=O)C1=CC=CC=C1,11966
CC(C)(C)OOC(C)(C)C,8033
CC(C)(C)S,6387
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,6623
CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,2286
CC(C)(C1=CC=CC=C1)OO,6629
CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2,6641
CC(C)(C=C)O,8257
CC(C)(C=NOC(=O)NC)SC,2086
CC(C)(CCCC(=C)C=C)O,10975
CC(C)C,6360
CC(C)C#N,6559
CC(C)C(=O)C,11251
CC(C)C(=O)O,6590
CC(C)C(C(=O)NC(=O)N)Br,2447
CC(C)C(C(=O)O)N,1182
CC(C)C(C(C)(C)COC(=O)C(C)C)O,6490
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,23284
CC(C)C(C)C,6589
CC(C)C(C)O,11732
CC(C)C1=CC(=CC=C1)OC(=O)NC,6143
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,90895
CC(C)C1=CC=C(C=C1)C=O,326
CC(C)C1=CC=CC=C1,7406
CC(C)C1=CC=CC=C1C(C)C,11345
CC(C)C=C,11239
CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,2548
CC(C)C=O,6561
CC(C)CC(=O)C,7909
CC(C)CC(=O)CC(C)C,7958
CC(C)CC(=O)O,10430
CC(C)CC(=O)OC,11160
CC(C)CC(=O)OCC(C)C,11514
CC(C)CC(=O)OCC=C,17816
CC(C)CC(C(=O)O)N,857
CC(C)CC(C)(C#N)N,92251
CC(C)CC(C)(C#N)N=NC(C)(CC(C)C)C#N,91537
CC(C)CC(C)(C)C,10907
CC(C)CC(C)C,7907
CC(C)CC(C)N,7908
CC(C)CC(C)O,7910
CC(C)CC(C)OC(=O)C,7959
CC(C)CC1=NC=CN=C1OC,32594
CC(C)CC=O,11552
CC(C)CCC(=O)C,8034
CC(C)CCC(=O)O,12587
CC(C)CCC(C)(C)C,19041
CC(C)CCC(C)NC1=CC=C(C=C1)NC(C)CCC(C)C,18320
CC(C)CCCC=C,21122
CC(C)CCCCCCC=O,14862
CC(C)CCCCCCCO,32898
CC(C)CCCCCCCOC(=O)C=C,14899
CC(C)CCCCCO,15450
CC(C)CCCCO,12331
CC(C)CCO,31260
CC(C)CCOC(=O)C,31276
CC(C)CCOC(=O)CC(C)C,12613
CC(C)CCON=O,8053
CC(C)CCS,10925
CC(C)CCSCCC(C)C,10990
CC(C)CN,6558
CC(C)CNCC(C)C,8085
CC(C)CO,6560
CC(C)COC(=O)C,8038
CC(C)COC(=O)C(C)C,7351
CC(C)COC(=O)C1=CC=CC=C1O,6873
CC(C)COC(=O)C=C,7819
CC(C)COC(=O)Cl,62365
CC(C)COCCO,521158
CC(C)CS,10558
CC(C)Cl,6361
CC(C)N,6363
CC(C)N=C=O,61277
CC(C)NC(C)C,7912
CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,7573
CC(C)NC1=CC=CC=C1,13032
CC(C)O,3776
CC(C)OC(=O)C,7915
CC(C)OC(=O)Cl,7917
CC(C)OC(=O)OOC(=O)OC(C)C,7769
CC(C)OC(C)C,7914
CC(C)OC1=CC=CC=C1OC(=O)NC,4944
CC(C)OCCO,7996
CC(C)O[N+](=O)[O-],15575
CC(C)S,6364
CC(C)SC(C)C,12264
CC(C)[N+](=O)[O-],398
CC(C1=CC=CC=C1)OC(=O)C,62341
CC(CC(=O)C)C,7909
CC(CC(=O)O)C,10430
CC(CC(=O)O)O,441
CC(CC(C)(C)C)C,10907
CC(CC(C)(C)O)O,7870
CC(CC1=CC=CC=C1)N,3007
CC(CCC(=O)C)C,8034
CC(CCC(C)(C)C)C,19041
CC(CCC=C(C)C)CC=O,7794
CC(CCC=C(C)C)CCO,8842
CC(CCCC(C)(C)O)C=C,29096
CC(CCCC(C)(C)O)CC=O,7888
CC(CCO)CC(C)(C)C,18938
CC(CCOC(=O)C)OC,20498
CC(CCl)Br,18175
CC(CCl)Cl,6564
CC(CCl)O,31370
CC(CCl)OC(C)CCl,7944
CC(CN(CC(C)O)CC(C)O)O,24730
CC(CN)N,6567
CC(CN)O,4
CC(CNCC(C)O)O,8086
CC(CO)C#N,17377
CC(CO)Cl,6566
CC(CO)N,5126
CC(CO)O,1030
CC(CO)OC(C)COC(C)COC,33023
CC(CO)OCC(C)O,32881
CC(CO)OCC(C)OC,25485
CC(CO)OCC(C)OCC(C)O,32611
CC(CO)OCC(C)OCC(C)OC,25054
CC(COC(=O)C(C)C)C,7351
CC(COC(=O)C=C)O,61249
CC(COC(C)(C)C)O,92629
CC(COC(C)COC)O,25484
CC(COC)O,7900
CC(COC)OC(=O)C,7946
CC(CO[N+](=O)[O-])O[N+](=O)[O-],22933
CC(Cl)(Cl)Cl,6278
CC(Cl)Cl,6365
CC(F)(Cl)Cl,15586
CC(F)(F)Cl,6388
CC(F)F,6368
CC(N)(C)C,6385
CC(O)(C)C,6386
CC(O)C,3776
CC(OC(=O)C(C)C)C,12044
CC(OC(=O)C(Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl)(C)C)C,3339
CC(OC(C)C)C,7914
CC(OC)OC,10795
CC(S)(C)C,6387
CC(S)C,6364
CC([N+](=O)[O-])(Cl)Cl,11674
CC(c1ccc(c(c1O)Cl)C)C,81902
CC/C=C\CCOC(=O)C,5363388
CC/C=C\CCOC(=O)CC1=CC=CC=C1,5367698
CC1(C(=O)N(C(=O)N1Cl)Cl)C,8360
CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,39676
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,2174
CC1(C2CC1C3(C(C2)O3)C)C,91508
CC1(C2CCC(C2)(C1=O)C)C,14525
CC1(C2CCC(C2)C1=C)C,6616
CC1(C2CCC(O1)(CC2)C)C,2758
CC1(C2CCC1(C(=O)C2)C)C,2537
CC1(C2CCC1(C(C2)(C)O)C)C,16913
CC1(C2CCC1(C(C2)O)C)C,64685
CC1(C=CC(=O)O1)C,29909
CC1(CC(=O)CC(=O)C1)C,31358
CC1(CC(=O)CC(N1)(C)C)C,13220
CC1(CC(CC(C1)(C)CN)N)C,17857
CC1(CC2=C(O1)C(=CC=C2)O)C,15278
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,2566
CC1(CCCC2(C1=CC(=O)O2)C)C,27209
CC1(OCC(O1)CO)C,7528
CC12CCC(CC1)C(O2)(C)C,2758
CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,3269
CC12CCC3C(C1CC=C2)CCC4=C3C=CC(=C4)O,620257
CC12CCC3C(C1CC=C2)CCC4=CC(=O)CCC34C,261258
CC12CCC3C(C1CC=C2)CCC4C3(CCC(=O)C4)C,86705
CC12CCC3C(C1CC=C2)CCC4C3(CCC(C4)O)C,556492
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,4638
CC12CCCC1C3CCC4CC(CCC4(C3CC2)C)O,439222
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,4811
CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],62329
CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],240115
CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,5646
CC1=C(C(=CC=C1)C)C,10686
CC1=C(C(=CC=C1)C)N,6896
CC1=C(C(=CC=C1)C)O,11335
CC1=C(C(=CC=C1)N)C,6893
CC1=C(C(=CC=C1)O)C,10687
CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-],11761
CC1=C(C(=O)C=CO1)O,8369
CC1=C(C(=O)CC1)O,6660
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,6009
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,4485
CC1=C(C(CC=C1)(C)C)C=O,61041
CC1=C(C(CCC1)(C)C)C=CC(=O)C,26955
CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],6753
CC1=C(C=C(C=C1)C(C)C)O,10364
CC1=C(C=C(C=C1)Cl)Cl,7254
CC1=C(C=C(C=C1)Cl)N,7260
CC1=C(C=C(C=C1)N)C,7248
CC1=C(C=C(C=C1)N)Cl,7255
CC1=C(C=C(C=C1)N=C=O)Cl,62832
CC1=C(C=C(C=C1)N=C=O)N=C=O,11443
CC1=C(C=C(C=C1)O)C,7249
CC1=C(C=C(C=C1)O)N(C)C,8389
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],8461
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8376
CC1=C(C=CC(=C1)Cl)N,7251
CC1=C(C=CC(=C1)Cl)OCC(=O)O,7204
CC1=C(C=CC(=C1)O)Cl,1732
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],31200
CC1=C(C=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],12075
CC1=C(C=CC=C1Cl)Cl,8368
CC1=C(C=CC=C1N=C=O)N=C=O,7040
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],11813
CC1=C(C=CS1)S,75664
CC1=C(N=C(C(=N1)C)C)C,14296
CC1=C(N=CN1)CSCCNC(=NC)NC#N,2756
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,5344
CC1=C(S(=O)(=O)CCS1(=O)=O)C,41385
CC1=C(SC=C1)C,34295
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,6001
CC1=CC(=C(C(=C1)C(C)(C)C)O)C,15884
CC1=CC(=C(C(=C1)C)C)C,10695
CC1=CC(=C(C=C1)C(C)C)O,6989
CC1=CC(=C(C=C1)C)C,7247
CC1=CC(=C(C=C1)C)N,7259
CC1=CC(=C(C=C1)C)O,7267
CC1=CC(=C(C=C1)N)C,7250
CC1=CC(=C(C=C1)O)C,7771
CC1=CC(=C(C=C1)O)[N+](=O)[O-],8391
CC1=CC(=C(C=C1)OC)N,8445
CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],11883
CC1=CC(=C(C=C1C)C)C,7269
CC1=CC(=C(C=C1C)N)C,8717
CC1=CC(=C(O1)C)SC(=O)C2=CC=CO2,62106
CC1=CC(=CC(=C1)C)C,7947
CC1=CC(=CC(=C1)N)C,7949
CC1=CC(=CC(=C1)O)C,7948
CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,17516
CC1=CC(=CC(=C1)OC)OC,77844
CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,9414
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],10800
CC1=CC(=CC(=C1SC)C)OC(=O)NC,16248
CC1=CC(=CC=C1)C,7929
CC1=CC(=CC=C1)C(=O)O,7418
CC1=CC(=CC=C1)C=C,7529
CC1=CC(=CC=C1)F,9606
CC1=CC(=CC=C1)N,7934
CC1=CC(=CC=C1)N(C)C,8488
CC1=CC(=CC=C1)O,342
CC1=CC(=CC=C1)[N+](=O)[O-],7422
CC1=CC(=CS1)C,34296
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,5327
CC1=CC(=O)CC(C1)(C)C,6544
CC1=CC(=O)CC(C1=O)(C)C,62374
CC1=CC(=O)NS(=O)(=O)O1,36573
CC1=CC(NC2=CC=CC=C12)(C)C,8981
CC1=CC2=C(C=C1)N=CC=C2,7059
CC1=CC=C(C=C1)C,7809
CC1=CC=C(C=C1)C(=O)C,8500
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],4659569
CC1=CC=C(C=C1)C(=O)OC,7455
CC1=CC=C(C=C1)C(C)(C)C,7390
CC1=CC=C(C=C1)C(C)(C)O,14529
CC1=CC=C(C=C1)C(C)C,7463
CC1=CC=C(C=C1)C=C,12161
CC1=CC=C(C=C1)CC=O,61006
CC1=CC=C(C=C1)CO,11505
CC1=CC=C(C=C1)Cl,7810
CC1=CC=C(C=C1)F,9603
CC1=CC=C(C=C1)N,7813
CC1=CC=C(C=C1)N(C)C,7471
CC1=CC=C(C=C1)O,2879
CC1=CC=C(C=C1)OC,7731
CC1=CC=C(C=C1)OC(=O)C,8797
CC1=CC=C(C=C1)S,7811
CC1=CC=C(C=C1)S(=O)(=O)Cl,7397
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,5503
CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2,6633
CC1=CC=C(C=C1)[N+](=O)[O-],7473
CC1=CC=C(CC1)C(C)C,7462
CC1=CC=C(O1)C,12266
CC1=CC=C(S1)C,12514
CC1=CC=CC2=CC=CC=C12,7002
CC1=CC=CC=C1,1140
CC1=CC=CC=C1Br,7236
CC1=CC=CC=C1C,7237
CC1=CC=CC=C1C(C)C,10703
CC1=CC=CC=C1C=C,11904
CC1=CC=CC=C1CCl,11093
CC1=CC=CC=C1Cl,7238
CC1=CC=CC=C1F,7241
CC1=CC=CC=C1I,5128
CC1=CC=CC=C1N,7242
CC1=CC=CC=C1N(C)C,11869
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,7340
CC1=CC=CC=C1O,335
CC1=CC=CC=C1[N+](=O)[O-],6944
CC1=CC=CC=N1,7975
CC1=CC=CO1,10797
CC1=CC=NC=C1,7963
CC1=CCC(=CC1)C(C)C,7461
CC1=CCC(C1(C)C)CC#N,85833
CC1=CCC(C1(C)C)CC=O,98497
CC1=CCC(CC1)(O)C(C)C,11230
CC1=CCC(CC1)C(=C)C,22311
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,61746
CC1=CCC(CC1)C(C)(CCC=C(C)C)O,10586
CC1=CCC(CC1)C(O)(C)C,17100
CC1=CCC(CC1=O)C(=C)C,7439
CC1=CCC(CC1O)C(=C)C,7438
CC1=CCC2C(C1)C2(C)C,26049
CC1=CCC2CC1C2(C)C,6654
CC1=CCCC(=C)C2CC(C2CC1)(C)C,26318
CC1=CCCC(C1C=CC(=O)C)(C)C,24680
CC1=CC[C@@H](CC1)C(=C)C,440917
CC1=CC[C@H](CC1)C(=C)C,439250
CC1=CC[C@H](CC1=O)C(=C)C,439570
CC1=CC[C@](CC1)(O)C(C)C,2724161
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,5155
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],5726
CC1=CN=C(C=N1)C,31252
CC1=CN=C(C=N1)C=C,26335
CC1=CN=C(S1)C,77837
CC1=CN=CC=C1,7970
CC1=CNC2=CC=CC=C12,6736
CC1=CSC=C1C,79089
CC1=NC(=CC=C1)C,7937
CC1=NC=C(N1CCO)[N+](=O)[O-],4173
CC1=NC=CN=C1C,22201
CC1=NC=CN=C1C(=O)C,32093
CC1=NC=CN=C1CC(C)C,26333
CC1=NC=CN=C1SC,76152
CC1C(=C(C(=O)O1)O)C,62835
CC1C(=O)C(=C(O1)C)O,19309
CC1C(C)CCC(C1C)C,94277
CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,91696
CC1C(CCO1)O,34742
CC1C2CC2(CC1=O)C(C)C,11027
CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,20797
CC1CC(=O)O1,18303
CC1CC(C)(C)c2c(C1(C)C)cc(c(c2)C(=O)C)C,89440
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,89440
CC1CC(OC(O1)C)OC(=O)C,13232
CC1CCC(=C(C)C)C(=O)C1,6988
CC1CCC(C(C1)O)C(C)C,1254
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,565690
CC1CCC(CC1)C,11523
CC1CCC(CC1)C(C)C,7459
CC1CCC(CC1)O,11524
CC1CCC(OC(=O)C1)C(C)C,62349
CC1CCC2(O1)C(CCCC2(C)O)(C)C,65428
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,3374
CC1CCC2CC1C2(C)C,10129
CC1CCC=C2C1(CC(CC2)C(=C)C)C,288227
CC1CCCC(C1)C,11564
CC1CCCC(C1)O,11566
CC1CCCC1,7296
CC1CCCC2(C1(CCCC2)O)C,1213
CC1CCCCC1,7962
CC1CCCCC1=O,11419
CC1CCCCC1C,11416
CC1CCCCC1O,11418
CC1CCCCCCCCCCCCC(=O)C1,10947
CC1CCCNC1,79081
CC1CCCO1,7301
CC1CCOC(C1)C=C(C)C,27866
CC1CN1,6377
CC1CO1,6378
CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,91497
CC1COCc2c1cc1c(c2)C(C(C1(C)C)C)(C)C,91497
CC1C[NH]C2C1CCCC2,524505
CC1N=C(CO1)C,53654
CC1NCCS1,32196
CC1OC(OC(O1)C)C,31264
CC1SCCSS1,65290
CC=C,8252
CC=C(C)C,10553
CC=C1CC2CC1C=C2,27756
CC=CC,12220
CC=CC1=CC=C(C=C1)OC,7703
CC=CC=C,15301
CC=CC=CC=O,8901
CC=CC=O,20138
CC=CCCCCCCCC=O,61097
CC=CCS,22238
CC=CCl,11536
CC=CN=C=O,107584
CC=Cc1ccc(c(c1)OC)OC(=O)Cc1ccccc1,61047
CC=NO,7863
CC=O,177
CCBr,6332
CCC,6334
CCC#N,7854
CCC(=C)C,11240
CCC(=NO)C,7292
CCC(=O)C,6569
CCC(=O)C(=O)C,11747
CCC(=O)C=CC1C(=CCCC1(C)C)C,61071
CCC(=O)CC,7288
CCC(=O)Cl,62324
CCC(=O)O,1032
CCC(=O)OC,11124
CCC(=O)OC(=O)CC,31263
CCC(=O)OC(C)C,12508
CCC(=O)OC1CC(CC=C1C)C(=C)C,7336
CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,5410
CCC(=O)OCC,7749
CCC(=O)OCC(C)C,10895
CCC(=O)OCCC(C)C,7772
CCC(C(=O)C)C,11262
CCC(C(C)C)C,11260
CCC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-],8331
CCC(C)(C#N)N=NC(C)(CC)C#N,93079
CCC(C)(C)C,6403
CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,4677798
CCC(C)(C)O,6405
CCC(C)(C)OC(=O)C,12238
CCC(C)(C)S,15511
CCC(C)Br,6554
CCC(C)C,6556
CCC(C)C(=O)O,8314
CCC(C)C(=O)OC,13357
CCC(C)C(=O)OCC,24020
CCC(C)C(C(=O)O)N,791
CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,6950
CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C,17776
CCC(C)C1CCCCC1=O,61771
CCC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,57016672
CCC(C)CC,7282
CCC(C)CC(=O)CC,7822
CCC(C)CO,8723
CCC(C)COC(=O)C(C)CC,17129
CCC(C)N,24874
CCC(C)N1C(=O)C(=C(NC1=O)C)Br,9411
CCC(C)O,6568
CCC(C)OC(=O)C,7758
CCC(C)S,10560
CCC(C=C)O,12020
CCC(CC(C)C)COC(=O)COC1=C(C=C(C=C1)Cl)Cl,62039
CCC(CC)(C(=O)NC(=O)N)Br,6488
CCC(CC)C,7282
CCC(CC)CC,12048
CCC(CC)CO,7358
CCC(CC)O,11428
CCC(CN)(CC)O,12379457
CCC(Cl)Cl,6573
CCC(N)C,24874
CCC(O)(C)C,6405
CCC(O)C,6568
CCC(OC(=O)C)C,7758
CCC(S)C,10560
CCC([N+](=O)[O-])Cl,11750
CCC1(C(=O)NC(=O)NC1=O)C1CCCCC1,42608858
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,4763
CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,2164
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,4909
CCC1=C(C(=CC=C1)CC)CC,39149
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,2078
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,4993
CCC1=C(O)C(=O)CC1,62752
CCC1=CC=CC(=C1N)C,32485
CCC1=CC=CC=C1,7500
CCC1=CC=CC=C1CC,8657
CCC1=CC=CO1,18554
CCC1=CN=C(C=C1)C,7728
CCC1=NC(=C(O1)C)C,62069
CCC1=NC(=CN=C1C)C,25916
CCC1=NC=C(N=C1CC)C,28905
CCC1=NC=CN=C1,26331
CCC1C(=O)C(=C(O1)C)O,33931
CCC1CCC(CC1)C,19503
CCC1CCC(CC1)CC,14910
CCC1CCC(NC1)C,7727
CCC1CCCC(C1)C,35412
CCC1CCCC(C1)CC,519308
CCC1CCCCC1C,35413
CCC1CCCCC1CC,550318
CCC1CO1,7834
CCC=C,7844
CCC=CC,12585
CCC=CC=C,11602
CCC=CC=CC=O,20307
CCC=CCC=O,23234
CCC=CCCC=CC=O,11196
CCC=O,527
CCCC,7843
CCCC#N,8008
CCCC(=O)C,7895
CCCC(=O)C(=O)C,19707
CCCC(=O)CCC,31246
CCCC(=O)Cl,8855
CCCC(=O)O,264
CCCC(=O)OC,12180
CCCC(=O)OC(=O)CCC,7798
CCCC(=O)OC(C)C,61184
CCCC(=O)OC(Cc1ccccc1)(C)C,24915
CCCC(=O)OCC,7762
CCCC(=O)OCC(C)C,10885
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,6050
CCCC(=O)OCCC,7770
CCCC(=O)OCCC(C)C,7795
CCCC(C)(C)C,11542
CCCC(C)(COC(=O)N)COC(=O)N,4064
CCCC(C)Br,7890
