Stimulus,odor.class,odor.class.source,dataset.assigned,transport.ML.odor.probability,many.feature.ML.odor.probability,boiling.point.experimental,boiling.point.estimate.EPISuite,boiling.point.estimate.Banks,boiling.point.estimate.Burnop,boiling.point.best.available,vapor.pressure.experimental,vapor.pressure.best.available
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Odor,PubChem,train,0.975912926718593,0.996018571779132,,311.71,269.964819893785,335.040791741239,311.71,0.00011,0.00011
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],Odor,PubChem,train,0.920574180781841,0.658326923847198,328.0,335.3,285.625307360415,462.130896485699,328.0,5e-05,5e-05
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,Odor,PubChem,train,0.929665945470333,0.989447688683867,,373.03,254.787972352883,117.034785541467,421.0,4.5e-07,4.5e-07
C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,Odor,PubChem,train,0.737997561693192,0.988790444098413,,311.48,257.608201849749,319.724418213486,311.48,,2.28e-06
C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,Odor,PubChem,train,0.999765293992823,0.999124208523426,239.0,241.77,273.611672371532,252.539172456085,239.0,0.06,0.06
C1(=NC(=NC(=N1)Cl)Cl)Cl,Odor,PubChem,train,0.985916418023407,0.996196481632069,192.0,234.02,211.517701178804,41.6472554115882,192.0,,0.0236
C1(=NC(=NC(=N1)NCl)NCl)NCl,Odor,PubChem,train,0.90667862445116,0.995473783928901,,317.95,246.778227046579,138.32693980257,317.95,,7.08e-05
C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl,Odor,PubChem,train,0.75130207836628,0.996895640389994,,412.5,248.787952238609,344.766583011354,412.5,,1.62e-08
C1(=O)NC(=O)N(C(=O)N1Cl)Cl,Odor,PubChem,train,0.0052029490470886,0.98464865423739,,459.33,223.111792995265,312.699112311327,459.33,,4.88e-09
C1(=O)NC(=O)NC(=O)N1,Odorless,PubChem,train,0.0059214830398559,0.0102130174636841,,458.25,151.413277091217,235.809847074646,458.25,,4.41e-11
C1(C(O1)(F)F)(C(F)(F)F)F,Odorless,PubChem,train,0.312292277812958,0.0084860920906066,-27.4,-16.61,194.119935995242,92.3586420461662,-27.4,,4140.0
C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,Odorless,PubChem,train,0.0626620054244995,0.0211525559425354,,346.06,280.74239893331,285.877114682676,346.06,,5.16e-07
C12=C(NC(=O)N1)NC(=O)NC2=O,Odorless,PubChem,train,0.0142140984535217,0.0017452836036682,,485.26,196.217086494446,199.485010567489,485.26,,7.89e-10
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Odor,PubChem,train,0.986533929593861,0.996512925485149,277.0,265.77,260.405425641047,321.362423797389,277.0,0.002,0.002
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,Odor,PubChem,train,0.996642336715013,0.996500958688557,,288.07,248.427911247024,302.806431497812,288.07,0.000666,0.000666
C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,Odor,PubChem,train,0.98680195491761,0.994793914724141,,288.07,248.427911247024,302.806431497812,288.07,,0.000168
C1=C(C(=CC(=C1Cl)Cl)Cl)O,Odor,PubChem,train,0.999849421539693,0.998991744825616,247.0,262.08,222.676265316225,266.255208250247,247.0,0.0075,0.0075
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Odorless,PubChem,train,0.0604977607727051,0.0027924180030822,,348.68,263.56743861666,329.386050168761,348.68,3.75e-05,3.75e-05
C1=C(C(=O)NC(=O)N1)F,Odorless,PubChem,train,0.0122177004814148,0.0013340711593627,,367.33,152.740711173611,213.279309619955,367.33,,7.12e-08
C1=C(C(=O)NC(=O)N1)I,Odor,PubChem,train,0.466616809368134,0.974251070991158,,420.77,252.519843602585,251.920564637472,420.77,,4.54e-09
C1=C(C=C(C(=C1Br)O)Br)Br,Odor,PubChem,train,0.99916374438908,0.99062251765281,286.0,310.05,302.383143691078,283.840286529762,286.0,,0.000303
C1=C(C=C(C(=C1Cl)O)Cl)Cl,Odor,van Gemert 2011,train,0.999849421539693,0.998005068162456,249.0,262.08,222.676265316225,266.255208250247,249.0,0.008,0.008
C1=C(C=C(C(=C1O)Cl)Cl)Cl,Odor,PubChem,train,0.991819041781127,0.998828276875429,,262.08,222.676265316225,266.255208250247,262.08,0.022,0.022
C1=C(C=C(C(=C1O)O)O)C(=O)O,Odorless,PubChem,train,0.0943231582641602,0.0029648542404174,,373.44,198.186679295561,235.567567326716,373.44,,8.02e-09
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],Odorless,PubChem,train,0.0192937850952148,0.0055168271064758,,388.38,246.536922999312,747.627768800807,388.38,7.5e-07,7.5e-07
C1=C(C=C(C=C1Cl)Cl)Cl,Odor,van Gemert 2011,train,0.999903862386418,0.999533665628405,208.0,207.39,208.845589828287,248.49326801788,208.0,0.458,0.458
C1=C(C=C(C=C1Cl)Cl)O,Odor,PubChem,train,0.998951014247723,0.999710711737862,233.0,233.74,191.040042484033,224.248559792951,233.0,0.00842,0.00842
C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,Odor,PubChem,train,0.0061166286468505,0.0287755727767944,,356.05,238.720791194055,145.812792122449,398.5,,4.75e-06
C1=CC(=C(C(=C1)Cl)C#N)Cl,Odor,PubChem,train,0.913402147591114,0.998039450030774,270.0,252.13,200.014033338863,272.509708189642,270.0,0.00066,0.00066
C1=CC(=C(C(=C1)Cl)C=O)Cl,Odor,PubChem,train,0.994184001348913,0.999572397093289,,243.37,202.883000090345,245.750892142827,243.37,,0.0136
C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,Odor,PubChem,train,0.920416258275509,0.71603462100029,,359.51,283.919894479542,385.031773830269,359.51,,8.45e-06
C1=CC(=C(C(=C1)Cl)Cl)Cl,Odor,PubChem,train,0.999786645683344,0.999375809391495,218.5,207.39,208.845589828287,248.49326801788,218.5,0.21,0.21
C1=CC(=C(C(=C1)Cl)Cl)O,Odor,PubChem,train,0.999655280116713,0.99968566003372,206.0,233.74,191.040042484033,224.248559792951,206.0,0.09,0.09
C1=CC(=C(C(=C1)Cl)O)Cl,Odor,PubChem,train,0.999819926684722,0.999143638066016,220.0,233.74,191.040042484033,224.248559792951,220.0,0.05,0.05
C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.960205350071192,0.997628292068839,,313.8,226.827299333866,570.669784526329,313.8,,0.000205
C1=CC(=C(C(=C1)O)O)O,Odorless,PubChem,train,0.158983409404755,0.0194974541664124,309.0,281.2,147.403494511951,168.985707617835,309.0,0.000479,0.000479
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],Odor,PubChem,train,0.92607969045639,0.989407315850258,,332.13,211.258994454588,572.425941198512,332.13,,4.41e-05
C1=CC(=C(C(=C1Cl)O)Cl)Cl,Odor,PubChem,train,0.997810340486467,0.997009309008718,,262.08,222.676265316225,266.255208250247,262.08,,0.0028
C1=CC(=C(C(=C1O)Cl)Cl)Cl,Odor,PubChem,train,0.997706046560779,0.998869586153887,,262.08,222.676265316225,266.255208250247,262.08,,0.00156
C1=CC(=C(C=C1Br)Br)Br,Odor,van Gemert 2011,train,0.991647148504853,0.996506724972278,275.0,263.79,295.114295282844,269.745881074723,275.0,,0.00484
C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,Odor,PubChem,train,0.981795940548182,0.994962975848466,378.9,404.79,270.453030987727,395.666780510627,378.9,,3.93e-06
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Odor,PubChem,train,0.156055808067322,0.402283847332001,,389.31,271.571610841587,366.474081535831,389.31,9.75e-11,9.75e-11
C1=CC(=C(C=C1Cl)Cl)C=O,Odor,PubChem,train,0.991858465597034,0.999690516880946,233.0,243.37,202.883000090345,245.750892142827,233.0,,0.0228
C1=CC(=C(C=C1Cl)Cl)Cl,Odor,PubChem,train,0.999903862386418,0.999260504264385,213.5,207.39,208.845589828287,248.49326801788,213.5,0.46,0.46
C1=CC(=C(C=C1Cl)Cl)N,Odor,PubChem,train,0.998663783073425,0.999767628658446,245.0,245.76,190.029913234712,242.606840036849,245.0,,0.015
C1=CC(=C(C=C1Cl)Cl)O,Odor,van Gemert 2011,train,0.999031038605608,0.999826091938303,210.0,233.74,191.040042484033,224.248559792951,210.0,0.12,0.12
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,Odorless,PubChem,train,0.0444329380989075,0.013382613658905,,329.17,240.840662336163,296.269050797801,329.17,1.4e-07,1.4e-07
C1=CC(=C(C=C1Cl)N)Cl,Odor,PubChem,train,0.999678697640775,0.999519153730944,251.0,245.76,190.029913234712,242.606840036849,251.0,,0.0149
C1=CC(=C(C=C1Cl)N)O,Odor,PubChem,train,0.964938942342997,0.99698577565141,,269.52,169.621327545673,217.492813975399,269.52,,0.000257
C1=CC(=C(C=C1Cl)O)Cl,Odor,PubChem,train,0.999655280116713,0.999260350537952,211.0,233.74,191.040042484033,224.248559792951,211.0,0.1,0.1
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,Odor,PubChem,train,0.971308289095759,0.977788707241416,,373.62,282.658775864132,381.63383634968,373.62,,4.65e-06
C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,Odorless,PubChem,train,0.0891247391700745,0.0229426622390747,,410.97,281.421265467313,,410.97,,6.15e-09
C1=CC(=C(C=C1N)C(=O)O)O,Odorless,PubChem,train,0.0986385345458984,0.0016666054725647,,346.34,180.559183800571,234.803734522678,346.34,,6.1e-08
C1=CC(=C(C=C1N)Cl)Cl,Odor,van Gemert 2011,train,0.996356120798737,0.999604113196256,272.0,245.76,190.029913234712,242.606840036849,272.0,0.00632,0.00632
C1=CC(=C(C=C1O)Cl)Cl,Odor,PubChem,train,0.999795291951159,0.999031416082289,253.0,233.74,191.040042484033,224.248559792951,253.0,0.0055,0.0055
C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],Odor,PubChem,train,0.897513940930367,0.990916095674038,,332.13,211.258994454588,572.425941198512,332.13,0.000122,0.000122
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,Odor,PubChem,train,0.434735119342804,0.921963818371296,315.0,313.8,226.827299333866,570.669784526329,315.0,8.49e-05,8.49e-05
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,Odor,PubChem,train,0.897061109542847,0.989654579199851,333.6,340.3,210.381232675754,602.260030075388,333.6,,7.85e-06
C1=CC(=CC(=C1)C#N)C#N,Odor,PubChem,train,0.990182959474623,0.99162857234478,,265.92,150.141746435161,265.027981203192,265.92,,0.000458
C1=CC(=CC(=C1)C(=O)O)C(=O)O,Odor,PubChem,train,0.861676126718521,0.97607639990747,,351.37,194.230537749604,237.897498833513,351.37,,2.6e-08
C1=CC(=CC(=C1)CN)CN,Odor,PubChem,train,0.974863084033132,0.998287034919485,247.0,252.96,160.640381162059,232.593106759466,247.0,,0.0146
C1=CC(=CC(=C1)Cl)C(F)(F)F,Odor,PubChem,train,0.999726777110482,0.998713062959723,137.5,146.21,208.044107721713,240.263069055255,137.5,,7.12
C1=CC(=CC(=C1)Cl)N,Odor,van Gemert 2011,train,0.999132016091608,0.999837976894923,230.5,216.05,149.387374565188,196.279479643899,230.5,0.066,0.066
C1=CC(=CC(=C1)Cl)O,Odor,PubChem,train,0.999927946781099,0.999800345132826,214.0,203.06,150.705164235306,175.205254092179,214.0,0.83,0.83
C1=CC(=CC(=C1)Cl)[N+](=O)[O-],Odor,PubChem,train,0.997244561556727,0.999471368442755,236.0,237.12,185.343373749251,376.650990859712,236.0,0.097,0.097
C1=CC(=CC(=C1)N)C(F)(F)F,Odor,PubChem,train,0.999893344574957,0.99613408301957,187.0,190.02,189.116914242822,233.576749438576,187.0,,0.686
C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N,Odorless,PubChem,train,0.0330204963684082,0.0051984786987304,,585.11,309.080924816593,563.003744417645,585.11,,6.03e-13
C1=CC(=CC(=C1)O)O,Odor,PubChem,train,0.976531393826008,0.994491136167198,280.0,229.69,123.87954172029,144.025785215198,280.0,0.000489,0.000489
C1=CC(=CC(=C1)O)[N+](=O)[O-],Odor,van Gemert 2011,train,0.989529115147889,0.99925611395156,285.0,261.49,164.241947458992,364.153805678891,285.0,0.00015,0.00015
C1=CC(=CC(=C1)[N+](=O)[O-])C=O,Odor,van Gemert 2011,train,0.964513324201107,0.999110342701897,,270.36,178.315583690148,380.190514685539,270.36,0.00725,0.00725
C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.731727510690689,0.99439489049837,291.0,290.38,196.207171207581,580.083354235143,291.0,0.0009,0.0009
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,Odor,PubChem,train,0.0811377167701721,0.0428569912910461,,507.23,306.571389057568,480.476542541791,507.23,,3.74e-10
C1=CC(=CC=C1C(=O)Cl)C(=O)Cl,Odor,PubChem,train,0.993937874212861,0.996860350249335,258.0,279.6,227.194195901091,282.893173973808,258.0,,0.00486
C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-],Odor,PubChem,train,0.992090287618339,0.995545566082001,,285.04,212.547824366923,400.902847873023,285.04,,0.00145
C1=CC(=CC=C1C(=O)O)Cl,Odorless,PubChem,train,0.136069118976593,0.0190685391426086,,276.56,184.282668630715,221.146674233069,276.56,,3.22e-05
C1=CC(=CC=C1C(=O)O)S(=O)(=O)N(Cl)Cl,Odor,PubChem,train,0.681526839733124,0.975736707448959,,397.21,272.121526330647,,397.21,,1.59e-07
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],Odorless,PubChem,train,0.0692535638809204,0.033325731754303,,323.17,195.222202519747,388.184440470468,323.17,,2.53e-06
C1=CC(=CC=C1C(=O)OOC(=O)C2=CC=C(C=C2)Cl)Cl,Odorless,PubChem,train,0.201055407524109,0.0168944001197815,,366.82,293.382143798677,405.046051843661,366.82,,1.75e-05
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,Odorless,PubChem,train,0.0127129554748535,0.0190508961677551,,422.87,235.431973512999,307.277203057733,422.87,,2.78e-08
C1=CC(=CC=C1C(F)(F)F)Cl,Odor,PubChem,train,0.999726777110482,0.997618627268821,139.3,146.21,208.044107721713,240.263069055255,139.3,7.63,7.63
C1=CC(=CC=C1C(F)(F)F)[N+](=O)[O-],Odor,PubChem,train,0.997449051123112,0.997568851336837,,212.44,217.374874612487,389.493912118464,212.44,,0.133
C1=CC(=CC=C1C=O)Cl,Odor,PubChem,train,0.996263046516106,0.999787300737808,213.5,213.47,166.011642582599,200.198733656999,213.5,,0.105
C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,Odor,PubChem,train,0.876239813864231,0.991940250620246,398.0,367.4,223.374091653131,340.007169269962,398.0,2.03e-07,2.03e-07
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,Odorless,PubChem,train,0.0405963659286499,0.012675404548645,373.4,338.48,260.374401172967,401.544223299229,373.4,5e-06,5e-06
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,Odor,PubChem,train,0.0011963844299316,0.769046813249588,,423.59,290.065724440146,388.060609735987,423.59,,9.31e-07
C1=CC(=CC=C1CN)CN,Odor,PubChem,train,0.970571039244533,0.993513844907284,,252.96,160.640381162059,232.593106759466,252.96,,0.0108
C1=CC(=CC=C1CO)O,Odor,PubChem,train,0.990126718766987,0.999654286017176,252.0,260.58,144.686585169381,168.298886811944,252.0,,0.000285
C1=CC(=CC=C1Cl)Cl,Odor,van Gemert 2011,train,0.999798486343934,0.999607494333759,174.0,174.69,173.621602064845,203.573278372449,174.0,1.74,1.74
C1=CC(=CC=C1N)Br,Odor,PubChem,train,0.999722786917118,0.999407677154522,219.7,235.4,200.033349812949,200.581619366915,219.7,,0.0507
C1=CC(=CC=C1N)Cl,Odor,van Gemert 2011,train,0.995411020237952,0.999700082727941,232.0,216.05,149.387374565188,196.279479643899,232.0,0.027,0.027
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,Odorless,PubChem,train,0.0359572768211365,0.0093231201171875,350.0,367.85,224.978002205966,339.656662612112,350.0,,2.53e-06
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Odorless,PubChem,train,0.0064953565597534,0.0065104961395263,,438.0,259.16483501493,,438.0,,2.68e-08
C1=CC(=CC=C1N)S(=O)(=O)N,Odorless,Lab-Tested,validation,0.0308665633201599,0.0120909810066223,,341.95,200.226372757967,,341.95,,7.32e-06
C1=CC(=CC=C1N)[N+](=O)[O-],Odor,PubChem,train,0.955765601247549,0.997237334959209,332.0,272.55,163.034245324551,393.281873997441,332.0,3.2e-06,3.2e-06
C1=CC(=CC=C1N=C=O)N=C=O,Odor,PubChem,train,0.835407316684723,0.956824772059917,260.0,207.96,188.072507864904,283.382492212768,260.0,,0.00326
C1=CC(=CC=C1N=C=S)N=C=S,Odorless,PubChem,train,0.435673236846924,0.0108586549758911,,318.33,218.363134444809,,318.33,,6.2e-05
C1=CC(=CC=C1O)Cl,Odor,van Gemert 2011,train,0.999748931964859,0.999663863243768,220.0,203.06,150.705164235306,175.205254092179,220.0,0.052,0.052
C1=CC(=CC=C1[N+](=O)[O-])Cl,Odor,PubChem,train,0.998695250484161,0.998603502521291,242.0,237.12,185.343373749251,376.650990859712,242.0,0.0219,0.0219
C1=CC(=CC=C1[N+](=O)[O-])O,Odor,van Gemert 2011,train,0.994265160057694,0.998793256818317,279.0,261.49,164.241947458992,364.153805678891,279.0,0.0005,0.0005
C1=CC(=CN=C1)C(=O)O,Odorless,PubChem,train,0.0429964661598206,0.0241200923919678,,257.62,143.247346255766,-83.9574001672662,257.62,,9.36e-05
C1=CC(=CN=C1)N,Odor,PubChem,train,0.306223630905151,0.838097587227821,252.0,193.56,96.4368348076446,-137.304643213485,252.0,,0.0102
C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,Odor,PubChem,train,0.993260228540748,0.999474774231203,,244.94,247.759572111935,91.8624677695435,244.94,0.0048,0.0048
C1=CC(=NC(=C1Cl)C(=O)O)Cl,Odorless,PubChem,train,0.253173112869263,0.0259652733802795,,308.01,218.125227466449,37.2491791835309,308.01,9.98e-06,9.98e-06
C1=CC(=O)C=CC1=O,Odor,van Gemert 2011,train,0.998943596496247,0.998774719657376,,218.08,120.651976388213,147.296042921508,218.08,0.09,0.09
C1=CC(=O)NNC1=O,Odorless,PubChem,train,0.014763355255127,0.0085228085517883,,367.19,126.982795445348,191.627450517632,367.19,,3.68e-08
C1=CC(=O)OC1=O,Odor,PubChem,train,0.999771755930851,0.998942813253962,202.0,156.41,103.608116903936,-13.9575912410646,202.0,0.25,0.25
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Odorless,PubChem,train,0.0358085632324219,0.0116378664970398,,365.31,290.679990961444,198.075997832625,365.31,,3.59e-07
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Odorless,PubChem,train,0.0202411413192749,0.0052718520164489,,433.26,253.981986501831,363.833928034098,433.26,,7.6e-11
C1=CC2=C(C(=C1)O)N=CC=C2,Odor,PubChem,train,0.978159328922629,0.992620680015534,267.0,290.12,171.494205289826,43.0064946726716,267.0,0.00166,0.00166
C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O,Odorless,PubChem,train,0.0025951266288757,0.0053966641426086,,432.8,244.534455701272,589.206471157632,432.8,,1.21e-09
C1=CC2=NNN=C2C=C1,Odorless,PubChem,train,0.0227871537208557,0.0128011107444763,350.0,297.25,137.560782659447,5.90229951490966,350.0,,2.46e-05
C1=CC2C(C1)C1C=CC2C1,Odor,van Gemert 2011,train,0.99991107108508,0.999459497630596,170.0,176.78,155.531217373537,-7.18434480745725,170.0,2.29,2.29
C1=CC=C(C(=C1)Br)Br,Odor,van Gemert 2011,train,0.999859803036088,0.999027046374977,225.0,216.27,251.13447263337,222.673713455219,225.0,,0.101
C1=CC=C(C(=C1)C#N)C#N,Odor,PubChem,train,0.959507402032614,0.99707036674954,,265.92,150.141746435161,265.027981203192,265.92,,0.000807
C1=CC=C(C(=C1)C(=O)N)O,Odorless,PubChem,train,0.282499670982361,0.0125275850296021,181.5,332.23,161.804540730614,214.803914363954,270.0,,0.03
C1=CC=C(C(=C1)C(=O)O)C(=O)O,Odorless,van Gemert 2011,train,0.044019341468811,0.0229266881942749,,351.37,194.230537749604,237.897498833513,351.37,6.36e-07,6.36e-07
C1=CC=C(C(=C1)C(=O)O)N,Odorless,PubChem,train,0.0219971537590027,0.0088491439819335,,307.7,161.804540730614,214.803914363954,307.7,,7.87e-05
C1=CC=C(C(=C1)C(=O)O)O,Odorless,PubChem,train,0.119494378566742,0.0074626803398132,,298.03,163.021872925975,194.350698071998,298.03,8.2e-05,8.2e-05
C1=CC=C(C(=C1)C(F)(F)F)N,Odor,PubChem,train,0.999893344574957,0.998248262912966,187.0,190.02,189.116914242822,233.576749438576,187.0,,0.503
C1=CC=C(C(=C1)C=C(C#N)C#N)Cl,Odor,PubChem,train,0.435842275619507,0.622618347406387,312.5,345.13,215.221008330613,334.322582793047,312.5,3.4e-05,3.4e-05
C1=CC=C(C(=C1)C=O)Cl,Odor,PubChem,train,0.998672506888397,0.999933653234621,211.9,213.47,166.011642582599,200.198733656999,211.9,0.23,0.23
C1=CC=C(C(=C1)C=O)O,Odor,van Gemert 2011,train,0.999848172112252,0.999099028937053,197.0,239.42,141.851634118066,171.395818987389,197.0,0.593,0.593
C1=CC=C(C(=C1)C=O)[N+](=O)[O-],Odor,van Gemert 2011,train,0.936827264726162,0.998346173553728,,270.36,178.315583690148,380.190514685539,270.36,0.0179,0.0179
C1=CC=C(C(=C1)CCl)Cl,Odor,PubChem,train,0.999826896135346,0.99996610980088,217.0,216.22,189.002390704497,223.762265520039,217.0,,0.153
C1=CC=C(C(=C1)CN)Cl,Odor,PubChem,train,0.999701454362366,0.999481263803318,,215.71,167.268492676229,217.179429015272,215.71,,0.137
C1=CC=C(C(=C1)CO)O,Odor,van Gemert 2011,train,0.976026164367795,0.995302220806479,,260.58,144.686585169381,168.298886811944,260.58,,0.000416
